resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,step,,,BUILDING-C,,,,,,,,
,,step,,,,Level-3,,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C318,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C319,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C320,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C321,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C322,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C323,,,,,,
Common Area Fitoff Checklist [D],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
,,step,,,,Level-4,,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C418,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C419,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C420,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C421,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C422,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C423,,,,,,
Common Area Fitoff Checklist [D],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
,,step,,,,Level-5,,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C518,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C519,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C520,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C521,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C522,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C523,,,,,,
Common Area Fitoff Checklist [D],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
,,step,,,,Level-6,,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C616,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C617,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C618,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C619,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C620,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C621,,,,,,
Common Area Fitoff Checklist [D],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
,,step,,,,Level-7,,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C716,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C717,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C718,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C719,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C720,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C721,,,,,,
Common Area Fitoff Checklist [D],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
,,step,,,,Level-8,,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C814,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C815,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C816,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C817,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C818,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C819,,,,,,
Common Area Fitoff Checklist [D],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
,,step,,,,Level-9,,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C914,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C915,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C916,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C917,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C918,,,,,,
Common Area Fitoff Checklist [D],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
,,step,,,,Level-10,,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1014,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1015,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1016,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1017,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1018,,,,,,
Common Area Fitoff Checklist [D],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
,,step,,,,Level-11,,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1114,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1115,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1116,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1117,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1118,,,,,,
Common Area Fitoff Checklist [D],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
,,step,,,,Level-12,,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1214,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1215,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1216,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1217,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1218,,,,,,
Common Area Fitoff Checklist [D],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
,,step,,,,Level-13,,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1314,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1315,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1316,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1317,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1318,,,,,,
Common Area Fitoff Checklist [D],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
,,step,,,,Level-14,,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1414,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1415,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1416,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1417,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1418,,,,,,
Common Area Fitoff Checklist [D],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
,,step,,,,Level-15,,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1514,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1515,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1516,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1517,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1518,,,,,,
Common Area Fitoff Checklist [D],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
,,step,,,,Level-16,,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1614,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1615,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1616,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1617,,,,,,
Apartment Fitoff Checklist [E],Sign Off,folder-with-checklists,,,,,C1618,,,,,,
Common Area Fitoff Checklist [D],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
