Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Slab Matrix,,,,,
,Scope,,,,
,Rows,,,,
,,Ground Level,dynamic,ground level,slab
,,Level 1,dynamic,level 1,slab
,,Level 2,dynamic,level 2,slab
,,Level 3,dynamic,level 3,slab
,,Level 4,dynamic,level 4,slab
,,Level 5,dynamic,level 5,slab
,,Level 6,dynamic,level 6,slab
,,Level 7,dynamic,level 7,slab
,,Level 8,dynamic,level 8,slab
,,Level 9,dynamic,level 9,slab
,,Level 10,dynamic,level 10,slab
,,Level 11,dynamic,level 11,slab
,,Level 12,dynamic,level 12,slab
,,Level 13,dynamic,level 13,slab
,,Level 14,dynamic,level 14,slab
,,Level 15,dynamic,level 15,slab
,,Level 16,dynamic,level 16,slab
,,Level 17,dynamic,level 17,slab
,,Level 18,dynamic,level 18,slab
,,Level 19,dynamic,level 19,slab
,,Level 20,dynamic,level 20,slab
,,Level 21,dynamic,level 21,slab
,,Level 22,dynamic,level 22,slab
,,Level 23,dynamic,level 23,slab
,,Level 24,dynamic,level 24,slab
,,Level 25,dynamic,level 25,slab
,,Level 26,dynamic,level 26,slab
,,Level 27,dynamic,level 27,slab
,,Level 28,dynamic,level 28,slab
,,Level 29,dynamic,Level 29,slab
,Columns,,,,
,,F19A - Pre-Pour ITP,,f19a - pre-pour itp,
,,F19B - Post-Pour ITP,,f19b - post-pour itp,
,,Post-tensioning Extension #1,,post-tensioning extension #1,
,,Post-tensioning Extension #2,,post-tensioning extension #2,
