"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Core Walls Progress"
,"Scope",,
,"Rows"
,,"Core Walls","dynamic","core walls"
,"Columns"
,,"Confirm area of work is accessible & acceptable to commence (If not comment below)",,"confirm area of work is accessible & acceptable to commence (if not comment below)"
,,"Setout & alignment as per drawing (include revision below)",,"setout & alignment as per drawing (include revision below)"
,,"Drawing & revision number(s)","Drawing & revision number(s)","setout & alignment as per drawing (include revision below)"
,,"Conduit Run type","Conduit Run type","setout & alignment as per drawing (include revision below)"
,,"Conduit route, size & quantity","Conduit route, size & quantity","setout & alignment as per drawing (include revision below)"
,,"Check existing services, correct location & permit approval",,"check existing services, correct location & permit approval"
,,"Correct Depth/Cover",,"correct depth/cover"
,,"Tied and joins glued",,"tied and joins glued"
,,"Ends sealed",,"ends sealed"
,,"Area clean and safe",,"area clean and safe"
,,"Drawings marked up with changes",,"drawings marked up with changes"
,,"Ready for wall sheeting, wall closure or column sleeve",,"ready for wall sheeting, wall closure or column sleeve"
,,"Installation completed to specifications",,"installation completed to specifications"
,,"Name of Installer","Name of Installer","installation completed to specifications"
,,"Date Installed","Date Installed","installation completed to specifications"

"Stair ST01 & ST02 Progress"
,"Scope",,
,"Rows"
,,"Stair ST01 & ST02","dynamic","stair st01 & st02"
,"Columns"
,,"Confirm area of work is accessible & acceptable to commence (If not comment below)",,"confirm area of work is accessible & acceptable to commence (if not comment below)"
,,"Setout & alignment as per drawing (include revision below)",,"setout & alignment as per drawing (include revision below)"
,,"Drawing & revision number(s)","Drawing & revision number(s)","setout & alignment as per drawing (include revision below)"
,,"Conduit Run type","Conduit Run type","setout & alignment as per drawing (include revision below)"
,,"Conduit route, size & quantity","Conduit route, size & quantity","setout & alignment as per drawing (include revision below)"
,,"Check existing services, correct location & permit approval",,"check existing services, correct location & permit approval"
,,"Correct Depth/Cover",,"correct depth/cover"
,,"Tied and joins glued",,"tied and joins glued"
,,"Ends sealed",,"ends sealed"
,,"Area clean and safe",,"area clean and safe"
,,"Drawings marked up with changes",,"drawings marked up with changes"
,,"Ready for wall sheeting, wall closure or column sleeve",,"ready for wall sheeting, wall closure or column sleeve"
,,"Installation completed to specifications",,"installation completed to specifications"
,,"Name of Installer","Name of Installer","installation completed to specifications"
,,"Date Installed","Date Installed","installation completed to specifications"

"Slab Progress"
,"Scope",,
,"Rows"
,,"Ground Level - Slab","grouping","slabs & columns","ground level","slab"
,,"South",,"slabs & columns","south","ground level","slab"
,,"West",,"slabs & columns","west","ground level","slab"
,,"North",,"slabs & columns","ground level","north","slab"
,,"Level 1 - Slab","grouping","slabs & columns","level 1","slab"
,,"South",,"slabs & columns","south","level 1","slab"
,,"West",,"slabs & columns","west","level 1","slab"
,,"North",,"slabs & columns","level 1","north","slab"
,,"Level 2 - Slab","grouping","slabs & columns","level 2","slab"
,,"South",,"slabs & columns","south","level 2","slab"
,,"West",,"slabs & columns","west","level 2","slab"
,,"North",,"slabs & columns","level 2","north","slab"
,,"Level 3 - Slab","grouping","slabs & columns","level 3","slab"
,,"South",,"slabs & columns","south","level 3","slab"
,,"West",,"slabs & columns","west","level 3","slab"
,,"North",,"slabs & columns","north","level 3","slab"
,,"Level 4 - Slab","grouping","slabs & columns","level 4","slab"
,,"South",,"slabs & columns","level 4","south","slab"
,,"West",,"slabs & columns","level 4","west","slab"
,,"North",,"slabs & columns","level 4","north","slab"
,,"Level 5 - Slab","grouping","slabs & columns","level 5","slab"
,,"South",,"slabs & columns","level 5","south","slab"
,,"West",,"slabs & columns","west","level 5","slab"
,,"North",,"slabs & columns","level 5","north","slab"
,,"Level 6 - Slab","grouping","slabs & columns","level 6","slab"
,,"South",,"slabs & columns","level 6","south","slab"
,,"West",,"slabs & columns","west","level 6","slab"
,,"North",,"slabs & columns","level 6","north","slab"
,,"Level 7 - Slab","grouping","slabs & columns","level 7","slab"
,,"South",,"slabs & columns","level 7","south","slab"
,,"West",,"slabs & columns","west","level 7","slab"
,,"North",,"slabs & columns","level 7","north","slab"
,,"Level 8 - Slab","grouping","slabs & columns","level 8","slab"
,,"South",,"slabs & columns","level 8","south","slab"
,,"West",,"slabs & columns","west","level 8","slab"
,,"North",,"slabs & columns","level 8","north","slab"
,,"Level 9 - Slab","grouping","slabs & columns","level 9","slab"
,,"South",,"slabs & columns","level 9","south","slab"
,,"West",,"slabs & columns","west","level 9","slab"
,,"North",,"slabs & columns","level 9","north","slab"
,,"Level 10 - Slab","grouping","slabs & columns","level 10","slab"
,,"South",,"slabs & columns","level 10","south","slab"
,,"West",,"slabs & columns","west","level 10","slab"
,,"North",,"slabs & columns","level 10","north","slab"
,,"Level 11 - Slab","grouping","slabs & columns","level 11","slab"
,,"South",,"slabs & columns","south","level 11","slab"
,,"West",,"slabs & columns","west","level 11","slab"
,,"North",,"slabs & columns","level 11","north","slab"
