Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Slabs - Overall Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Ground Level,grouping,ground level,,
,,South,,south,ground level,slab
,,West,,west,ground level,slab
,,North,,ground level,north,slab
,,Level 1,grouping,level 1,,
,,South,,south,level 1,slab
,,West,,west,level 1,slab
,,North,,level 1,north,slab
,,Level 2,grouping,level 2,,
,,South,,south,level 2,slab
,,West,,west,level 2,slab
,,North,,level 2,north,slab
,,Level 3,grouping,level 3,,
,,South,,south,level 3,slab
,,West,,west,level 3,slab
,,North,,north,level 3,slab
,,Level 4,grouping,level 4,,
,,South,,level 4,south,slab
,,West,,level 4,west,slab
,,North,,level 4,north,slab
,,Level 5,grouping,level 5,,
,,South,,level 5,south,slab
,,West,,west,level 5,slab
,,North,,level 5,north,slab
,,Level 6,grouping,level 6,,
,,South,,south,level 6,slab
,,West,,west,level 6,slab
,,North,,level 6,north,slab
,,Level 7,grouping,level 7,,
,,South,,south,level 7,slab
,,West,,west,level 7,slab
,,North,,level 7,north,slab
,,Level 8,grouping,level 8,,
,,South,,level 8,south,slab
,,West,,level 8,west,slab
,,North,,level 8,north,slab
,,Level 9,grouping,level 9,,
,,South,,level 9,south,slab
,,West,,west,level 9,slab
,,North,,level 9,north,slab
,,Level 10,grouping,level 10,,
,,South,,south,level 10,slab
,,West,,west,level 10,slab
,,North,,level 10,north,slab
,,Level 11,grouping,level 11,,
,,South,,south,level 11,slab
,,West,,west,level 11,slab
,,North,,level 11,north,slab
,,Level 12,grouping,level 12,,
,,South,,level 12,south,slab
,,West,,west,level 12,slab
,,North,,level 12,north,slab
,,Level 13,grouping,level 13,,
,,South,,south,level 13,slab
,,West,,west,level 13,slab
,,North,,north,level 13,slab
,,Level 14,grouping,level 14,,
,,South,,south,level 14,slab
,,West,,west,level 14,slab
,,North,,level 14,north,slab
,,Level 15,grouping,level 15,,
,,South,,level 15,south,slab
,,West,,west,level 15,slab
,,North,,level 15,north,slab
,,Level 16,grouping,level 16,,
,,South,,level 16,south,slab
,,West,,level 16,west,slab
,,North,,level 16,north,slab
,,Level 17,grouping,level 17,,
,,South,,south,level 17,slab
,,West,,west,level 17,slab
,,North,,level 17,north,slab
,,Level 18,grouping,level 18,,
,,South,,south,level 18,slab
,,West,,west,level 18,slab
,,North,,level 18,north,slab
,,Level 19,grouping,level 19,,
,,South,,level 19,south,slab
,,West,,west,level 19,slab
,,North,,level 19,north,slab
,,Level 20,grouping,level 20,,
,,South,,south,level 20,slab
,,West,,west,level 20,slab
,,North,,north,level 20,slab
,,Level 21,grouping,level 21,,
,,South,,south,level 21,slab
,,West,,west,level 21,slab
,,North,,level 21,north,slab
,,Level 22,grouping,level 22,,
,,South,,south,level 22,slab
,,West,,west,level 22,slab
,,North,,level 22,north,slab
,,Level 23,grouping,level 23,,
,,South,,level 23,south,slab
,,West,,west,level 23,slab
,,North,,level 23,north,slab
,,Level 24,grouping,level 24,,
,,South,,south,level 24,slab
,,West,,west,level 24,slab
,,North,,north,level 24,slab
,,Level 25,grouping,level 25,,
,,South,,south,level 25,slab
,,West,,west,level 25,slab
,,North,,level 25,north,slab
,,Level 26,grouping,level 26,,
,,South,,level 26,south,slab
,,West,,west,level 26,slab
,,North,,level 26,north,slab
,,Level 27,grouping,level 27,,
,,South,,level 27,south,slab
,,West,,level 27,west,slab
,,North,,level 27,north,slab
,,Level 28,grouping,level 28,,
,,South,,south,level 28,slab
,,West,,west,level 28,slab
,,North,,level 28,north,slab
,,Level 29,grouping,Level 29,,
,,South,,south,Level 29,slab
,,West,,west,Level 29,slab
,,North,,Level 29,north,slab
,Columns,,,,,
,,Form 700 - Formwork,,slabs & columns,form 700 - afs tower 1,
,,Titan Steel - Reinforcement,,reinforcement,titan steel - afs tower 1,
,,Saccardo - Suspended Slab Reinforcing,,saccardo - afs tower 1,suspended slab,
,,AusPT - Post Tensioning Pre-Pour,,auspt - afs tower 1,f19a - pre-pour itp,
,,AusPT - Post Tensioning Post-Pour,,auspt - afs tower 1,f19b - post-pour itp,
,,Jordan Plumbing - Hydraulic Services,,jordan plumbing - afs tower 1,hydraulic services,
,,O.P Industries - Mechanical Services,,mechanical services,o.p industries - afs tower 1,
,,ION - Electrical Services,,ion - afs tower 1,electrical services,
,,Built - Pre-Pour Sign Off,,slabs & columns,built prepour,built - afs tower 1
,,Built - Concrete Placement,,slabs & columns,built concrete placement,built - afs tower 1
,,,,,,
Columns - Overall Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Ground Level,grouping,ground level,,
,,South,,south,ground level,columns
,,West,,west,ground level,columns
,,North,,ground level,columns,north
,,Level 1,grouping,level 1,,
,,South,,south,level 1,columns
,,West,,west,level 1,columns
,,North,,level 1,columns,north
,,Level 2,grouping,level 2,,
,,South,,south,columns,level 2
,,West,,west,columns,level 2
,,North,,columns,level 2,north
,,Level 3,grouping,level 3,,
,,South,,south,columns,level 3
,,West,,west,columns,level 3
,,North,,columns,north,level 3
,,Level 4,grouping,level 4,,
,,South,,level 4,south,columns
,,West,,level 4,west,columns
,,North,,level 4,columns,north
,,Level 5,grouping,level 5,,
,,South,,level 5,south,columns
,,West,,west,level 5,columns
,,North,,level 5,columns,north
,,Level 6,grouping,level 6,,
,,South,,south,level 6,columns
,,West,,west,level 6,columns
,,North,,level 6,columns,north
,,Level 7,grouping,level 7,,
,,South,,south,columns,level 7
,,West,,west,columns,level 7
,,North,,columns,level 7,north
,,Level 8,grouping,level 8,,
,,South,,level 8,south,columns
,,West,,level 8,west,columns
,,North,,level 8,columns,north
,,Level 9,grouping,level 9,,
,,South,,level 9,south,columns
,,West,,west,level 9,columns
,,North,,level 9,columns,north
,,Level 10,grouping,level 10,,
,,South,,south,columns,level 10
,,West,,west,columns,level 10
,,North,,columns,level 10,north
,,Level 11,grouping,level 11,,
,,South,,south,level 11,columns
,,West,,west,level 11,columns
,,North,,level 11,columns,north
,,Level 12,grouping,level 12,,
,,South,,level 12,south,columns
,,West,,west,level 12,columns
,,North,,level 12,columns,north
,,Level 13,grouping,level 13,,
,,South,,south,columns,level 13
,,West,,west,columns,level 13
,,North,,columns,north,level 13
,,Level 14,grouping,level 14,,
,,South,,south,columns,level 14
,,West,,west,columns,level 14
,,North,,columns,level 14,north
,,Level 15,grouping,level 15,,
,,South,,level 15,south,columns
,,West,,west,level 15,columns
,,North,,level 15,columns,north
,,Level 16,grouping,level 16,,
,,South,,level 16,south,columns
,,West,,level 16,west,columns
,,North,,level 16,columns,north
,,Level 17,grouping,level 17,,
,,South,,south,columns,level 17
,,West,,west,columns,level 17
,,North,,columns,level 17,north
,,Level 18,grouping,level 18,,
,,South,,south,level 18,columns
,,West,,west,level 18,columns
,,North,,level 18,columns,north
,,Level 19,grouping,level 19,,
,,South,,level 19,south,columns
,,West,,west,level 19,columns
,,North,,level 19,columns,north
,,Level 20,grouping,level 20,,
,,South,,south,columns,level 20
,,West,,west,columns,level 20
,,North,,columns,north,level 20
,,Level 21,grouping,level 21,,
,,South,,south,columns,level 21
,,West,,west,columns,level 21
,,North,,columns,level 21,north
,,Level 22,grouping,level 22,,
,,South,,south,level 22,columns
,,West,,west,level 22,columns
,,North,,level 22,columns,north
