resource,resource,resource,resource,resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,,,,,,step,,,,,Ground,,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 1,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 2,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 3,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 4,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 5,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 6,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 7,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 8,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 9,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 10,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 11,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 12,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 13,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 14,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 15,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 16,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 17,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 18,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 19,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 20,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 21,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 22,,,,,
,,,,,,,,step,,,,,Level 1,,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 1,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 2,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 3,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 4,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 5,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 6,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 7,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 8,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 9,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 10,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 11,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 12,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 13,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 14,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 15,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 16,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 17,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Tenancy 18,,,,,
,,,,,,,,step,,,,Indigo,,,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,Basement 2 to Roof,,,,,,
,,,,,,,,step,,,,,Level 2,,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Room 1,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Room 2,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Room 3,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Room 4,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Room 5,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Room 6,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Room 7,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Room 8,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Room 9,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Room 10,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Room 11,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Room 12,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Room 13,,,,,
,,,,,,,,step,,,,,Level 3,,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Room 1,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Room 2,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Room 3,,,,,
"Drains: Underslung - Sewer, Stormwater & Vent","Drains: Stack Riser - Sewer, Stormwater & Vent",Drains: Syphonic - Underslung,Drains: Syphonic - Stack Riser,"Drains: Greasy Waste - Underslung, Stacks & Vents","Drains: Trade Waste - Underslung, Stacks & Vents",Drains: Pumpline - Underslung & Stacks,Pod Drain Connection (Prefab Bathroom or Laundry),folder-with-checklists,,,,,,Room 4,,,,,
