type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-flat,Corridor A checklist,,,,,Yes,Corridor A checklist,cde59f84-a0d1-47ac-9423-270c8d771c4c
checkpoint-status,Skirting internally and externally tight,,,,,,,
checkpoint-status,Cupboard doors installed with 3mm quirk,,,,,,,
checkpoint-status,Bottom of cupboard doors installed with 5-10mm gap,,,,,,,
checkpoint-status,Hardware installed and operational,,,,,,,
checkpoint-status,Handrail noggins installed,,,,,,,
