Id,Type,Name,Values,Prompting Name,Postfix,Resource Id
,checklist,SWP - QA - Fibertite Overlay Install Checklist (Non-masterlist),,Fibertite Overlay Install Checklist,,
9f1a5084-0681-4cfa-861a-116047e97aa9,section,Prestart,,,,
2511ffab-72be-45af-9409-615eaa65ffe7,checkpoint,Area accessible,,,,
8d2c60b5-8e49-4964-a0a2-825835fcfdca,checkpoint,Edge protection and safety installed,,,,
5eae10ca-a49d-485c-9c6f-8b3c7691bea0,checkpoint,Substrate complete and ready for SWP,,,,
3baac257-db9f-48b6-8753-4876e6ae1ce5,section,Substrate,,,,
57c0cb26-b03d-4d10-8c70-8b4ba7982118,checkpoint,Mechanically Fix existing roof pans to Purlins after checking underneath from inside that we're not going to puncture pipes or wires,,,,
60c5c30d-3a0f-4859-a409-dbbcc3a18391,checkpoint,Cut back existing roof edge at gutter,,,,
11066363-35f4-4055-9a47-0a81b18b2aa6,checkpoint,Remove ridge as we go,,,,
6ba439ce-a14b-43a2-9dcc-e249a4bef352,section,VCL-Vapour Control Layer,,,,
a7cc8212-4c11-43c9-89de-427dffd0bfc8,checkpoint,"Surface/Substrate is dry, clean and free from sharp edges",,,,
d139efe6-fa37-4cde-ba4e-e528154e8c3f,checkpoint,All areas covered and lapped a minimum of 100mm,,,,
c5d6d6c9-1543-4d61-981d-e36710914dbb,checkpoint,All holes/penetrations patched and made watertight,,,,
fb9d2624-a4a0-43a5-b89a-27a12dea0c9b,section,Roof Pan Infills,,,,
0cacb634-e8a5-4f6f-8e31-544ce9596e05,checkpoint,Surface is dry before installing Poly,,,,
25b3d2f9-58b5-4ffd-bb13-eb045ba25ed2,checkpoint,Infills to be a minimum 5mm above ridges on roof,,,,
094016f9-18b7-4c92-b852-212d4f8b1b22,checkpoint,Every pan has been infilled,,,,
96931f12-88ac-47ac-817b-54aa03ef71d1,section,Roofboard,,,,
2ce4b61c-a6e3-4d15-9db4-b690b021679d,checkpoint,Substrate/surface dry & clean prior to being installed,,,,
9204791c-540a-4ea1-8393-94ff9ceb9a2a,checkpoint,Installed in brick pattern,,,,
382cb6c9-f075-445a-b7d2-91e789fe415b,checkpoint,Correct screws with load washer,,,,
2c1b035a-d775-41b0-b839-f056e6f8b86a,checkpoint,Installed as per wind uplift fixing plan,,,,
21385575-13fb-4627-86fe-de7f34eba28c,checkpoint,Install 70mm X 100mm zincalume flashing at gutter edge for strength,,,,
6326799b-2558-4139-a661-78076c27bf66,section,Fibertite,,,,
9ba12a2a-e49e-4adb-95cd-ac6abf891bcb,checkpoint,Correct Glue being used for substrate,,,,
2f6386b8-afd8-4c54-9867-f324e83734d9,checkpoint,Fibertite fully glued to substrate,,,,
6823a9bb-668f-44bf-8705-fd5d992373ee,checkpoint,Broom/rolling of fibertite,,,,
996bbce8-a18e-43c4-8926-bcd75011a41b,checkpoint,Wipe/clean laps with acetone prior to welding,,,,
488203c8-1da5-4cfd-b79f-d978e490d1bd,checkpoint,"All laps, details, penetrations fully welded/closed and QA'd with hook",,,,
bec6d345-44f2-4eef-b1db-090c2fc4a669,checkpoint,Clamps / rings / baskets installed,,,,
5f7d7522-e981-4751-9de2-b0457f2d734e,checkpoint,Flooded / ILD checked,,,,
4fb1b19c-b1b7-47cd-8d6f-a5897d5765c6,section,Review and Sign Off,,,,
85acddc5-0c72-47bd-b007-e7706e096238,checkpoint,Area left clean and tidy,,,,
f958d955-9ac9-4060-b06f-e5d257e96bb6,checkpoint,"All installation work complete, checked and reviewed as per specification",,,,
bba179f9-eb1c-437d-a91c-ef64f0eb037a,checkpoint,Client / Main Contractor sign off,,,,
