,,"BLK-B - Level 5 - B502",,"blk-b","level 5","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","b502"
,,"BLK-B - Level 5 - B503",,"blk-b","level 5","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","b503"
,,"BLK-B - Level 5 - B504",,"blk-b","level 5","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","b504"
,,"BLK-B - Level 5 - B505",,"blk-b","level 5","site qa","ceiling closure checklist 1 rough in [b]","rough-in","b505","apartment ceiling closure"
,,"BLK-B - Level 5 - B506",,"blk-b","level 5","site qa","b506","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure"
,,"BLK-B - Level 5 - B507",,"blk-b","level 5","site qa","ceiling closure checklist 1 rough in [b]","rough-in","b507","apartment ceiling closure"
,,"BLK-B - Level 5 - B508",,"blk-b","level 5","site qa","ceiling closure checklist 1 rough in [b]","rough-in","b508","apartment ceiling closure"
,,"BLK-B - Level 5 - B509",,"blk-b","level 5","b509","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure"
,,"BLK-B - Level 5 - B510",,"blk-b","level 5","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","b510"
,,"BLK-B - Level 6 - B601",,"blk-b","level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","b601"
,,"BLK-B - Level 6 - B602",,"blk-b","level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","b602"
,,"BLK-B - Level 6 - B603",,"blk-b","level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","b603"
,,"BLK-B - Level 6 - B604",,"blk-b","level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","b604","apartment ceiling closure"
,,"BLK-B - Level 6 - B605",,"blk-b","level 6","site qa","b605","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure"
,,"BLK-B - Level 6 - B606",,"blk-b","level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","b606","apartment ceiling closure"
,,"BLK-B - Level 6 - B607",,"blk-b","level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","b607","apartment ceiling closure"
,,"BLK-B - Level 6 - B608",,"blk-b","b608","level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure"
,,"BLK-B - Level 6 - B609",,"b609","blk-b","level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure"
,,"BLK-B - Level 6 - B610",,"blk-b","level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","b610"
,,"BLK-B - Level 7 - B701",,"blk-b","site qa","level 7","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","b701"
,,"BLK-B - Level 7 - B702",,"blk-b","site qa","level 7","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","b702"
,,"BLK-B - Level 7 - B703",,"blk-b","site qa","level 7","ceiling closure checklist 1 rough in [b]","rough-in","b703","apartment ceiling closure"
,,"BLK-B - Level 7 - B704",,"blk-b","site qa","level 7","b704","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure"
,,"BLK-B - Level 7 - B705",,"blk-b","site qa","level 7","ceiling closure checklist 1 rough in [b]","rough-in","b705","apartment ceiling closure"
,,"BLK-B - Level 7 - B706",,"blk-b","site qa","level 7","ceiling closure checklist 1 rough in [b]","rough-in","b706","apartment ceiling closure"
,,"BLK-B - Level 7 - B707",,"blk-b","b707","site qa","level 7","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure"
,,"BLK-B - Level 7 - B708",,"b708","blk-b","site qa","level 7","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure"
,,"BLK-B - Level 7 - B709",,"blk-b","site qa","level 7","b709","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure"
,,"BLK-B - Level 8 - B801",,"blk-b","site qa","level 8","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","b801"
,,"BLK-B - Level 8 - B802",,"blk-b","site qa","level 8","ceiling closure checklist 1 rough in [b]","rough-in","b802","apartment ceiling closure"
,,"BLK-B - Level 8 - B803",,"blk-b","site qa","level 8","b803","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure"
,,"BLK-B - Level 8 - B804",,"blk-b","site qa","level 8","ceiling closure checklist 1 rough in [b]","rough-in","b804","apartment ceiling closure"
,,"BLK-B - Level 8 - B805",,"blk-b","site qa","level 8","ceiling closure checklist 1 rough in [b]","rough-in","b805","apartment ceiling closure"
,,"BLK-B - Level 8 - B806",,"blk-b","b806","site qa","level 8","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure"
,,"BLK-B - Level 8 - B807",,"b807","blk-b","site qa","level 8","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure"
,,"BLK-B - Level 8 - B808",,"blk-b","site qa","b808","level 8","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure"
,,"BLK-C - Apartment Ceiling Closure","grouping","blk-c - apartment ceiling closure"
,,"BLK-C - Level 2 - C232",,"blk-c","site qa","c232","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","level 2"
,,"BLK-C - Level 2 - C233",,"blk-c","c233","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","level 2"
,,"BLK-C - Level 2 - C234",,"blk-c","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c234","level 2"
,,"BLK-C - Level 2 - C235",,"blk-c","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c235","level 2"
,,"BLK-C - Level 2 - C236",,"blk-c","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","level 2","c236"
,,"BLK-C - Level 2 - C237",,"blk-c","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","level 2","c237"
,,"BLK-C - Level 2 - C238",,"blk-c","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c238","level 2"
,,"BLK-C - Level 2 - C239",,"blk-c","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c239","level 2"
,,"BLK-C - Level 3 - C332",,"blk-c","c332","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","level 3"
,,"BLK-C - Level 3 - C333",,"blk-c","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c333","level 3"
,,"BLK-C - Level 3 - C334",,"blk-c","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c334","level 3"
,,"BLK-C - Level 3 - C335",,"blk-c","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","level 3","c335"
,,"BLK-C - Level 3 - C336",,"blk-c","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c336","level 3"
,,"BLK-C - Level 3 - C337",,"blk-c","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c337","level 3"
,,"BLK-C - Level 3 - C338",,"blk-c","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c338","level 3"
,,"BLK-C - Level 3 - C339",,"blk-c","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c339","level 3"
,,"BLK-C - Level 4 - C431",,"blk-c","level 4","c431","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure"
,,"BLK-C - Level 4 - C432",,"blk-c","level 4","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c432"
,,"BLK-C - Level 4 - C433",,"blk-c","level 4","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c433"
,,"BLK-C - Level 4 - C434",,"blk-c","level 4","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c434"
,,"BLK-C - Level 4 - C435",,"blk-c","level 4","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c435"
,,"BLK-C - Level 4 - C436",,"blk-c","level 4","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c436"
,,"BLK-C - Level 4 - C437",,"blk-c","level 4","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c437"
,,"BLK-C - Level 4 - C438",,"blk-c","level 4","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c438"
,,"BLK-C - Level 5 - C525",,"blk-c","level 5","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c525"
,,"BLK-C - Level 5 - C526",,"blk-c","level 5","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c526"
,,"BLK-C - Level 5 - C527",,"blk-c","level 5","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c527"
,,"BLK-C - Level 5 - C528",,"blk-c","level 5","site qa","ceiling closure checklist 1 rough in [b]","rough-in","c528","apartment ceiling closure"
,,"BLK-C - Level 5 - C529",,"blk-c","level 5","site qa","c529","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure"
,,"BLK-C - Level 5 - C530",,"blk-c","level 5","c530","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure"
,,"BLK-C - Level 5 - C531",,"blk-c","level 5","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c531"
,,"BLK-C - Level 6 - C625",,"blk-c","level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c625"
,,"BLK-C - Level 6 - C626",,"blk-c","level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c626"
,,"BLK-C - Level 6 - C627",,"blk-c","level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","c627","apartment ceiling closure"
,,"BLK-C - Level 6 - C628",,"blk-c","level 6","site qa","c628","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure"
,,"BLK-C - Level 6 - C629",,"blk-c","level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","c629","apartment ceiling closure"
,,"BLK-C - Level 6 - C630",,"blk-c","level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c630"
,,"BLK-C - Level 6 - C631",,"blk-c","level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c631"
,,"BLK-C - Level 7 - C722",,"blk-c","site qa","level 7","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c722"
,,"BLK-C - Level 7 - C723",,"blk-c","site qa","level 7","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c723"
,,"BLK-C - Level 7 - C724",,"blk-c","site qa","level 7","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c724"
,,"BLK-C - Level 7 - C725",,"blk-c","site qa","level 7","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","c725"
,,"BLK-C - Level 7 - C726",,"blk-c","site qa","level 7","ceiling closure checklist 1 rough in [b]","rough-in","c726","apartment ceiling closure"
,,"BLK-C - Level 7 - C727",,"blk-c","site qa","level 7","c727","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure"
,,"BLK-C - Level 7 - C728",,"blk-c","site qa","level 7","ceiling closure checklist 1 rough in [b]","rough-in","c728","apartment ceiling closure"
,,"BLK-D - Apartment Ceiling Closure","grouping","blk-d - apartment ceiling closure"
,,"BLK-D - Level 2 - D222",,"d222","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","level 2","blk-d"
,,"BLK-D - Level 2 - D223",,"d223","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","level 2","blk-d"
,,"BLK-D - Level 2 - D224",,"site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","level 2","d224","blk-d"
,,"BLK-D - Level 2 - D225",,"site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","level 2","blk-d","d225"
,,"BLK-D - Level 2 - D226",,"site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d226","level 2","blk-d"
,,"BLK-D - Level 2 - D227",,"site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d227","level 2","blk-d"
,,"BLK-D - Level 2 - D228",,"site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d228","level 2","blk-d"
,,"BLK-D - Level 2 - D229",,"site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d229","level 2","blk-d"
,,"BLK-D - Level 2 - D230",,"site qa","ceiling closure checklist 1 rough in [b]","rough-in","d230","apartment ceiling closure","level 2","blk-d"
,,"BLK-D - Level 2 - D231",,"d231","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","level 2","blk-d"
,,"BLK-D - Level 3 - D322",,"d322","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-d","level 3"
,,"BLK-D - Level 3 - D323",,"site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d323","blk-d","level 3"
,,"BLK-D - Level 3 - D324",,"site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-d","level 3","d324"
,,"BLK-D - Level 3 - D325",,"site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d325","blk-d","level 3"
,,"BLK-D - Level 3 - D326",,"site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d326","blk-d","level 3"
,,"BLK-D - Level 3 - D327",,"site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d327","blk-d","level 3"
,,"BLK-D - Level 3 - D328",,"site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d328","blk-d","level 3"
,,"BLK-D - Level 3 - D329",,"site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d329","blk-d","level 3"
,,"BLK-D - Level 3 - D330",,"d330","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-d","level 3"
,,"BLK-D - Level 3 - D331",,"site qa","d331","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-d","level 3"
,,"BLK-D - Level 4 - D421",,"level 4","d421","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-d"
,,"BLK-D - Level 4 - D422",,"level 4","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d422","blk-d"
,,"BLK-D - Level 4 - D423",,"level 4","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-d","d423"
,,"BLK-D - Level 4 - D424",,"level 4","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d424","blk-d"
,,"BLK-D - Level 4 - D425",,"level 4","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d425","blk-d"
,,"BLK-D - Level 4 - D426",,"level 4","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d426","blk-d"
,,"BLK-D - Level 4 - D427",,"level 4","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d427","blk-d"
,,"BLK-D - Level 4 - D428",,"level 4","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d428","blk-d"
,,"BLK-D - Level 4 - D429",,"level 4","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d429","blk-d"
,,"BLK-D - Level 4 - D430",,"level 4","site qa","d430","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-d"
,,"BLK-D - Level 5 - D515",,"level 5","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d515","blk-d"
,,"BLK-D - Level 5 - D516",,"level 5","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d516","blk-d"
,,"BLK-D - Level 5 - D517",,"level 5","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d517","blk-d"
,,"BLK-D - Level 5 - D518",,"level 5","site qa","ceiling closure checklist 1 rough in [b]","rough-in","d518","apartment ceiling closure","blk-d"
,,"BLK-D - Level 5 - D519",,"level 5","site qa","ceiling closure checklist 1 rough in [b]","rough-in","d519","apartment ceiling closure","blk-d"
,,"BLK-D - Level 5 - D520",,"level 5","d520","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-d"
,,"BLK-D - Level 5 - D521",,"level 5","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d521","blk-d"
,,"BLK-D - Level 5 - D522",,"level 5","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-d","d522"
,,"BLK-D - Level 5 - D523",,"level 5","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d523","blk-d"
,,"BLK-D - Level 5 - D524",,"level 5","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d524","blk-d"
,,"BLK-D - Level 6 - D615",,"level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d615","blk-d"
,,"BLK-D - Level 6 - D616",,"level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d616","blk-d"
,,"BLK-D - Level 6 - D617",,"level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","d617","apartment ceiling closure","blk-d"
,,"BLK-D - Level 6 - D618",,"level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","d618","apartment ceiling closure","blk-d"
,,"BLK-D - Level 6 - D619",,"level 6","site qa","d619","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-d"
,,"BLK-D - Level 6 - D620",,"level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d620","blk-d"
,,"BLK-D - Level 6 - D621",,"level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-d","d621"
,,"BLK-D - Level 6 - D622",,"level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d622","blk-d"
,,"BLK-D - Level 6 - D623",,"level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d623","blk-d"
,,"BLK-D - Level 6 - D624",,"level 6","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d624","blk-d"
,,"BLK-D - Level 7 - D714",,"site qa","level 7","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d714","blk-d"
,,"BLK-D - Level 7 - D715",,"site qa","level 7","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d715","blk-d"
,,"BLK-D - Level 7 - D716",,"site qa","level 7","ceiling closure checklist 1 rough in [b]","rough-in","d716","apartment ceiling closure","blk-d"
,,"BLK-D - Level 7 - D717",,"site qa","level 7","ceiling closure checklist 1 rough in [b]","rough-in","d717","apartment ceiling closure","blk-d"
,,"BLK-D - Level 7 - D718",,"site qa","level 7","d718","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-d"
,,"BLK-D - Level 7 - D719",,"site qa","level 7","ceiling closure checklist 1 rough in [b]","rough-in","d719","apartment ceiling closure","blk-d"
,,"BLK-D - Level 7 - D720",,"site qa","level 7","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-d","d720"
,,"BLK-D - Level 7 - D721",,"site qa","level 7","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d721","blk-d"
,,"BLK-D - Level 8 - D801",,"site qa","level 8","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d801","blk-d"
,,"BLK-D - Level 8 - D802",,"site qa","level 8","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d802","blk-d"
,,"BLK-D - Level 8 - D803",,"site qa","level 8","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","d803","blk-d"
,,"BLK-D - Level 8 - D804",,"site qa","level 8","ceiling closure checklist 1 rough in [b]","rough-in","d804","apartment ceiling closure","blk-d"
,,"BLK-D - Level 8 - D805",,"site qa","level 8","ceiling closure checklist 1 rough in [b]","rough-in","d805","apartment ceiling closure","blk-d"
,,"BLK-D - Level 8 - D806",,"site qa","level 8","d806","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-d"
,,"BLK-D - Level 8 - D807",,"site qa","level 8","ceiling closure checklist 1 rough in [b]","rough-in","d807","apartment ceiling closure","blk-d"
,,"BLK-D - Level 8 - D808",,"d808","site qa","level 8","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-d"
,,"BLK-E - Apartment Ceiling Closure","grouping","blk-e - apartment ceiling closure"
,,"BLK-E - Ground Level - EG01",,"site qa","ceiling closure checklist 1 rough in [b]","rough-in","ground level","apartment ceiling closure","eg01","blk-e"
,,"BLK-E - Ground Level - EG02",,"site qa","ceiling closure checklist 1 rough in [b]","rough-in","ground level","apartment ceiling closure","eg02","blk-e"
,,"BLK-E - Ground Level - EG03",,"site qa","ceiling closure checklist 1 rough in [b]","rough-in","ground level","apartment ceiling closure","eg03","blk-e"
,,"BLK-E - Level-1 - E101",,"level-1","site qa","e101","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e"
,,"BLK-E - Level-1 - E102",,"level-1","e102","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e"
,,"BLK-E - Level-1 - E103",,"level-1","e103","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e"
,,"BLK-E - Level-2 - E201",,"e201","level-2","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e"
,,"BLK-E - Level-2 - E202",,"level-2","e202","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e"
,,"BLK-E - Level-2 - E203",,"level-2","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e","e203"
,,"BLK-E - Level-2 - E204",,"level-2","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e","e204"
,,"BLK-E - Level-2 - E205",,"level-2","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","e205","blk-e"
,,"BLK-E - Level-2 - E206",,"level-2","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","e206","blk-e"
,,"BLK-E - Level-2 - E207",,"level-2","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","e207","blk-e"
,,"BLK-E - Level-2 - E208",,"level-2","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","e208","blk-e"
,,"BLK-E - Level-2 - E209",,"level-2","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","e209","blk-e"
,,"BLK-E - Level-2 - E210",,"level-2","e210","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e"
,,"BLK-E - Level-2 - E211",,"level-2","site qa","e211","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e"
,,"BLK-E - Level-2 - E212",,"e212","level-2","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e"
,,"BLK-E - Level-2 - E213",,"level-2","e213","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e"
,,"BLK-E - Level-2 - E214",,"level-2","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e","e214"
,,"BLK-E - Level-2 - E215",,"level-2","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e","e215"
,,"BLK-E - Level-2 - E216",,"level-2","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","e216","blk-e"
,,"BLK-E - Level-2 - E217",,"level-2","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","e217","blk-e"
,,"BLK-E - Level-2 - E218",,"level-2","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","e218","blk-e"
,,"BLK-E - Level-2 - E219",,"level-2","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","e219","blk-e"
,,"BLK-E - Level-2 - E220",,"level-2","site qa","ceiling closure checklist 1 rough in [b]","rough-in","e220","apartment ceiling closure","blk-e"
,,"BLK-E - Level-2 - E221",,"level-2","e221","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e"
,,"BLK-E - Level-3 - E301",,"e301","level-3","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e"
,,"BLK-E - Level-3 - E302",,"level-3","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e","e302"
,,"BLK-E - Level-3 - E303",,"level-3","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e","e303"
,,"BLK-E - Level-3 - E304",,"level-3","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","e304","blk-e"
,,"BLK-E - Level-3 - E305",,"level-3","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","e305","blk-e"
,,"BLK-E - Level-3 - E306",,"level-3","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","e306","blk-e"
,,"BLK-E - Level-3 - E307",,"level-3","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","e307","blk-e"
,,"BLK-E - Level-3 - E308",,"level-3","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","e308","blk-e"
,,"BLK-E - Level-3 - E309",,"level-3","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","e309","blk-e"
,,"BLK-E - Level-3 - E310",,"level-3","site qa","e310","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e"
,,"BLK-E - Level-3 - E311",,"e311","level-3","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e"
,,"BLK-E - Level-3 - E312",,"e312","level-3","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e"
,,"BLK-E - Level-3 - E313",,"level-3","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e","e313"
,,"BLK-E - Level-3 - E314",,"level-3","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e","e314"
,,"BLK-E - Level-3 - E315",,"level-3","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","e315","blk-e"
,,"BLK-E - Level-3 - E316",,"level-3","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","e316","blk-e"
,,"BLK-E - Level-3 - E317",,"level-3","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","e317","blk-e"
,,"BLK-E - Level-3 - E318",,"level-3","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","e318","blk-e"
,,"BLK-E - Level-3 - E319",,"level-3","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","e319","blk-e"
,,"BLK-E - Level-3 - E320",,"level-3","e320","site qa","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e"
,,"BLK-E - Level-3 - E321",,"level-3","site qa","e321","ceiling closure checklist 1 rough in [b]","rough-in","apartment ceiling closure","blk-e"
