type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Kingzip Checklist,,,,,,
checkpoint,Halter clips,,,,,,
checkpoint,Kingzip Linea 400mm Standing seam .9mm Aluminium RAL 7035,,,,,,
checkpoint,135mm Permastop Insulation,,,,,,
checkpoint,Pressed verge clip,,,,,,
checkpoint,Verge flashing support,,,,,,
checkpoint,Eaves drip angle 2.0mm aluminium,,,,,,
checkpoint,Seamed ribs,,,,,,
checkpoint,Handover,,,,,,
,,,,,,,
checklist,Ortech,,,,,,
checkpoint,Steel Sign Off Surfmist,,,,,,
checkpoint,Durra I beam Shale grey,,,,,,
checkpoint,UB360 beam Shale grey,,,,,,
checkpoint,Durra cross Tunit Sufmist,,,,,,
checkpoint,Soundsorb Cassette - 11% perforated corrugated profile - surfmist,,,,,,
checkpoint,Durra panel,,,,,,
checkpoint,Perforrated strip over truss chord with cassette insulation,,,,,,
checkpoint,S50 Infill panel over truss chords,,,,,,
,,,,,,,
checklist,Gutter Checklist,,,,,,
checkpoint,Gutter Bracket + Gutter Board,,,,,,
checkpoint,Gutter Colorbond Shale grey,,,,,,
,,,,,,,
checklist,Flashing Checklist,,,,,,
checkpoint,Apron Colorbond Shale Grey,,,,,,
checkpoint,Capping Colorbond Shale Grey,,,,,,
,,,,,,,
checklist,Fascia Checklist,,,,,,
checkpoint,Top hat support fixed to primary steel,,,,,,
checkpoint,Monopanel colorbond,,,,,,
checkpoint,Footmould Flashing,,,,,,
,,,,,,,
checklist,Roof safety system,,,,,,
checkpoint,Static Line as per Sayfa plan,,,,,,
checkpoint,Anchor point as per Sayfa plan,,,,,,
checkpoint,Angle caged ladder and landing as per Sayfa plan,,,,,,
,,,,,,,
checklist,Roofing Checklist,,,,,,
checkpoint,Steel Sign Off,,,,,,
checkpoint,.48bmt Colorbond Shale Grey Kliplok metal deck roof,,,,,,
checkpoint,135mm Permastop Insulation,,,,,,
checkpoint,115mm Roof Razor,,,,,,
checkpoint,Roof Safety mesh,,,,,,
checkpoint,Kliplok deck clips,,,,,,
,,,,,,,
checklist,Gutter Checklist,,,,,,
checkpoint,Gutter Bracket + Gutter Board,,,,,,
checkpoint,Gutter Colorbond Shale grey,,,,,,
,,,,,,,
checklist,Penetration Checklist,,,,,,
checkpoint,Roof penetrations,,,,,,
,,,,,,,
checklist,Wall Cladding Checklist,,,,,,
checkpoint,flat 1mm zinc strip fixed to primary steel,,,,,,
checkpoint,Interlocking panel colorbond,,,,,,
,,,,,,,
checklist,Scissor Checklist,,,,,,
checkpoint,Site Arrival,,,,,,
checkpoint,Site Departure,,,,,,
checkpoint,Breakdowns / Damage,,,,,,
,,,,,,,
checklist,Boom Checklist,,,,,,
checkpoint,Site Arrival,,,,,,
checkpoint,Site Departure,,,,,,
checkpoint,Breakdowns / Damage,,,,,,
,,,,,,,
checklist,Access Tower Checklist,,,,,,
checkpoint,Installation,,,,,,
checkpoint,Alteration / Adjustment,,,,,,
checkpoint,Dismantle,,,,,,
checkpoint,Handover Certificate,,,,,,
,,,,,,,
checklist,Delivery,,,,,,
checkpoint,Material Inspection upon receipt,,,,,,
