Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Fit Off - Detailed Progress,,,,,
,Scope,,,fit off,
,Rows,,,,
,,Ground,dynamic,ground,fit off
,,Level 1,dynamic,level 1,fit off
,,Level 2,dynamic,level 2,fit off
,Columns,,,,
,,Laundry Trough,,Laundry Trough,Laundry Fit Off
,,Laundry Trough Mixer,,Laundry Trough Mixer,Laundry Fit Off
,,Laundry Trough Mini Stops,,Laundry Trough Mini Stops,Laundry Fit Off
,,Laundry Trough Waste,,Laundry Trough Waste,Laundry Fit Off
,,Laundry Floor wastes - cleared of blockages,,Floor wastes - cleared of blockages,Laundry Fit Off
,,Kitchen Mini Stops,,Kitchen Mini Stops,Kitchen Fit Off
,,Kitchen Sink Waste,,Kitchen Sink Waste,Kitchen Fit Off
,,Kitchen Sink Mixer,,Kitchen Sink Mixer,Kitchen Fit Off
,,Kitchen Dishwasher,,Kitchen Dishwasher,Kitchen Fit Off
,,Kitchen Cooktop,,Kitchen Cooktop,Kitchen Fit Off
,,Bathroom Shower Mixer,,Bathroom Shower Mixer,Bathroom Fit Off
,,Bathroom Shower Rail/Rose,,Bathroom Shower Rail/Rose,Bathroom Fit Off
,,Bathroom Basin,,Bathroom Basin,Bathroom Fit Off
,,Bathroom Basin Mixer,,Bathroom Basin Mixer,Bathroom Fit Off
,,Bathroom Bottle Trap,,Bathroom Bottle Trap,Bathroom Fit Off
,,Bathroom Toilet,,Bathroom Toilet,Bathroom Fit Off
,,Bathroom Urinal,,Bathroom Urinal,Bathroom Fit Off
,,Bathroom Floor wastes - cleared of blockages,,Floor wastes - cleared of blockages,Bathroom Fit Off
,,Balcony Tap,,Balcony Tap,Balcony Fit Off
,,Gas Point,,Gas Point,Balcony Fit Off
