resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,1037 - Staff Shower,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,1035 - ACC WC / SHR,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,1031 - WC,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,1032 - WC,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,1033 - WC,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,1020 - Corridor,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,1011 - Lift 11,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,1012 - Lift 12,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,1030 - Corridor,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,1002 - Stair 2 Lobby,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,Level 2,,,,,,,,
,step,,,,,Zone 1 - A1521,,,,,,,
,step,,,,,,2042 - Corridor OPS Suite,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2050 - Corridor,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2023 - Stack Store,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2043 - List Cart,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2041 - OR8,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2044 - Scrub Room,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2045 - Clean up area,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2047 - OR7,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2048 - SS Lift Area,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2049 - WC,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2052 - DB,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2074 - Cardiac Pump Room,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2070 - Clean up area,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2072 - Scrub room,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2071 - OR3,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2068 - EQ Store,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2067 - Stock room,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2066 - OR2,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2065 - Clean up Room,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2063 - Scrub Room,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2062 - List Cart Area,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2061 - OR 1,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2030 - Corridor,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2060 - X-Ray Store,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,Zone 2 - A1522,,,,,,,
,step,,,,,,2100 - Bed Hold ,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2080 - Corridor,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2099 - Write up area,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2040 - Corridor,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2098 - OR 10,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2097 - List Cart,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2096 - Scrub,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2095 - Clean up,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2093 - OR9,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2091 - Medication area,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2090 - Disposal area,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2086 - OR 6,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2087 - Clean up,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2085 - Scrub,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2083 - Set up room,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2089 - Store room,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2084 - Scrub room,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2082 - OR 5,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2078 - Clean up,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2076 - OR 4,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2079 - Scrub,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2075 - Heater Cooler Room,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2035 - Implants & Sterile Room,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2028 - Specimen,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2025 - Interview,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2034 - CNM Office,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2029 - WC,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2033 - OR HUB,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2032 - OR Write up,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2031 - OR Manager,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2026 - Reception,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,Zone 3 - A1523,,,,,,,
,step,,,,,,2001 - Stair 1,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2115 - Prendergast link,,,,,,
Entrance Mat,checklist,,,,,,,Entrance Matting,,,,,
,step,,,,,,2027 - Corridor,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2112 - Staff training,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Carpet Tile Installation,checklist,,,,,,,Carpet tiles ,,,,,
,step,,,,,,2111 - Anaesthetic Store,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2027 - Corridor,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2120 - Accessible WC,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2124 - WC,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2114 - Linen,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2122 - Blood Fridge,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2121 - Store,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2208 - Clean Consumables,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2207 - Staff Base,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2123 - Cleaner,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2202 - Dirty Utility,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
Wall Vinyl / Cove / Splashback,checklist,,,,,,,Wall Covering,,,,,
,step,,,,,,2203 - WC,,,,,,
Floor Prep,checklist,,,,,,,Preparation,,,,,
Floor Vinyl / LVT / Marmoleum,checklist,,,,,,,Floor Vinyl,,,,,
