Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress (In Grounds),,,,,,
,Scope,,,In Grounds,,
,Rows,,,,,
,,B2 ,,B2 ,In Grounds,
,,B1 (Lower),,B1 (Lower),In Grounds,
,Columns,,,,,
,,Drainage,,Drainage,,
,,Pumpwells/Tanks/Pits,,Pumpwells/Tanks/Pits,,
,,Cast in,,Cast in,,
,,Sewer BT Authority Connection,,Sewer BT Authority Connection,,
,,Stormwater LPD,,Stormwater LPD,,
,,Authority Connection to Meter Room,,Authority Connection to Meter Room,,
,,,,,,
Overall Progress (Hydraulic Services - Penetrations),,,,,,
,Scope,,,Penetrations (incl Cast In),,
,Rows,,,,,
,,B2,,B2,Penetrations (incl Cast In),Hydraulic Services
,,B1,,B1,Penetrations (incl Cast In),Hydraulic Services
,,Ground,,Ground,Penetrations (incl Cast In),Hydraulic Services
,,Level 1,,Level 1,Penetrations (incl Cast In),Hydraulic Services
,,Level 2,,Level 2,Penetrations (incl Cast In),Hydraulic Services
,,Level 3,,Level 3,Penetrations (incl Cast In),Hydraulic Services
,,Level 4,,Level 4,Penetrations (incl Cast In),Hydraulic Services
,,Level 5,,Level 5,Penetrations (incl Cast In),Hydraulic Services
,,Level 6,,Level 6,Penetrations (incl Cast In),Hydraulic Services
,,Level 7,,Level 7,Penetrations (incl Cast In),Hydraulic Services
,,Level 8,,Level 8,Penetrations (incl Cast In),Hydraulic Services
,Columns,,,,,
,,Slab,,Slab,,
,,Wall,,Wall,,
,,Cast In,,Cast In,,
,,,,,,
"Overall Progress (Hydraulic Services - Drains, Stacks & Vents)",,,,,,
,Scope,,,"Drains, Stacks & Vents",,
,Rows,,,,,
,,B2,,B2,"Drains, Stacks & Vents",Hydraulic Services
,,B1,,B1,"Drains, Stacks & Vents",Hydraulic Services
,,Ground,,Ground,"Drains, Stacks & Vents",Hydraulic Services
,,Level 1,,Level 1,"Drains, Stacks & Vents",Hydraulic Services
,,Level 2,,Level 2,"Drains, Stacks & Vents",Hydraulic Services
,,Level 3,,Level 3,"Drains, Stacks & Vents",Hydraulic Services
,,Level 4,,Level 4,"Drains, Stacks & Vents",Hydraulic Services
,,Level 5,,Level 5,"Drains, Stacks & Vents",Hydraulic Services
,,Level 6,,Level 6,"Drains, Stacks & Vents",Hydraulic Services
,,Level 7,,Level 7,"Drains, Stacks & Vents",Hydraulic Services
,,Level 8,,Level 8,"Drains, Stacks & Vents",Hydraulic Services
,Columns,,,,,
,,"Stack Riser: Sewer, Stormwater, Vent & Greasy Vent",,"Stack Riser: Sewer, Stormwater, Vent & Greasy Vent",,
,,"Drains - Underslung: Sewer, Stormwater & Vent",,"Drains - Underslung: Sewer, Stormwater & Vent",,
,,Drains: Greasy Waste - Underslung,,Drains: Greasy Waste - Underslung,,
,,Drains: Pumpline - Underslung,,Drains: Pumpline - Underslung,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
