Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Milestone 1 – Bunkers Hill Road,,,,,,
,Scope,,,Milestone 1 – Bunkers Hill Road,,
,Rows,,,,,
,,AC00088,dynamic,AC00088,Milestone 1 – Bunkers Hill Road,Site QA
,,DM00869,dynamic,DM00869,Milestone 1 – Bunkers Hill Road,Site QA
,,DM00870,dynamic,DM00870,Milestone 1 – Bunkers Hill Road,Site QA
,,DM00549,dynamic,DM00549,Milestone 1 – Bunkers Hill Road,Site QA
,,DM00548,dynamic,DM00548,Milestone 1 – Bunkers Hill Road,Site QA
,Columns,,,,,
,,Lot map uploaded,Lot map uploaded,1.1.1 - Lot Map,,
,,Signed holdpoints,,AUTHORITY HOLDPOINT,,
,,Lot Status,Lot Status,Lot Conformance,,
,,Lot opened date,Lot opened date:,Lot Conformance,,
,,Lot opened by,Lot opened by:,Lot Conformance,,
,,Date lot closed,Date lot closed:,Lot Conformance,,
,,NCR raised?,NCR raised?,Lot Conformance,,
,,NCR Raised Date,NCR Raised Date:,Lot Conformance,,
,,NCR closed?,NCR closed?,Lot Conformance,,
,,NCR Closed Date,NCR Closed Date:,Lot Conformance,,
,,NCR Number,NCR Number:,Lot Conformance,,
,,Comments,Comments,Lot Conformance,,
,,,,,,
Milestone 7 – Upper Kangaroo River Road,,,,,,
,Scope,,,Milestone 7 – Upper Kangaroo River Road,,
,Rows,,,,,
,,DM00583,dynamic,DM00583,Milestone 7 – Upper Kangaroo River Road,Site QA
,,AQ00001,dynamic,AQ00001,Milestone 7 – Upper Kangaroo River Road,Site QA
,,NH00011,dynamic,NH00011,Milestone 7 – Upper Kangaroo River Road,Site QA
,,DM00828,dynamic,DM00828,Milestone 7 – Upper Kangaroo River Road,Site QA
,Columns,,,,,
,,Lot map uploaded,Lot map uploaded,1.1.1 - Lot Map,,
,,Signed holdpoints,,AUTHORITY HOLDPOINT,,
,,Lot Status,Lot Status,Lot Conformance,,
,,Lot opened date,Lot opened date:,Lot Conformance,,
,,Lot opened by,Lot opened by:,Lot Conformance,,
,,Date lot closed,Date lot closed:,Lot Conformance,,
,,NCR raised?,NCR raised?,Lot Conformance,,
,,NCR Raised Date,NCR Raised Date:,Lot Conformance,,
,,NCR closed?,NCR closed?,Lot Conformance,,
,,NCR Closed Date,NCR Closed Date:,Lot Conformance,,
,,NCR Number,NCR Number:,Lot Conformance,,
,,Comments,Comments,Lot Conformance,,
,,,,,,
Milestone 3 – Burrier Road,,,,,,
,Scope,,,Milestone 3 – Burrier Road,,
,Rows,,,,,
,,SH00288,dynamic,SH00288,Milestone 3 – Burrier Road,Site QA
,,SH00292,dynamic,SH00292,Milestone 3 – Burrier Road,Site QA
,,DM00890,dynamic,DM00890,Milestone 3 – Burrier Road,Site QA
,,SH00282,dynamic,SH00282,Milestone 3 – Burrier Road,Site QA
,Columns,,,,,
,,Lot map uploaded,Lot map uploaded,1.1.1 - Lot Map,,
,,Signed holdpoints,,AUTHORITY HOLDPOINT,,
,,Lot Status,Lot Status,Lot Conformance,,
,,Lot opened date,Lot opened date:,Lot Conformance,,
,,Lot opened by,Lot opened by:,Lot Conformance,,
,,Date lot closed,Date lot closed:,Lot Conformance,,
,,NCR raised?,NCR raised?,Lot Conformance,,
,,NCR Raised Date,NCR Raised Date:,Lot Conformance,,
,,NCR closed?,NCR closed?,Lot Conformance,,
,,NCR Closed Date,NCR Closed Date:,Lot Conformance,,
,,NCR Number,NCR Number:,Lot Conformance,,
,,Comments,Comments,Lot Conformance,,
,,,,,,
Milestone 2 – Woodhill Mountain Road,,,,,,
,Scope,,,Milestone 2 – Woodhill Mountain Road,,
,Rows,,,,,
,,DM00808,dynamic,DM00808,Milestone 2 – Woodhill Mountain Road,Site QA
,,MT00008,dynamic,MT00008,Milestone 2 – Woodhill Mountain Road,Site QA
,Columns,,,,,
,,Lot map uploaded,Lot map uploaded,1.1.1 - Lot Map,,
,,Signed holdpoints,,AUTHORITY HOLDPOINT,,
,,Lot Status,Lot Status,Lot Conformance,,
,,Lot opened date,Lot opened date:,Lot Conformance,,
,,Lot opened by,Lot opened by:,Lot Conformance,,
,,Date lot closed,Date lot closed:,Lot Conformance,,
,,NCR raised?,NCR raised?,Lot Conformance,,
,,NCR Raised Date,NCR Raised Date:,Lot Conformance,,
,,NCR closed?,NCR closed?,Lot Conformance,,
,,NCR Closed Date,NCR Closed Date:,Lot Conformance,,
,,NCR Number,NCR Number:,Lot Conformance,,
,,Comments,Comments,Lot Conformance,,
,,,,,,
Milestone 4 – Foremans Road,,,,,,
,Scope,,,Milestone 4 – Foremans Road,,
,Rows,,,,,
,,DM00882,dynamic,DM00882,Milestone 4 – Foremans Road,Site QA
,,DM00555,dynamic,DM00555,Milestone 4 – Foremans Road,Site QA
,Columns,,,,,
,,Lot map uploaded,Lot map uploaded,1.1.1 - Lot Map,,
,,Signed holdpoints,,AUTHORITY HOLDPOINT,,
,,Lot Status,Lot Status,Lot Conformance,,
,,Lot opened date,Lot opened date:,Lot Conformance,,
,,Lot opened by,Lot opened by:,Lot Conformance,,
,,Date lot closed,Date lot closed:,Lot Conformance,,
,,NCR raised?,NCR raised?,Lot Conformance,,
,,NCR Raised Date,NCR Raised Date:,Lot Conformance,,
,,NCR closed?,NCR closed?,Lot Conformance,,
,,NCR Closed Date,NCR Closed Date:,Lot Conformance,,
,,NCR Number,NCR Number:,Lot Conformance,,
,,Comments,Comments,Lot Conformance,,
,,,,,,
Milestone 6 – Kangaroo Valley Road,,,,,,
,Scope,,,Milestone 6 – Kangaroo Valley Road,,
,Rows,,,,,
,,DM00806,dynamic,DM00806,Milestone 6 – Kangaroo Valley Road,Site QA
,,DM00805,dynamic,DM00805,Milestone 6 – Kangaroo Valley Road,Site QA
,Columns,,,,,
,,Lot map uploaded,Lot map uploaded,1.1.1 - Lot Map,,
,,Signed holdpoints,,AUTHORITY HOLDPOINT,,
,,Lot Status,Lot Status,Lot Conformance,,
,,Lot opened date,Lot opened date:,Lot Conformance,,
,,Lot opened by,Lot opened by:,Lot Conformance,,
,,Date lot closed,Date lot closed:,Lot Conformance,,
,,NCR raised?,NCR raised?,Lot Conformance,,
,,NCR Raised Date,NCR Raised Date:,Lot Conformance,,
,,NCR closed?,NCR closed?,Lot Conformance,,
,,NCR Closed Date,NCR Closed Date:,Lot Conformance,,
,,NCR Number,NCR Number:,Lot Conformance,,
