type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,NBN Connection,,,,,,NBN Connection
checkpoint,NBN has been installed throughout complex,,,,,,
checkpoint,NBN signal has been tested throughout complex,,,,,,
checkpoint,All documentation for NBN install has been reviewed & documented by Aland,,,,,,
checkpoint,Final sign off - NBN has been tested & installed as per the above ITP - Add general photos/comments below,,,,,,
label,HOLDPOINT - Once all above items have been signed off work may proceed,,,,,,
