type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Power Connection,,,,,,Power Connection
checkpoint,Power has been installed throughout complex,,,,,,
checkpoint,Power has been tested throughout complex,,,,,,
checkpoint,All documentation for power install has been reviewed & documented by Aland,,,,,,
checkpoint,Final sign off - Power has been tested & installed as per the above ITP - Add general photos/comments below,,,,,,
label,HOLDPOINT - Once all above items have been signed off work may proceed,,,,,,
