Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,
7d8ea51d-8767-4639-9bd4-cdab3bd35b2f,,checklist-flat,not-started,Subcircuit Pre Livening,checklist-flat,FALSE,FALSE,Equipment Commissioning,Cell 1,"Cell 1 XFM, GPC",AKL02-COLO1-CE1-GPC01-PNL02,MEP Test,Subcircuit Pre Livening
b1383e72-f1fa-492a-b59d-2cae617d1b62,,checklist-flat,not-started,Subcircuit Pre Livening,checklist-flat,FALSE,FALSE,Equipment Commissioning,Cell 1,"Cell 1 MSB Room, Battery Room, Load Banks",AKL02-COLO1-CE1-MSB01,MEP Test,Subcircuit Pre Livening
9bc2ce65-4ff0-41b1-8906-cd720195eaec,,checklist-flat,not-started,Subcircuit Pre Livening,checklist-flat,FALSE,FALSE,Equipment Commissioning,Cell 1,"Cell 1 MSB Room, Battery Room, Load Banks",AKL02-COLO1-CE1-ATS01,MEP Test,Subcircuit Pre Livening
6a1e2c7e-923c-4198-96c3-e0ae0b350d39,,checklist-flat,not-started,Subcircuit Pre Livening,checklist-flat,FALSE,FALSE,Equipment Commissioning,Cell 1,"Cell 1 MSB Room, Battery Room, Load Banks",AKL02-COLO1-CE1-ATS02,MEP Test,Subcircuit Pre Livening
7a484911-fe86-429e-91df-166be235279d,,checklist-flat,not-started,Subcircuit Pre Livening,checklist-flat,FALSE,FALSE,Equipment Commissioning,Cell 1,"Cell 1 MSB Room, Battery Room, Load Banks",AKL02-COLO1-CE1-ATS03,MEP Test,Subcircuit Pre Livening
7581b500-bda4-4c6f-a967-27073d031f78,,checklist-flat,not-started,Subcircuit Pre Livening,checklist-flat,FALSE,FALSE,Equipment Commissioning,Cell 1,"Cell 1 MSB Room, Battery Room, Load Banks",AKL02-COLO1-CE1-ATS04,MEP Test,Subcircuit Pre Livening
5d808fb9-1873-49af-a28a-c59b35c64808,,checklist-flat,not-started,Subcircuit Pre Livening,checklist-flat,FALSE,FALSE,Equipment Commissioning,Cell 1,"Cell 1 MSB Room, Battery Room, Load Banks",AKL02-COLO1-CE1-ATS05,MEP Test,Subcircuit Pre Livening
1cb0973b-1d35-4e5e-81b4-a11df8d044f7,,checklist-flat,not-started,Subcircuit Pre Livening,checklist-flat,FALSE,FALSE,Equipment Commissioning,Cell 1,"Cell 1 MSB Room, Battery Room, Load Banks",AKL02-COLO1-CE1-ATS06,MEP Test,Subcircuit Pre Livening
915e5e13-08c9-4e6b-9807-00ee9858f976,,checklist-flat,not-started,Subcircuit Pre Livening,checklist-flat,FALSE,FALSE,Equipment Commissioning,Cell 1,"Cell 1 MSB Room, Battery Room, Load Banks",AKL02-COLO1-CE1-ADP01,MEP Test,Subcircuit Pre Livening
25d3dad6-7860-4ff6-bdc9-67b9ad5826cc,,checklist-flat,not-started,Subcircuit Pre Livening,checklist-flat,FALSE,FALSE,Equipment Commissioning,Cell 1,"Cell 1 MSB Room, Battery Room, Load Banks",AKL02-COLO1-CE1-UPS01,MEP Test,Subcircuit Pre Livening
ebb0a954-bf83-40c7-a93f-d45d5c3fda15,,checklist-flat,not-started,Subcircuit Pre Livening,checklist-flat,FALSE,FALSE,Equipment Commissioning,Cell 1,"Cell 1 MSB Room, Battery Room, Load Banks",AKL02-COLO1-CE1-UPS02,MEP Test,Subcircuit Pre Livening
b8fda4ff-821d-46c2-bccf-73d9a456d733,,checklist-flat,not-started,Subcircuit Pre Livening,checklist-flat,FALSE,FALSE,Equipment Commissioning,Cell 1,"Cell 1 MSB Room, Battery Room, Load Banks",AKL02-COLO1-CE1-UPS01-PNL01,MEP Test,Subcircuit Pre Livening
6ced11d3-a35d-45e0-ba5d-42c7439a9e2c,,checklist-flat,not-started,Subcircuit Pre Livening,checklist-flat,FALSE,FALSE,Equipment Commissioning,Cell 1,"Cell 1 MSB Room, Battery Room, Load Banks",AKL02-COLO1-CE1-PNL02,MEP Test,Subcircuit Pre Livening
000faac3-196c-48ff-841f-cc72e8116a17,,checklist-flat,not-started,Subcircuit Pre Livening,checklist-flat,FALSE,FALSE,Equipment Commissioning,Cell 1,Cell 1,AKL02-COLO1-CE1-PDU01,MEP Test,Subcircuit Pre Livening
a81b4242-6927-4a55-8b30-fecd4ab3de04,,checklist-flat,not-started,Subcircuit Pre Livening,checklist-flat,FALSE,FALSE,Equipment Commissioning,Cell 1,Cell 1,AKL02-COLO1-CE1-PDU02,MEP Test,Subcircuit Pre Livening
c690bc7b-cac9-4570-8557-2fd70a0e72e4,,checklist-flat,not-started,Subcircuit Pre Livening,checklist-flat,FALSE,FALSE,Equipment Commissioning,Cell 1,Cell 1,AKL02-COLO1-CE1-PDU03,MEP Test,Subcircuit Pre Livening
0c15e31a-9fd6-4d3b-93ee-6c1dbadcc6f8,,checklist-flat,not-started,Subcircuit Pre Livening,checklist-flat,FALSE,FALSE,Equipment Commissioning,Cell 1,Cell 1,AKL02-COLO1-CE1-PDU04,MEP Test,Subcircuit Pre Livening
