Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Block TT Unit 152,,block tt unit 152,
,,Block TT Unit 153,,block tt unit 153,
,,Block TT Unit 154,,block tt unit 154,
,,Block TT Unit 155,,block tt unit 155,
,,Block TT Lobby,,block tt lobby,
,,Block UU Unit 156,,block uu unit 156,
,,Block UU Unit 157,,block uu unit 157,
,,Block UU Unit 158,,block uu unit 158,
,,Block UU Unit 159,,block uu unit 159,
,,Block UU Lobby,,block uu lobby,
,,Misc. areas,,misc. areas,
,Columns,,,,
,,Insulation,,insulation,
,,GIB Fix,,gib fix,
,,GIB Stop,,gib stop,
,,TT Units Checklist,,TT Units Checklist,
