type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,TT Units Checklist,,,,,,QA - TT Units Checklist
checkpoint,Work Ready,,,,,,
checkpoint,Latest Plans Available,,,,,,
checkpoint,Preline Pass,,,,,,
checkpoint,Above Height Fire Line,,,,,,
checkpoint,Correct Wall Linings,,,,,,
checkpoint,Fixings,,,,,,
checkpoint,Gaps & Joints,,,,,,
checkpoint,Screw Depth,,,,,,
checkpoint,Penetrations,,,,,,
checkpoint,Sealants,,,,,,
checkpoint,1st Layer Inspection,,,,,,
checkpoint,Postline,,,,,,
checkpoint,Area Tidy,,,,,,
