type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Precast Checklist,,,,,,Precast Checklist
checkpoint,L30-TC101,,,,,,
checkpoint,L30-TC102,,,,,,
checkpoint,L30-TC104,,,,,,
checkpoint,L30-TC105,,,,,,
checkpoint,L30-TC108,,,,,,
checkpoint,L30-TC109,,,,,,
checkpoint,L30-TC112,,,,,,
checkpoint,L30-TC113,,,,,,
checkpoint,L30-TC115,,,,,,
checkpoint,L30-TC116,,,,,,
checkpoint,L30-TC121,,,,,,
checkpoint,L30-TC122,,,,,,
checkpoint,L30-TC123,,,,,,
checkpoint,L30-TC124,,,,,,
checkpoint,L30-TC125,,,,,,
checkpoint,L30-TC126,,,,,,
checkpoint,L30-TC127,,,,,,
checkpoint,L30-TC128,,,,,,
checkpoint,L30-TC129,,,,,,
checkpoint,L30-TC130,,,,,,
checkpoint,L30 Extra 1,,,,,,
checkpoint,L30 Extra 1,,,,,,
checkpoint,L30 Site Representative Sign Off,,,,,,
