"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Area Ready - WING A"
,"Scope",,,"area ready","wing a"
,"Rows"
,,"WING A","dynamic","area ready","wing a","site qa"
,"Columns"
,,"Substrate Acceptable",,"substrate acceptable","substrate"
,,"Wet Area Screed Installed",,"substrate","wet area screed installed"
,,"Ceiling Installed",,"walls / ceiling","ceiling installed"
,,"Gyprock",,"walls / ceiling","gyprock"
,,"Plastered",,"walls / ceiling","plastered"
,,"Plaster Sanded",,"walls / ceiling","plaster sanded"
,,"Painted",,"walls / ceiling","painted"

"Area Ready - WING B1"
,"Scope",,,"area ready","wing b1"
,"Rows"
,,"WING B1","dynamic","area ready","wing b1","site qa"
,"Columns"
,,"Substrate Acceptable",,"substrate acceptable","substrate"
,,"Wet Area Screed Installed",,"substrate","wet area screed installed"
,,"Ceiling Installed",,"walls / ceiling","ceiling installed"
,,"Gyprock",,"walls / ceiling","gyprock"
,,"Plastered",,"walls / ceiling","plastered"
,,"Plaster Sanded",,"walls / ceiling","plaster sanded"
,,"Painted",,"walls / ceiling","painted"

"Area Ready - WING B2"
,"Scope",,,"area ready","wing b2"
,"Rows"
,,"WING B2","dynamic","area ready","wing b2","site qa"
,"Columns"
,,"Substrate Acceptable",,"substrate acceptable","substrate"
,,"Wet Area Screed Installed",,"substrate","wet area screed installed"
,,"Ceiling Installed",,"walls / ceiling","ceiling installed"
,,"Gyprock",,"walls / ceiling","gyprock"
,,"Plastered",,"walls / ceiling","plastered"
,,"Plaster Sanded",,"walls / ceiling","plaster sanded"
,,"Painted",,"walls / ceiling","painted"

"Area Ready - WING C"
,"Scope",,,"area ready","wing c"
,"Rows"
,,"WING C","dynamic","wing c","area ready","site qa"
,"Columns"
,,"Substrate Acceptable",,"substrate acceptable","substrate"
,,"Wet Area Screed Installed",,"substrate","wet area screed installed"
,,"Ceiling Installed",,"walls / ceiling","ceiling installed"
,,"Gyprock",,"walls / ceiling","gyprock"
,,"Plastered",,"walls / ceiling","plastered"
,,"Plaster Sanded",,"walls / ceiling","plaster sanded"
,,"Painted",,"walls / ceiling","painted"

"Area Ready - WING D"
,"Scope",,,"area ready","wing d"
,"Rows"
,,"WING D","dynamic","wing d","area ready","site qa"
,"Columns"
,,"Substrate Acceptable",,"substrate acceptable","substrate"
,,"Wet Area Screed Installed",,"substrate","wet area screed installed"
,,"Ceiling Installed",,"walls / ceiling","ceiling installed"
,,"Gyprock",,"walls / ceiling","gyprock"
,,"Plastered",,"walls / ceiling","plastered"
,,"Plaster Sanded",,"walls / ceiling","plaster sanded"
,,"Painted",,"walls / ceiling","painted"

