Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Floor Finishes - WING A,,,,,
,Scope,,,Floor Finishes,WING A
,Rows,,,,
,,WING A,dynamic,WING A,Floor Finishes
,Columns,,,,
,,"Subfloor, Floor Preparation, Adhesive",,"Subfloor, Floor Preparation, Adhesive",
,,Carpet / Vinyl,,Carpet / Vinyl,
,,Wall Finish,,Wall Finish,
,,Protection and Handover,,Protection and Handover,
,,,,,
Floor Finishes - WING B1,,,,,
,Scope,,,Floor Finishes,WING B1
,Rows,,,,
,,WING B1,dynamic,WING B1,Floor Finishes
,Columns,,,,
,,"Subfloor, Floor Preparation, Adhesive",,"Subfloor, Floor Preparation, Adhesive",
,,Carpet / Vinyl,,Carpet / Vinyl,
,,Wall Finish,,Wall Finish,
,,Protection and Handover,,Protection and Handover,
,,,,,
Floor Finishes - WING B2,,,,,
,Scope,,,Floor Finishes,WING B2
,Rows,,,,
,,WING B2,dynamic,WING B2,Floor Finishes
,Columns,,,,
,,"Subfloor, Floor Preparation, Adhesive",,"Subfloor, Floor Preparation, Adhesive",
,,Carpet / Vinyl,,Carpet / Vinyl,
,,Wall Finish,,Wall Finish,
,,Protection and Handover,,Protection and Handover,
,,,,,
Floor Finishes - WING C,,,,,
,Scope,,,Floor Finishes,WING C
,Rows,,,,
,,WING C,dynamic,WING C,Floor Finishes
,Columns,,,,
,,"Subfloor, Floor Preparation, Adhesive",,"Subfloor, Floor Preparation, Adhesive",
,,Carpet / Vinyl,,Carpet / Vinyl,
,,Wall Finish,,Wall Finish,
,,Protection and Handover,,Protection and Handover,
,,,,,
Floor Finishes - WING D,,,,,
,Scope,,,Floor Finishes,WING D
,Rows,,,,
,,WING D,dynamic,WING D,Floor Finishes
,Columns,,,,
,,"Subfloor, Floor Preparation, Adhesive",,"Subfloor, Floor Preparation, Adhesive",
,,Carpet / Vinyl,,Carpet / Vinyl,
,,Wall Finish,,Wall Finish,
,,Protection and Handover,,Protection and Handover,
