Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,
Lot Register,,,,,,,,,
,Scope,,,,,,,,
,Rows,,,,,,,,
,,Earthworks,grouping,earthworks,,,,,
,,Earthworks A173 - Appin - ITC 009 - R71 Unbound Pavement Course,,earthworks,a173 - appin - itc 009 - r71 unbound pavement course,,,,
,,Earthworks SP1 - Mine Site,grouping,sp1 - mine site,earthworks,,,,
,,"Earthworks SP1 - Mine Site A173 - Appin - ITC 006 - R44 Remove, Stockpile Noncontam Topsoil",,sp1 - mine site,earthworks,"a173 - appin - itc 006 - r44 remove, stockpile noncontam topsoil",,,
,,Earthworks SP1 - Mine Site Clearing & Grubbing,grouping,sp1 - mine site,earthworks,clearing & grubbing,,,
,,Earthworks SP1 - Mine Site Clearing & Grubbing Clearing & Grubbing SP1,,earthworks,sp1 - mine site,clearing & grubbing,clearing & grubbing sp1,,
,,Earthworks SP1 - Mine Site Top soil,grouping,sp1 - mine site,earthworks,top soil,,,
,,Earthworks SP1 - Mine Site Foundation,grouping,sp1 - mine site,earthworks,foundation,,,
,,Earthworks SP1 - Mine Site Foundation EW.FND.01 - Embankment foundation - CH110 - CH145,,earthworks,foundation,sp1 - mine site,ew.fnd.01 - embankment foundation - ch110 - ch145,,
,,Earthworks SP1 - Mine Site Earthworks Cut/Fill,grouping,sp1 - mine site,earthworks cut/fill,earthworks,,,
,,Earthworks SP1 - Mine Site Earthworks Cut/Fill EW.Fill.Lot2,,earthworks,sp1 - mine site,earthworks cut/fill,ew.fill.lot2,,
,,Earthworks SP2 - Menangle Road,grouping,sp2 - menangle road,earthworks,,,,
,,Earthworks SP2 - Menangle Road Clearing & Grubbing,grouping,sp2 - menangle road,earthworks,clearing & grubbing,,,
,,Earthworks SP2 - Menangle Road Clearing & Grubbing SP2.CG.01,,sp2 - menangle road,sp2.cg.01,earthworks,clearing & grubbing,,
,,Earthworks SP2 - Menangle Road Topsoil Stripping,grouping,sp2 - menangle road,topsoil stripping,earthworks,,,
,,Earthworks SP2 - Menangle Road Topsoil Stripping SP2.TS.01,,sp2 - menangle road,topsoil stripping,sp2.ts.01,earthworks,,
,,Earthworks SP2 - Menangle Road Earthworks Cut/Fill,grouping,sp2 - menangle road,earthworks cut/fill,earthworks,,,
,,Earthworks SP2 - Menangle Road Earthworks Cut/Fill SP2.EW.01,,sp2 - menangle road,earthworks,sp2.ew.01,earthworks cut/fill,,
,,Earthworks SP2 - Menangle Road Earthworks Cut/Fill SP2.EW.02,,sp2 - menangle road,earthworks,sp2.ew.02,earthworks cut/fill,,
,,Earthworks SP2 - Menangle Road Earthworks Cut/Fill SP2.EW.03 - Layer 1 North western side,,sp2 - menangle road,earthworks,sp2.ew.03 - layer 1 north western side,earthworks cut/fill,,
,,Earthworks SP2 - Menangle Road Earthworks Cut/Fill SP2.EW.04 - Subgrade CH260 - 340,,sp2 - menangle road,earthworks,sp2.ew.04 - subgrade ch260 - 340,earthworks cut/fill,,
,,Earthworks SP2 - Menangle Road Earthworks Cut/Fill SP2.EW.05 - Subgrade CH440 - 510,,sp2 - menangle road,earthworks,sp2.ew.05 - subgrade ch440 - 510,earthworks cut/fill,,
,,Earthworks SP2 - Menangle Road Earthworks Cut/Fill SP2.EW.06 - SMZ Layer 1 CH440 - 510,,sp2 - menangle road,earthworks,sp2.ew.06 - smz layer 1 ch440 - 510,earthworks cut/fill,,
,,Earthworks SP2 - Menangle Road Earthworks Cut/Fill SP2.EW.07 - Layer 2 SMZ CH440 - 510,,sp2 - menangle road,earthworks,earthworks cut/fill,sp2.ew.07 - layer 2 smz ch440 - 510,,
,,Earthworks SP2 - Menangle Road Earthworks Cut/Fill EW.SMZ.08 - SMZ Layer 1 CH260 - 340,,sp2 - menangle road,earthworks,earthworks cut/fill,ew.smz.08 - smz layer 1 ch260 - 340,,
,,Earthworks SP2 - Menangle Road Unsuitable Material,grouping,sp2 - menangle road,earthworks,unsuitable material,,,
,,Earthworks SP2 - Menangle Road Unsuitable Material SP2.US.01,,sp2 - menangle road,earthworks,sp2.us.01,unsuitable material,,
,,Earthworks SP2 - Menangle Road Unsuitable Material SP2.US.02,,sp2 - menangle road,earthworks,sp2.us.02,unsuitable material,,
,,Earthworks SP2 - Menangle Road Spray Seal,grouping,sp2 - menangle road,earthworks,spray seal,,,
,,Earthworks SP2 - Menangle Road Spray Seal SP2.S1.SS.01,,sp2 - menangle road,sp2.s1.ss.01,earthworks,spray seal,,
,,Earthworks Material Approvals etc,grouping,earthworks,material approvals etc,,,,
,,Pavements,grouping,pavements,,,,,
,,Pavements A173 - Appin - ITC 011 - R106 Sprayed Bituminous Surfacing,,pavements,a173 - appin - itc 011 - r106 sprayed bituminous surfacing,,,,
,,"Pavements A173 - Appin - ITC 012 - R116 HDD Graded Asphalt (AC20, AC14)",,"a173 - appin - itc 012 - r116 hdd graded asphalt (ac20, ac14)",pavements,,,,
,,Drainage,grouping,drainage,,,,,
,,Drainage Culvert RCP01,,culvert rcp01,drainage,,,,
,,Finishing Works,grouping,finishing works,,,,,
,Columns,,,,,,,,
,,Lot Information Complete,,lot information complete,,,,,
,,Lot Opened On,Lot Opened On,lot information complete,,,,,
,,Date of Works,Date of Works,lot information complete,,,,,
,,Lot Type,Lot Type,lot information complete,,,,,
,,Start Chainage,Start Chainage,lot information complete,,,,,
,,End Chainage,End Chainage,lot information complete,,,,,
,,Control Line,Control Line,lot information complete,,,,,
,,VERIFICATION POINTS,,verification,,,,,
,,WITNESS POINTS (ABERGELDIE),,witness point,,,,,
,,WITNESS POINT SIGN OFF (THIRD PARTY),,witness point sign off,,,,,
,,HOLD POINTS (ABERGELDIE),,hold point,,,,,
,,HOLD POINT SIGN OFF (THIRD PARTY),,hold point sign off,,,,,
,,Lot Verification Complete,,lot verification complete,,,,,
,,Lot Verified By:,Lot Verified By:,lot verification complete,,,,,
,,Lot Closed Date:,Lot Closed Date:,lot verification complete,,,,,
,,Submitted to Client,Submitted to Client,lot verification complete,,,,,
,,Reviewed by Client,Reviewed by Client,lot verification complete,,,,,
,,Submission Comments:,Submission Comments:,lot verification complete,,,,,
,,,,,,,,,
Hold Point Register,,,,,,,,,
,Scope,,,,,,,,
,Rows,,,,,,,,
,,Earthworks A173 - Appin - ITC 009 - R71 Unbound Pavement Course 3 - Certified stockpiles HOLD POINT,,earthworks,a173 - appin - itc 009 - r71 unbound pavement course,hold point,3 - certified stockpiles,,
,,Earthworks A173 - Appin - ITC 009 - R71 Unbound Pavement Course 4 - Submission of nominated mix design HOLD POINT,,earthworks,4 - submission of nominated mix design,a173 - appin - itc 009 - r71 unbound pavement course,hold point,,
,,Earthworks A173 - Appin - ITC 009 - R71 Unbound Pavement Course 7 - Survey HOLD POINT,,earthworks,7 - survey,a173 - appin - itc 009 - r71 unbound pavement course,hold point,,
,,Earthworks A173 - Appin - ITC 009 - R71 Unbound Pavement Course 8 - Treatment of nonconforming lots HOLD POINT,,8 - treatment of nonconforming lots,earthworks,a173 - appin - itc 009 - r71 unbound pavement course,hold point,,
,,"Earthworks SP1 - Mine Site A173 - Appin - ITC 006 - R44 Remove, Stockpile Noncontam Topsoil 2 - Survey after Removal of Topsoil HOLD POINT",,earthworks,"a173 - appin - itc 006 - r44 remove, stockpile noncontam topsoil",2 - survey after removal of topsoil,sp1 - mine site,hold point,
,,Earthworks SP1 - Mine Site Clearing & Grubbing Clearing & Grubbing SP1 2 - Clearing and Grubbing Plan HOLD POINT,,earthworks,2 - clearing and grubbing plan,sp1 - mine site,clearing & grubbing,clearing & grubbing sp1,hold point
,,Earthworks SP1 - Mine Site Foundation EW.FND.01 - Embankment foundation - CH110 - CH145 2 - Initial works (1) HOLD POINT,,earthworks,foundation,sp1 - mine site,ew.fnd.01 - embankment foundation - ch110 - ch145,2 - initial works (1),hold point
,,Earthworks SP1 - Mine Site Foundation EW.FND.01 - Embankment foundation - CH110 - CH145 2 - Initial works (2) HOLD POINT,,earthworks,foundation,sp1 - mine site,ew.fnd.01 - embankment foundation - ch110 - ch145,hold point,2 - initial works (2)
,,Earthworks SP1 - Mine Site Foundation EW.FND.01 - Embankment foundation - CH110 - CH145 2 - Initial works (3) HOLD POINT,,2 - initial works (3),earthworks,foundation,sp1 - mine site,ew.fnd.01 - embankment foundation - ch110 - ch145,hold point
