Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Overall Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,Nga Uranga ki Pito-One - Nga Uranga ki Pito-One Wide,dynamic,Nga Uranga ki Pito-One,Nga Uranga ki Pito-One Wide,,
,,Nga Uranga ki Pito-One - Nga Uranga,dynamic,Nga Uranga ki Pito-One,Nga Uranga,,
,,Nga Uranga ki Pito-One - Uranga,dynamic,Nga Uranga ki Pito-One,Uranga,,
,,Nga Uranga ki Pito-One - Honiana Te Puni Reserve,dynamic,Nga Uranga ki Pito-One,Honiana Te Puni Reserve,,
,,Nga Uranga ki Pito-One - Pito-One,dynamic,Nga Uranga ki Pito-One,Pito-One,,
,,Tupua Horo Nuku - Tupua Horo Nuku North,dynamic,Tupua Horo Nuku,Tupua Horo Nuku North,,
,,Tupua Horo Nuku - Tupua Horo Nuku South - S05 Sunshine,dynamic,Tupua Horo Nuku,Tupua Horo Nuku South,S05 Sunshine,
,,Tupua Horo Nuku - Tupua Horo Nuku South - S06 Ma-koromiko - Construction Lots,dynamic,Tupua Horo Nuku,Tupua Horo Nuku South,S06 Ma-koromiko,Construction Lots
,,Tupua Horo Nuku - Tupua Horo Nuku South - S06 Ma-koromiko - Material Lots,dynamic,Tupua Horo Nuku,Tupua Horo Nuku South,S06 Ma-koromiko,Material Lots
,Columns,,,,,,
,,"Setout, Materials and Preparation",,"Setout, Materials and Preparation",,,
,,Preliminary,,Preliminary,,,
,,Pre-construction,,Pre-construction,,,
,,Construction of Piles,,Construction of Piles,,,
,,Construction and Finishing,,Construction and Finishing,,,
,,Formwork,,Formwork,,,
,,Reinforcement,,Reinforcement,,,
,,Embedded items,,Embedded items,,,
,,Construction Joints,,Construction Joints,,,
