"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a3f319c3-61e1-41bf-aedc-1ac788e9343d","","work-in-progress","Job Details Checklist","checklist","FALSE","FALSE","Job Details"
"88071eb9-d014-46f2-8a47-5117394a594a","","work-in-progress","","folder","TRUE","FALSE","Project QA"
"ece3d023-6797-4f7c-9765-a76bfec3136a","","work-in-progress","5d8d8f1885eea1871d0970fb095e44fb98c4bfd2d0f011185ec5f748af8eb42a","checklist","FALSE","FALSE","Project QA","Cast-01"
"102790c1-aebf-40b3-8f27-7e42da7a0257","","not-started","5d8d8f1885eea1871d0970fb095e44fb98c4bfd2d0f011185ec5f748af8eb42a","checklist","FALSE","FALSE","Project QA","Cast-02"
"f8212d9e-cd95-4fa7-8145-9f7c5383e862","","not-started","5d8d8f1885eea1871d0970fb095e44fb98c4bfd2d0f011185ec5f748af8eb42a","checklist","FALSE","FALSE","Project QA","Cast-03"
"f0c23853-2cf8-49c2-b621-c0f5576cd4c6","","not-started","5d8d8f1885eea1871d0970fb095e44fb98c4bfd2d0f011185ec5f748af8eb42a","checklist","FALSE","FALSE","Project QA","Cast-04"
