"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d377b042-36c2-4927-890d-6b6f8eff2175","","work-in-progress","Job Details Checklist","checklist","FALSE","FALSE","Job Details"
"efd6417c-adf3-4880-bcb7-f37fc60fa3c2","","not-started","","folder","TRUE","FALSE","Project QA"
"765c876a-200e-4594-94a8-b7bf88c9e2e5","","not-started","5d8d8f1885eea1871d0970fb095e44fb98c4bfd2d0f011185ec5f748af8eb42a","checklist","FALSE","FALSE","Project QA","PC1"
"b84807b8-fa9c-4ffb-9e52-0d7099959a21","","not-started","5d8d8f1885eea1871d0970fb095e44fb98c4bfd2d0f011185ec5f748af8eb42a","checklist","FALSE","FALSE","Project QA","PC2"
"8db340c0-03ba-4dd5-87d8-74574abbb927","","not-started","5d8d8f1885eea1871d0970fb095e44fb98c4bfd2d0f011185ec5f748af8eb42a","checklist","FALSE","FALSE","Project QA","PC3"
"31a51cdd-321d-42a8-b968-07ea8f0f5991","","not-started","5d8d8f1885eea1871d0970fb095e44fb98c4bfd2d0f011185ec5f748af8eb42a","checklist","FALSE","FALSE","Project QA","PC4"
"40d306d8-2787-4afa-a7ce-31ead1fe995c","","not-started","5d8d8f1885eea1871d0970fb095e44fb98c4bfd2d0f011185ec5f748af8eb42a","checklist","FALSE","FALSE","Project QA","PC5"
"b97477f4-2a0e-4560-819d-c7337b2c396a","","not-started","5d8d8f1885eea1871d0970fb095e44fb98c4bfd2d0f011185ec5f748af8eb42a","checklist","FALSE","FALSE","Project QA","PC6"
"59d63fd2-5884-4803-9aaf-ab8ef68c47cb","","not-started","5d8d8f1885eea1871d0970fb095e44fb98c4bfd2d0f011185ec5f748af8eb42a","checklist","FALSE","FALSE","Project QA","PC7"
"ed29a993-8da6-40a7-9f1b-5bbb4189e439","","not-started","5d8d8f1885eea1871d0970fb095e44fb98c4bfd2d0f011185ec5f748af8eb42a","checklist","FALSE","FALSE","Project QA","PC8"
