type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Completion of works,,,,,,Completion of works
checkpoint,"Gaps filled at doors and window frames, skirting etc.",,,,,,
checkpoint,"Good quality gloss finish to door frames, doors and all areas where specified.",,,,,,
checkpoint,Touch up paint unnoticeable,,,,,,
checkpoint,All masking tape removed,,,,,,
checkpoint,Clean up of all overspray,,,,,,
checkpoint,Record of supply forms to be completed and passed onto KG,,,,,,
checkpoint,Work inspected - scope complete,,,,,,
checkpoint,Works inspected by Western PD and Kapitol Group,,,,,,
label,All work has been completed as per project requirements,,,,,,
holdpoint,Completion of work to be acknowledged by all parties,,,,,,
