"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2dba1e85-7dca-453c-92b8-a45bf5328af2","","folder-normal","fail","","step","TRUE","FALSE","Basement 1"
"49887701-3956-4e4c-a488-aade263afcfe","","checklist-sectioned","not-started","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P03"
"7a63025a-325b-44ca-925d-0b6b8a12871e","","checklist-sectioned","not-started","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P04"
"08b5b4b1-7c0a-486b-91fd-dbd0f0a8deef","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P11"
"b132fc32-3d95-4fdf-a39a-1a51607c25fd","","checklist-sectioned","not-started","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P12"
"93f0ef1e-ddc7-4dac-9358-ce653d81d30a","","checklist-sectioned","not-started","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P13"
"59a36061-cb1a-4652-ad0e-66340e6905eb","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P14"
"69193454-9201-49b0-b63c-b4fe9b887607","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P15"
"8d5fec13-e077-428c-b397-c194a550c861","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P15A"
"b9b17efb-1ac9-474f-a581-77cfbb5c84ac","","checklist-sectioned","not-started","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P16"
"68e43022-8e32-45a8-8988-0393cd9034f3","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P17"
"f1bc9145-d02e-40b6-83f8-5116e4c47438","","checklist-sectioned","not-started","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P18"
"ca5529ff-ba16-47de-8c61-7e3cd26542b8","","checklist-sectioned","not-started","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P19"
"e05d272c-6498-4542-8718-ebd0e6d21dd0","","checklist-sectioned","not-started","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P19A"
"1901e85e-d8d4-4f55-86ec-dbfade710dc3","","checklist-sectioned","not-started","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P20"
"4a3c46b8-b878-4a4c-bde3-77961bba673f","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P21"
"c1a47271-91ca-4f9b-a3bd-c1861d43cc75","","checklist-sectioned","not-started","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P22"
"6ba84f46-552c-4a32-aabf-b91b78727e4f","","checklist-sectioned","not-started","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P23"
"3b7eb793-cb63-476c-8507-bd7f0a5fa7ca","","checklist-sectioned","not-started","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P25"
"753d3d62-6346-4f97-a381-652e46a868e5","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P26"
"054cfe9d-5a33-46e7-ae0e-d056695eb85c","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P27"
"fc0ccf6d-7a12-4170-8e23-58abd11fd764","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P28"
"3fd12fbc-124c-49b8-98aa-27e97ab4cd50","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P29"
"17f915d6-f65a-4c7e-9a4d-49d9f1ed64b3","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P30"
"14b79d79-e993-4ac0-b4f0-daaca057094e","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P33"
"de307713-af2e-45b9-a002-4103064ab967","","checklist-sectioned","not-started","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P34"
"04523af8-b3e4-4b74-8c85-fd0ed5d2f74e","","checklist-sectioned","not-started","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P39"
"c92ddc3a-5f62-4d38-99ee-e08b73e88608","","checklist-sectioned","not-started","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P40"
"5941cd5b-4fd4-42c8-bc75-15d3f0a34c39","","checklist-sectioned","not-started","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P41"
"c727f67c-3707-4811-a286-009826affa0a","","checklist-sectioned","not-started","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P42"
"5d898c9a-f947-41ac-b3ae-9f7574865485","","checklist-sectioned","not-started","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P43"
"c6068a03-d125-4213-ac68-c05bddfd6dcd","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P44"
