Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,
,,Level Ground - Apartment G-9,,level ground,site qa,residential areas,apartment g-9,pre wire,building a
,,Level Ground - Apartment G-10,,level ground,site qa,residential areas,pre wire,building a,apartment g-10
,,Level 1 - Lift Lobby,,lift lobby,site qa,pre wire,building a,level 1,common areas
,,Level 1 - Corridor,,corridor,site qa,pre wire,building a,level 1,common areas
,,Level 1 - Stairwell 01,,site qa,pre wire,building a,level 1,common areas,stairwell 01
,,Level 1 - Services (Riser),,site qa,services (riser),pre wire,building a,level 1,service areas
,,Level 1 - Apartment 1-1,,site qa,residential areas,pre wire,building a,level 1,apartment 1-1
,,Level 1 - Apartment 1-2,,apartment 1-2,site qa,residential areas,pre wire,building a,level 1
,,Level 1 - Apartment 1-3,,apartment 1-3,site qa,residential areas,pre wire,building a,level 1
,,Level 1 - Apartment 1-4,,apartment 1-4,site qa,residential areas,pre wire,building a,level 1
,,Level 1 - Apartment 1-5,,site qa,apartment 1-5,residential areas,pre wire,building a,level 1
,,Level 1 - Apartment 1-6,,site qa,residential areas,apartment 1-6,pre wire,building a,level 1
,,Level 1 - Apartment 1-7,,site qa,residential areas,pre wire,building a,level 1,apartment 1-7
,,Level 1 - Apartment 1-8,,site qa,residential areas,pre wire,building a,level 1,apartment 1-8
,,Level 1 - Apartment 1-9,,site qa,residential areas,pre wire,building a,level 1,apartment 1-9
,,Level 1 - Apartment 1-10,,site qa,residential areas,pre wire,building a,level 1,apartment 1-10
,,Level 2 - Lift Lobby,,lift lobby,site qa,pre wire,building a,common areas,level 2
,,Level 2 - Corridor,,corridor,site qa,pre wire,building a,common areas,level 2
,,Level 2 - Stairwell 01,,site qa,pre wire,building a,common areas,level 2,stairwell 01
,,Level 2 - Services (Riser),,site qa,services (riser),pre wire,building a,service areas,level 2
,,Level 2 - Apartment 2-1,,apartment 2-1,site qa,residential areas,pre wire,building a,level 2
,,Level 2 - Apartment 2-2,,apartment 2-2,site qa,residential areas,pre wire,building a,level 2
,,Level 2 - Apartment 2-3,,apartment 2-3,site qa,residential areas,pre wire,building a,level 2
,,Level 2 - Apartment 2-4,,site qa,apartment 2-4,residential areas,pre wire,building a,level 2
,,Level 2 - Apartment 2-5,,site qa,residential areas,apartment 2-5,pre wire,building a,level 2
,,Level 2 - Apartment 2-6,,site qa,residential areas,pre wire,building a,apartment 2-6,level 2
,,Building B,grouping,building b,,,,,
,,Level Basement / Carpark - Lift / Lift Lobby,,lift / lift lobby,level basement / carpark,site qa,pre wire,common areas,building b
,,Level Basement / Carpark - MSB room / Services,,level basement / carpark,site qa,pre wire,service areas,building b,msb room / services
,,Level Basement / Carpark - Sprinkler Room,,sprinkler room,level basement / carpark,site qa,pre wire,service areas,building b
,,Level Ground - Lift Lobby,,level ground,lift lobby,site qa,pre wire,common areas,building b
,,Level Ground - Corridor,,level ground,corridor,site qa,pre wire,common areas,building b
,,Level Ground - Stairwell 01,,level ground,site qa,pre wire,common areas,building b,stairwell 01
,,Level Ground - Services (Riser),,level ground,site qa,services (riser),pre wire,service areas,building b
,,Level Ground - Apartment G-1,,level ground,site qa,residential areas,apartment g-1,pre wire,building b
,,Level Ground - Apartment G-2,,level ground,site qa,residential areas,pre wire,building b,apartment g-2
,,Level Ground - Apartment G-3,,level ground,site qa,residential areas,pre wire,building b,apartment g-3
,,Level Ground - Apartment G-4,,level ground,apartment g-4,site qa,residential areas,pre wire,building b
,,Level Ground - Apartment G-5,,apartment g-5,level ground,site qa,residential areas,pre wire,building b
,,Level Ground - Apartment G-6,,level ground,site qa,apartment g-6,residential areas,pre wire,building b
,,Level Ground - Apartment G-7,,level ground,apartment g-7,site qa,residential areas,pre wire,building b
,,Level Ground - Apartment G-8,,level ground,site qa,residential areas,pre wire,apartment g-8,building b
,,Level Ground - Apartment G-9,,level ground,site qa,residential areas,apartment g-9,pre wire,building b
,,Level Ground - Apartment G-10,,level ground,site qa,residential areas,pre wire,apartment g-10,building b
,,Level 1 - Lift Lobby,,lift lobby,site qa,pre wire,level 1,common areas,building b
,,Level 1 - Corridor,,corridor,site qa,pre wire,level 1,common areas,building b
,,Level 1 - Stairwell 01,,site qa,pre wire,level 1,common areas,building b,stairwell 01
,,Level 1 - Services (Riser),,site qa,services (riser),pre wire,level 1,service areas,building b
,,Level 1 - Apartment 1-1,,site qa,residential areas,pre wire,level 1,building b,apartment 1-1
,,Level 1 - Apartment 1-2,,apartment 1-2,site qa,residential areas,pre wire,level 1,building b
,,Level 1 - Apartment 1-3,,apartment 1-3,site qa,residential areas,pre wire,level 1,building b
,,Level 1 - Apartment 1-4,,apartment 1-4,site qa,residential areas,pre wire,level 1,building b
,,Level 1 - Apartment 1-5,,site qa,apartment 1-5,residential areas,pre wire,level 1,building b
,,Level 1 - Apartment 1-6,,site qa,residential areas,apartment 1-6,pre wire,level 1,building b
,,Level 1 - Apartment 1-7,,site qa,residential areas,pre wire,level 1,apartment 1-7,building b
,,Level 1 - Apartment 1-8,,site qa,residential areas,pre wire,level 1,building b,apartment 1-8
,,Level 1 - Apartment 1-9,,site qa,residential areas,pre wire,level 1,building b,apartment 1-9
,,Level 1 - Apartment 1-10,,site qa,residential areas,pre wire,level 1,building b,apartment 1-10
,,Level 2 - Lift Lobby,,lift lobby,site qa,pre wire,common areas,building b,level 2
,,Level 2 - Corridor,,corridor,site qa,pre wire,common areas,building b,level 2
,,Level 2 - Stairwell 01,,site qa,pre wire,common areas,building b,level 2,stairwell 01
,,Level 2 - Services (Riser),,site qa,services (riser),pre wire,service areas,building b,level 2
,,Level 2 - Apartment 2-1,,apartment 2-1,site qa,residential areas,pre wire,building b,level 2
,,Level 2 - Apartment 2-2,,apartment 2-2,site qa,residential areas,pre wire,building b,level 2
,,Level 2 - Apartment 2-3,,apartment 2-3,site qa,residential areas,pre wire,building b,level 2
,,Level 2 - Apartment 2-4,,site qa,apartment 2-4,residential areas,pre wire,building b,level 2
,,Level 2 - Apartment 2-5,,site qa,residential areas,apartment 2-5,pre wire,building b,level 2
,,Level 2 - Apartment 2-6,,site qa,residential areas,pre wire,apartment 2-6,building b,level 2
,Columns,,,,,,,,
,,Reticulation of Cables Complete,,reticulation of cables complete (attached photos),,,,,
,,Flush Box / Fire Box Installed,,flush box / fire box installed (photos attached of fire box),,,,,
,,Attach Photos Of Fire proofing by Others on Fire Walls,,attach photos of fire proofing by others on fire walls,,,,,
,,,,,,,,,
Completion Documents,,,,,,,,,
,Scope,,,,,,,,
,Rows,,,,,,,,
,,Building A,,building a,site qa,completion documents,,,
,,Building B,,building b,site qa,completion documents,,,
,Columns,,,,,,,,
,,Producer statements PS3s,,producer statements ps3s,,,,,
,,As built plan,,as built plan,,,,,
,,O & M Manual,,o & m manual,,,,,
,,Other required documents,,other required documents,,,,,
,,,,,,,,,
Floor Commissioning,,,,,,,,,
,Scope,,,,,,,,
,Rows,,,,,,,,
,,Building A,,level basement / carpark,site qa,building a,floor commissioning,,
,,Building B,,level basement / carpark,site qa,building b,floor commissioning,,
,Columns,,,,,,,,
,,GPON - (photos Attached),,gpon - (photos attached),,,,,
,,GCS - Structured Cabling (photos Attached),,gcs - structured cabling (photos attached),,,,,
,,PERS - Nurse Call (Photos Attached),,pers - nurse call (photos attached),,,,,
,,ESS - CCTV (Photos Attached),,ess - cctv (photos attached),,,,,
,,ESS - Intercom (Photos Attached),,ess - intercom (photos attached),,,,,
,,ESS - Access Control (Photos Attached),,ess - access control (photos attached),,,,,
,,Audio Visual / MATV (Photos Attached),,audio visual / matv (photos attached),,,,,
