resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,LEVEL 4,,,,,,,,
,step,,,,OR4.401,,,,,,,
Bathroom ITP,checklist,,,,,Bathroom,,,,,,
Ensuite,checklist,,,,,Ensuite ,,,,,,
Laundry,checklist,,,,,Laundry,,,,,,
Stone Installation,checklist,,,,,Stone,,,,,,
Balcony ITP,checklist,,,,,Balcony ,,,,,,
,step,,,,OR4.402,,,,,,,
Bathroom ITP,checklist,,,,,Bathroom,,,,,,
Ensuite,checklist,,,,,Ensuite ,,,,,,
Laundry,checklist,,,,,Laundry,,,,,,
Stone Installation,checklist,,,,,Stone,,,,,,
Balcony ITP,checklist,,,,,Balcony ,,,,,,
,step,,,,OR4.403,,,,,,,
Bathroom ITP,checklist,,,,,Bathroom,,,,,,
Ensuite,checklist,,,,,Ensuite ,,,,,,
Laundry,checklist,,,,,Laundry,,,,,,
Stone Installation,checklist,,,,,Stone,,,,,,
Balcony ITP,checklist,,,,,Balcony ,,,,,,
,step,,,,OR4.404,,,,,,,
Bathroom ITP,checklist,,,,,Bathroom,,,,,,
Ensuite,checklist,,,,,Ensuite ,,,,,,
Laundry,checklist,,,,,Laundry,,,,,,
Stone Installation,checklist,,,,,Stone,,,,,,
Balcony ITP,checklist,,,,,Balcony ,,,,,,
,step,,,,OR4.405,,,,,,,
Bathroom ITP,checklist,,,,,Bathroom,,,,,,
Ensuite,checklist,,,,,Ensuite ,,,,,,
Laundry,checklist,,,,,Laundry,,,,,,
Stone Installation,checklist,,,,,Stone,,,,,,
Balcony ITP,checklist,,,,,Balcony ,,,,,,
,step,,,,OR4.406,,,,,,,
Bathroom ITP,checklist,,,,,Bathroom,,,,,,
Ensuite,checklist,,,,,Ensuite ,,,,,,
Laundry,checklist,,,,,Laundry,,,,,,
Stone Installation,checklist,,,,,Stone,,,,,,
Balcony ITP,checklist,,,,,Balcony ,,,,,,
,step,,,,OR2.401,,,,,,,
Bathroom ITP,checklist,,,,,Bathroom,,,,,,
Ensuite,checklist,,,,,Ensuite ,,,,,,
Laundry,checklist,,,,,Laundry,,,,,,
Stone Installation,checklist,,,,,Stone,,,,,,
Balcony ITP,checklist,,,,,Balcony ,,,,,,
,step,,,,OR2.402,,,,,,,
Bathroom ITP,checklist,,,,,Bathroom,,,,,,
Ensuite,checklist,,,,,Ensuite ,,,,,,
Laundry,checklist,,,,,Laundry,,,,,,
Stone Installation,checklist,,,,,Stone,,,,,,
Balcony ITP,checklist,,,,,Balcony ,,,,,,
,step,,,,OR2.403,,,,,,,
Bathroom ITP,checklist,,,,,Bathroom,,,,,,
Ensuite,checklist,,,,,Ensuite ,,,,,,
Laundry,checklist,,,,,Laundry,,,,,,
Stone Installation,checklist,,,,,Stone,,,,,,
Balcony ITP,checklist,,,,,Balcony ,,,,,,
,step,,,,OR2.404 (DUEL KEY),,,,,,,
Bathroom ITP,checklist,,,,,Bathroom,,,,,,
Ensuite,checklist,,,,,Ensuite ,,,,,,
Laundry,checklist,,,,,Laundry,,,,,,
Stone Installation,checklist,,,,,Stone,,,,,,
Balcony ITP,checklist,,,,,Balcony ,,,,,,
,step,,,,OR2.405,,,,,,,
Bathroom ITP,checklist,,,,,Bathroom,,,,,,
Ensuite,checklist,,,,,Ensuite ,,,,,,
Laundry,checklist,,,,,Laundry,,,,,,
Stone Installation,checklist,,,,,Stone,,,,,,
Balcony ITP,checklist,,,,,Balcony ,,,,,,
,step,,,,OR2.406,,,,,,,
Bathroom ITP,checklist,,,,,Bathroom,,,,,,
Ensuite,checklist,,,,,Ensuite ,,,,,,
Laundry,checklist,,,,,Laundry,,,,,,
Stone Installation,checklist,,,,,Stone,,,,,,
Balcony ITP,checklist,,,,,Balcony ,,,,,,
,step,,,,OR2.407OR2.408,,,,,,,
Bathroom ITP,checklist,,,,,Bathroom,,,,,,
Ensuite,checklist,,,,,Ensuite ,,,,,,
Laundry,checklist,,,,,Laundry,,,,,,
Stone Installation,checklist,,,,,Stone,,,,,,
Balcony ITP,checklist,,,,,Balcony ,,,,,,
,step,,,LEVEL 5,,,,,,,,
,step,,,,OR4.501,,,,,,,
Bathroom ITP,checklist,,,,,Bathroom,,,,,,
Ensuite,checklist,,,,,Ensuite ,,,,,,
Laundry,checklist,,,,,Laundry,,,,,,
Stone Installation,checklist,,,,,Stone,,,,,,
Balcony ITP,checklist,,,,,Balcony ,,,,,,
,step,,,,OR4.502,,,,,,,
Bathroom ITP,checklist,,,,,Bathroom,,,,,,
Ensuite,checklist,,,,,Ensuite ,,,,,,
Laundry,checklist,,,,,Laundry,,,,,,
Stone Installation,checklist,,,,,Stone,,,,,,
Balcony ITP,checklist,,,,,Balcony ,,,,,,
,step,,,,OR4.503,,,,,,,
Bathroom ITP,checklist,,,,,Bathroom,,,,,,
Ensuite,checklist,,,,,Ensuite ,,,,,,
Laundry,checklist,,,,,Laundry,,,,,,
Stone Installation,checklist,,,,,Stone,,,,,,
Balcony ITP,checklist,,,,,Balcony ,,,,,,
,step,,,,OR4.504,,,,,,,
Bathroom ITP,checklist,,,,,Bathroom,,,,,,
Ensuite,checklist,,,,,Ensuite ,,,,,,
Laundry,checklist,,,,,Laundry,,,,,,
Stone Installation,checklist,,,,,Stone,,,,,,
Balcony ITP,checklist,,,,,Balcony ,,,,,,
,step,,,,OR4.505,,,,,,,
Bathroom ITP,checklist,,,,,Bathroom,,,,,,
Ensuite,checklist,,,,,Ensuite ,,,,,,
Laundry,checklist,,,,,Laundry,,,,,,
Stone Installation,checklist,,,,,Stone,,,,,,
Balcony ITP,checklist,,,,,Balcony ,,,,,,
,step,,,,OR4.506,,,,,,,
Bathroom ITP,checklist,,,,,Bathroom,,,,,,
Ensuite,checklist,,,,,Ensuite ,,,,,,
Laundry,checklist,,,,,Laundry,,,,,,
Stone Installation,checklist,,,,,Stone,,,,,,
Balcony ITP,checklist,,,,,Balcony ,,,,,,
,step,,,,OR2.501,,,,,,,
Bathroom ITP,checklist,,,,,Bathroom,,,,,,
Ensuite,checklist,,,,,Ensuite ,,,,,,
Laundry,checklist,,,,,Laundry,,,,,,
Stone Installation,checklist,,,,,Stone,,,,,,
Balcony ITP,checklist,,,,,Balcony ,,,,,,
,step,,,,OR2.502,,,,,,,
