"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,,"site qa"
,"Rows"
,,"Site QA","grouping","site qa"
,,"SOG B-1","expanded","sog b-1","site qa"
,,"B-1","expanded","b-1","site qa"
,,"Ground","expanded","ground","site qa"
,,"Mezz Level","expanded","mezz level","site qa"
,,"Level 1","expanded","level 1","site qa"
,,"Level 2","expanded","level 2","site qa"
,,"Level 3","expanded","level 3","site qa"
,,"Level 4","expanded","level 4","site qa"
,,"Level 5","expanded","level 5","site qa"
,,"Level 6","expanded","level 6","site qa"
,,"Level 7","expanded","level 7","site qa"
,,"Level 8","expanded","level 8","site qa"
,,"Level 9","expanded","level 9","site qa"
,,"Level 10","expanded","level 10","site qa"
,,"Level 11","expanded","level 11","site qa"
,,"Level 12","expanded","level 12","site qa"
,,"Level 13","expanded","level 13","site qa"
,,"Level 14","expanded","level 14","site qa"
,,"Level 15","expanded","level 15","site qa"
,,"Level 16","expanded","level 16","site qa"
,,"Level 17","expanded","level 17","site qa"
,,"Roof","expanded","roof","site qa"
,"Columns"
,,"Lift Over Run",,"lift over run"
,,"SOG Edge Boards",,"sog edge boards"
,,"Columns",,"columns"
,,"Walls",,"walls"
,,"System",,"system"
,,"Slab",,"slab"
,,"Stairs",,"stairs"
,,"Hoist",,"hoist"
,,"Core Walls",,"core walls"
,,"Core Lids",,"core lids"

