Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Building A - Overall Progress,,,,,,,
,Scope,,,Site QA,BUILDING A,,
,Rows,,,,,,
,,Basement 1 - Common door,dynamic,Site QA,BUILDING A,Basement 1,Common door
,,GF - Common door,dynamic,Site QA,BUILDING A,GF,Common door
,,APT. G01A - Door,dynamic,Site QA,BUILDING A,APT. G01A,Door
,,APT. G01A - Skirting,dynamic,Site QA,BUILDING A,APT. G01A,Skirting
,,APT. G01A - Sanitary,dynamic,Site QA,BUILDING A,APT. G01A,Sanitary
,,APT. G01A - Robe Jamb,dynamic,Site QA,BUILDING A,APT. G01A,Robe Jamb
,,APT. G02A - Door,dynamic,Site QA,BUILDING A,APT. G02A,Door
,,APT. G02A - Skirting,dynamic,Site QA,BUILDING A,APT. G02A,Skirting
,,APT. G02A - Sanitary,dynamic,Site QA,BUILDING A,APT. G02A,Sanitary
,,APT. G02A - Robe Jamb,dynamic,Site QA,BUILDING A,APT. G02A,Robe Jamb
,,APT. G03A - Door,dynamic,Site QA,BUILDING A,APT. G03A,Door
,,APT. G03A - Skirting,dynamic,Site QA,BUILDING A,APT. G03A,Skirting
,,APT. G03A - Sanitary,dynamic,Site QA,BUILDING A,APT. G03A,Sanitary
,,APT. G03A - Robe Jamb,dynamic,Site QA,BUILDING A,APT. G03A,Robe Jamb
,,APT. G04A - Door,dynamic,Site QA,BUILDING A,APT. G04A,Door
,,APT. G04A - Skirting,dynamic,Site QA,BUILDING A,APT. G04A,Skirting
,,APT. G04A - Sanitary,dynamic,Site QA,BUILDING A,APT. G04A,Sanitary
,,APT. G04A - Robe Jamb,dynamic,Site QA,BUILDING A,APT. G04A,Robe Jamb
,,APT. G05A - Door,dynamic,Site QA,BUILDING A,APT. G05A,Door
,,APT. G05A - Skirting,dynamic,Site QA,BUILDING A,APT. G05A,Skirting
,,APT. G05A - Sanitary,dynamic,Site QA,BUILDING A,APT. G05A,Sanitary
,,APT. G05A - Robe Jamb,dynamic,Site QA,BUILDING A,APT. G05A,Robe Jamb
,,APT. G06A - Door,dynamic,Site QA,BUILDING A,APT. G06A,Door
,,APT. G06A - Skirting,dynamic,Site QA,BUILDING A,APT. G06A,Skirting
,,APT. G06A - Sanitary,dynamic,Site QA,BUILDING A,APT. G06A,Sanitary
,,APT. G06A - Robe Jamb,dynamic,Site QA,BUILDING A,APT. G06A,Robe Jamb
,,APT. G07A - Door,dynamic,Site QA,BUILDING A,APT. G07A,Door
,,APT. G07A - Skirting,dynamic,Site QA,BUILDING A,APT. G07A,Skirting
,,APT. G07A - Sanitary,dynamic,Site QA,BUILDING A,APT. G07A,Sanitary
,,APT. G07A - Robe Jamb,dynamic,Site QA,BUILDING A,APT. G07A,Robe Jamb
,,APT. G08A - Door,dynamic,Site QA,BUILDING A,APT. G08A,Door
,,APT. G08A - Skirting,dynamic,Site QA,BUILDING A,APT. G08A,Skirting
,,APT. G08A - Sanitary,dynamic,Site QA,BUILDING A,APT. G08A,Sanitary
,,APT. G08A - Robe Jamb,dynamic,Site QA,BUILDING A,APT. G08A,Robe Jamb
,,APT. G09A - Door,dynamic,Site QA,BUILDING A,APT. G09A,Door
,,APT. G09A - Skirting,dynamic,Site QA,BUILDING A,APT. G09A,Skirting
,,APT. G09A - Sanitary,dynamic,Site QA,BUILDING A,APT. G09A,Sanitary
,,APT. G09A - Robe Jamb,dynamic,Site QA,BUILDING A,APT. G09A,Robe Jamb
,,APT. G10A - Door,dynamic,Site QA,BUILDING A,APT. G10A,Door
,,APT. G10A - Skirting,dynamic,Site QA,BUILDING A,APT. G10A,Skirting
,,APT. G10A - Sanitary,dynamic,Site QA,BUILDING A,APT. G10A,Sanitary
,,APT. G10A - Robe Jamb,dynamic,Site QA,BUILDING A,APT. G10A,Robe Jamb
,,APT. G11A - Door,dynamic,Site QA,BUILDING A,APT. G11A,Door
,,APT. G11A - Skirting,dynamic,Site QA,BUILDING A,APT. G11A,Skirting
,,APT. G11A - Sanitary,dynamic,Site QA,BUILDING A,APT. G11A,Sanitary
,,APT. G11A - Robe Jamb,dynamic,Site QA,BUILDING A,APT. G11A,Robe Jamb
,,APT. G12A - Door,dynamic,Site QA,BUILDING A,APT. G12A,Door
,,APT. G12A - Skirting,dynamic,Site QA,BUILDING A,APT. G12A,Skirting
,,APT. G12A - Sanitary,dynamic,Site QA,BUILDING A,APT. G12A,Sanitary
,,APT. G12A - Robe Jamb,dynamic,Site QA,BUILDING A,APT. G12A,Robe Jamb
,,APT. G13A - Door,dynamic,Site QA,BUILDING A,APT. G13A,Door
,,APT. G13A - Skirting,dynamic,Site QA,BUILDING A,APT. G13A,Skirting
,,APT. G13A - Sanitary,dynamic,Site QA,BUILDING A,APT. G13A,Sanitary
