Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,
Cable Tray,,,,,,,,,
,Scope,,,,,,,,
,Rows,,,,,,,,
,,Level 13,,Level 13,Rough In,,,,
,,Level 14,,Level 14,Rough In,,,,
,,Level 15,,Level 15,Rough In,,,,
,,Level 16,,Level 16,Rough In,,,,
,,Level 17,,Level 17,Rough In,,,,
,,Level 18,,Level 18,Rough In,,,,
,,Level 19,,Level 19,Rough In,,,,
,,Level 20,,Level 20,Rough In,,,,
,,Level 21,,Level 21,Rough In,,,,
,,Level 22,,Level 22,Rough In,,,,
,,Level 23,,Level 23,Rough In,,,,
,,Level 24,,Level 24,Rough In,,,,
,,Level 25,,Level 25,Rough In,,,,
,,Level 26,,Level 26,Rough In,,,,
,,Level 27,,Level 27,Rough In,,,,
,,Level 28,,Level 28,Rough In,,,,
,,Level 29,,Level 29,Rough In,,,,
,,Level 30,,Level 30,Rough In,,,,
,,Level 31,,Level 31,Rough In,,,,
,,Level 32,,Level 32,Rough In,,,,
,,Level 33,,Level 33,Rough In,,,,
,,Level 34,,Level 34,Rough In,,,,
,,Level 35,,Level 35,Rough In,,,,
,Columns,,,,,,,,
,,Measurements taken at regular intervals from gridlines,,"Measurements are taken at regular intervals from gridlines, surveyors marks or fixed objects. If possible mark out supports where tray is expected to turn.",Cable Tray,,,,
,,Ensure tray & supports galvanised/Zinc coated,,"Ensure tray and supports are galvanised/Zinc coated, or alternative method to ensure no rust or oxidation takes place on finished works. Seismic bracing as per design.",Cable Tray,,,,
,,"Check correct size, type & spare capacity",,"Check correct size, type and spare capacity",Cable Tray,,,,
,,Is tray installed as per manufacturer's 'fire rated' specifications,,Is tray installed as per manufacturer's 'fire rated' specifications,Cable Tray,,,,
,,Ensure edges have been filed down to remove burrs from edges,,Ensure all edges have been filed down to remove burrs from edges. Cold galvanise cut edges to ensure tray does not rust.,Cable Tray,,,,
,,Install tray as per the drawings,,Install tray as per the drawings,Cable Tray,,,,
,,Install cable tray as per manufacturer's recommendations,,Install cable tray as per manufacturer's recommendations taking into consideration weight and span of supports,Cable Tray,,,,
,,Ensure the tray has been installed & is continuous for earthing,,Ensure the tray has been installed and is continuous for the purpose of earthing.,Cable Tray,,,,
,,Ensure all tray levelled off & at correct heights,,Ensure all tray has been levelled off and is at the correct heights. Making sure that all fixings are secure.,Cable Tray,,,,
,,"Area has been made safe, Waste has been reused, recycled & disposed of",,"Area has been made safe, Waste has been reused, recycled and disposed of",Cable Tray,,,,
,,,,,,,,,
Rough In,,,,,,,,,
,Scope,,,Rough In,,,,,
,Rows,,,,,,,,
,,Level 13,grouping,Level 13,,,,,
,,L13.01,,L13.01,Level 13,Rough In,,,
,,L13.02,,L13.02,Level 13,Rough In,,,
,,L13.05,,L13.05,Level 13,Rough In,,,
,,L13.06,,L13.06,Level 13,Rough In,,,
,,L13.07,,L13.07,Level 13,Rough In,,,
,,L13.08,,L13.08,Level 13,Rough In,,,
,,L13.09,,L13.09,Level 13,Rough In,,,
,,L13.CIR1,,L13.CIR1,Level 13,Rough In,,,
,,L13.03,,L13.03,Level 13,Rough In,,,
,,L13.11,,L13.11,Level 13,Rough In,,,
,,L13.12,,L13.12,Level 13,Rough In,,,
,,L13.13,,L13.13,Level 13,Rough In,,,
,,L13.14,,L13.14,Level 13,Rough In,,,
,,L13.15,,L13.15,Level 13,Rough In,,,
,,L13.16,,L13.16,Level 13,Rough In,,,
,,L13.17,,L13.17,Level 13,Rough In,,,
,,L13.18,,L13.18,Level 13,Rough In,,,
,,L13.19,,L13.19,Level 13,Rough In,,,
,,L13.20,,L13.20,Level 13,Rough In,,,
,,L13.21,,L13.21,Level 13,Rough In,,,
,,L13.25,,L13.25,Level 13,Rough In,,,
,,L13.27,,L13.27,Level 13,Rough In,,,
,,L13.28,,L13.28,Level 13,Rough In,,,
,,L13.3,,L13.3,Level 13,Rough In,,,
,,L13.31,,L13.31,Level 13,Rough In,,,
,,L13.4,,L13.4,Level 13,Rough In,,,
,,L13.4,,L13.4,Level 13,Rough In,,,
,,L13.51,,L13.51,Level 13,Rough In,,,
,,L13.6,,L13.6,Level 13,Rough In,,,
,,L13.71,,L13.71,Level 13,Rough In,,,
,,L13.STA,,L13.STA,Level 13,Rough In,,,
,,Level 14,grouping,Level 14,,,,,
,,1401,,1401,Level 14,Rough In,,,
,,1402,,1402,Level 14,Rough In,,,
,,1403,,1403,Level 14,Rough In,,,
,,1405,,1405,Level 14,Rough In,,,
,,L14,,L14,Level 14,Rough In,,,
,,14.2,,14.2,Level 14,Rough In,,,
,,Level 15,grouping,Level 15,,,,,
,,1501,,1501,Level 15,Rough In,,,
,,1502,,1502,Level 15,Rough In,,,
,,1503,,1503,Level 15,Rough In,,,
,,1505,,1505,Level 15,Rough In,,,
,,1506,,1506,Level 15,Rough In,,,
,,LT04,,LT04,Level 15,Rough In,,,
,,LT05,,LT05,Level 15,Rough In,,,
,,LT06,,LT06,Level 15,Rough In,,,
,,L15.20,,L15.20,Level 15,Rough In,,,
,,L15.STC,,L15.STC,Level 15,Rough In,,,
,,L15.30,,L15.30,Level 15,Rough In,,,
,,Level 16,grouping,Level 16,,,,,
,,1601,,1601,Level 16,Rough In,,,
,,1602,,1602,Level 16,Rough In,,,
,,1603,,1603,Level 16,Rough In,,,
,,1605,,1605,Level 16,Rough In,,,
,,1606,,1606,Level 16,Rough In,,,
,,1607,,1607,Level 16,Rough In,,,
,,L16.STC,,L16.STC,Level 16,Rough In,,,
,,L16.2,,L16.2,Level 16,Rough In,,,
,,LT04,,LT04,Level 16,Rough In,,,
,,LT05,,LT05,Level 16,Rough In,,,
,,LT06,,LT06,Level 16,Rough In,,,
,,L16.3,,L16.3,Level 16,Rough In,,,
,,Level 17,grouping,Level 17,,,,,
,,1701,,1701,Level 17,Rough In,,,
,,1702,,1702,Level 17,Rough In,,,
,,1703,,1703,Level 17,Rough In,,,
,,1705,,1705,Level 17,Rough In,,,
,,1706,,1706,Level 17,Rough In,,,
,,1707,,1707,Level 17,Rough In,,,
,,L17.2,,L17.2,Level 17,Rough In,,,
,,LT04,,LT04,Level 17,Rough In,,,
,,LT05,,LT05,Level 17,Rough In,,,
,,LT06,,LT06,Level 17,Rough In,,,
,,L17.STC,,L17.STC,Level 17,Rough In,,,
,,L17.3,,L17.3,Level 17,Rough In,,,
,,Level 18,grouping,Level 18,,,,,
,,1801,,1801,Level 18,Rough In,,,
,,1802,,1802,Level 18,Rough In,,,
,,1803,,1803,Level 18,Rough In,,,
,,1805,,1805,Level 18,Rough In,,,
,,1806,,1806,Level 18,Rough In,,,
,,1807,,1807,Level 18,Rough In,,,
,,L18.STC,,L18.STC,Level 18,Rough In,,,
,,L18.2,,L18.2,Level 18,Rough In,,,
,,L18.3,,L18.3,Level 18,Rough In,,,
,,LT04,,LT04,Level 18,Rough In,,,
,,LT05,,LT05,Level 18,Rough In,,,
,,LT06,,LT06,Level 18,Rough In,,,
,,Level 19,grouping,Level 19,,,,,
,,1801,,1801,Level 19,Rough In,,,
,,1802,,1802,Level 19,Rough In,,,
,,1803,,1803,Level 19,Rough In,,,
,,1805,,1805,Level 19,Rough In,,,
,,1806,,1806,Level 19,Rough In,,,
,,1807,,1807,Level 19,Rough In,,,
,,L18.STC,,L18.STC,Level 19,Rough In,,,
,,L18.2,,L18.2,Level 19,Rough In,,,
,,L18.3,,L18.3,Level 19,Rough In,,,
,,LT04,,LT04,Level 19,Rough In,,,
,,LT05,,LT05,Level 19,Rough In,,,
,,LT06,,LT06,Level 19,Rough In,,,
,,Level 20,grouping,Level 20,,,,,
,,1801,,1801,Level 20,Rough In,,,
,,1802,,1802,Level 20,Rough In,,,
,,1803,,1803,Level 20,Rough In,,,
,,1805,,1805,Level 20,Rough In,,,
,,1806,,1806,Level 20,Rough In,,,
,,1807,,1807,Level 20,Rough In,,,
,,L18.2,,L18.2,Level 20,Rough In,,,
,,L18.STC,,L18.STC,Level 20,Rough In,,,
,,L18.3,,L18.3,Level 20,Rough In,,,
,,LT04,,LT04,Level 20,Rough In,,,
,,LT05,,LT05,Level 20,Rough In,,,
,,LT06,,LT06,Level 20,Rough In,,,
,,Level 21,grouping,Level 21,,,,,
,,1801,,1801,Level 21,Rough In,,,
,,1802,,1802,Level 21,Rough In,,,
,,1803,,1803,Level 21,Rough In,,,
,,1805,,1805,Level 21,Rough In,,,
,,1806,,1806,Level 21,Rough In,,,
,,1807,,1807,Level 21,Rough In,,,
,,LT.2,,LT.2,Level 21,Rough In,,,
,,L18.STC,,L18.STC,Level 21,Rough In,,,
,,L18.3,,L18.3,Level 21,Rough In,,,
,,LT04,,LT04,Level 21,Rough In,,,
,,LT05,,LT05,Level 21,Rough In,,,
,,LT06,,LT06,Level 21,Rough In,,,
,,Level 22,grouping,Level 22,,,,,
,,2201,,2201,Level 22,Rough In,,,
,,2202,,2202,Level 22,Rough In,,,
,,2205,,2205,Level 22,Rough In,,,
,,2206,,2206,Level 22,Rough In,,,
,,2207,,2207,Level 22,Rough In,,,
,,L22.2,,L22.2,Level 22,Rough In,,,
,,L23.Stc,,L23.Stc,Level 22,Rough In,,,
,,L22.3,,L22.3,Level 22,Rough In,,,
,,LT04,,LT04,Level 22,Rough In,,,
,,LT05,,LT05,Level 22,Rough In,,,
,,LT06,,LT06,Level 22,Rough In,,,
,,Level 23,grouping,Level 23,,,,,
,,2401,,2401,Level 23,Rough In,,,
,,2402,,2402,Level 23,Rough In,,,
,,2405,,2405,Level 23,Rough In,,,
,,2406,,2406,Level 23,Rough In,,,
,,2407,,2407,Level 23,Rough In,,,
,,L24.2,,L24.2,Level 23,Rough In,,,
,,L24.STC,,L24.STC,Level 23,Rough In,,,
,,L24.3,,L24.3,Level 23,Rough In,,,
,,LT04,,LT04,Level 23,Rough In,,,
,,LT05,,LT05,Level 23,Rough In,,,
,,LT06,,LT06,Level 23,Rough In,,,
,,Level 24,grouping,Level 24,,,,,
,,240,,240,Level 24,Rough In,,,
,,2402,,2402,Level 24,Rough In,,,
,,2405,,2405,Level 24,Rough In,,,
,,2406,,2406,Level 24,Rough In,,,
,,2407,,2407,Level 24,Rough In,,,
,,L24.2,,L24.2,Level 24,Rough In,,,
,,L24.stc,,L24.stc,Level 24,Rough In,,,
,,L24.3,,L24.3,Level 24,Rough In,,,
,,LT04,,LT04,Level 24,Rough In,,,
,,LT05,,LT05,Level 24,Rough In,,,
,,LT06,,LT06,Level 24,Rough In,,,
,,Level 25,grouping,Level 25,,,,,
,,2501,,2501,Level 25,Rough In,,,
,,2502,,2502,Level 25,Rough In,,,
,,2503,,2503,Level 25,Rough In,,,
,,2505,,2505,Level 25,Rough In,,,
,,2506,,2506,Level 25,Rough In,,,
,,2507,,2507,Level 25,Rough In,,,
,,L25.2,,L25.2,Level 25,Rough In,,,
,,L25.STC,,L25.STC,Level 25,Rough In,,,
,,L25.3,,L25.3,Level 25,Rough In,,,
,,LT04,,LT04,Level 25,Rough In,,,
,,LT05,,LT05,Level 25,Rough In,,,
,,LT06,,LT06,Level 25,Rough In,,,
,,Level 26,grouping,Level 26,,,,,
,,2601,,2601,Level 26,Rough In,,,
,,2602,,2602,Level 26,Rough In,,,
,,2603,,2603,Level 26,Rough In,,,
,,2605,,2605,Level 26,Rough In,,,
,,2606,,2606,Level 26,Rough In,,,
,,L26.2,,L26.2,Level 26,Rough In,,,
,,L26.3,,L26.3,Level 26,Rough In,,,
,,L26.STC,,L26.STC,Level 26,Rough In,,,
,,LT04,,LT04,Level 26,Rough In,,,
,,LT05,,LT05,Level 26,Rough In,,,
,,LT06,,LT06,Level 26,Rough In,,,
,,Level 27,grouping,Level 27,,,,,
,,2701,,2701,Level 27,Rough In,,,
,,2702,,2702,Level 27,Rough In,,,
,,2703,,2703,Level 27,Rough In,,,
,,2705,,2705,Level 27,Rough In,,,
,,2706,,2706,Level 27,Rough In,,,
,,L27.2,,L27.2,Level 27,Rough In,,,
,,L27.3,,L27.3,Level 27,Rough In,,,
,,L27.STC,,L27.STC,Level 27,Rough In,,,
,,LT04,,LT04,Level 27,Rough In,,,
,,LT05,,LT05,Level 27,Rough In,,,
,,LT06,,LT06,Level 27,Rough In,,,
,,Level 28,grouping,Level 28,,,,,
,,2701,,2701,Level 28,Rough In,,,
,,2702,,2702,Level 28,Rough In,,,
,,2703,,2703,Level 28,Rough In,,,
,,2705,,2705,Level 28,Rough In,,,
,,2706,,2706,Level 28,Rough In,,,
,,L27.2,,L27.2,Level 28,Rough In,,,
,,L27.3,,L27.3,Level 28,Rough In,,,
,,L27.stc,,L27.stc,Level 28,Rough In,,,
,,LT04,,LT04,Level 28,Rough In,,,
,,LT05,,LT05,Level 28,Rough In,,,
,,LT06,,LT06,Level 28,Rough In,,,
,,Level 29,grouping,Level 29,,,,,
,,2901,,2901,Level 29,Rough In,,,
,,2902,,2902,Level 29,Rough In,,,
,,2903,,2903,Level 29,Rough In,,,
,,2905,,2905,Level 29,Rough In,,,
,,2906,,2906,Level 29,Rough In,,,
,,L29.2,,L29.2,Level 29,Rough In,,,
,,L29.3,,L29.3,Level 29,Rough In,,,
,,L29.STC,,L29.STC,Level 29,Rough In,,,
,,LT04,,LT04,Level 29,Rough In,,,
,,LT05,,LT05,Level 29,Rough In,,,
,,LT06,,LT06,Level 29,Rough In,,,
,,Level 30,grouping,Level 30,,,,,
,,3001,,3001,Level 30,Rough In,,,
,,3002,,3002,Level 30,Rough In,,,
,,3003,,3003,Level 30,Rough In,,,
,,3005,,3005,Level 30,Rough In,,,
,,L30.2,,L30.2,Level 30,Rough In,,,
,,L30.30,,L30.30,Level 30,Rough In,,,
,,L30.STC,,L30.STC,Level 30,Rough In,,,
,,LT04,,LT04,Level 30,Rough In,,,
,,LT05,,LT05,Level 30,Rough In,,,
,,LT06,,LT06,Level 30,Rough In,,,
,,Level 31,grouping,Level 31,,,,,
,,3101,,3101,Level 31,Rough In,,,
,,3102,,3102,Level 31,Rough In,,,
,,3103,,3103,Level 31,Rough In,,,
,,3105,,3105,Level 31,Rough In,,,
,,L31.2,,L31.2,Level 31,Rough In,,,
,,L31.3,,L31.3,Level 31,Rough In,,,
,,L31.STC,,L31.STC,Level 31,Rough In,,,
,,LT04,,LT04,Level 31,Rough In,,,
,,LT05,,LT05,Level 31,Rough In,,,
,,LT06,,LT06,Level 31,Rough In,,,
,,Level 32,grouping,Level 32,,,,,
,,3201,,3201,Level 32,Rough In,,,
,,3202,,3202,Level 32,Rough In,,,
,,3203,,3203,Level 32,Rough In,,,
,,L32.2,,L32.2,Level 32,Rough In,,,
,,L32.3,,L32.3,Level 32,Rough In,,,
,,L32.STC,,L32.STC,Level 32,Rough In,,,
,,LT04,,LT04,Level 32,Rough In,,,
,,LT05,,LT05,Level 32,Rough In,,,
,,LT06,,LT06,Level 32,Rough In,,,
,,Level 33,grouping,Level 33,,,,,
,,3401,,3401,Level 33,Rough In,,,
,,3202,,3202,Level 33,Rough In,,,
,,L33.2,,L33.2,Level 33,Rough In,,,
,,L33.STC,,L33.STC,Level 33,Rough In,,,
,,L33.3,,L33.3,Level 33,Rough In,,,
,,LT04,,LT04,Level 33,Rough In,,,
,,LT05,,LT05,Level 33,Rough In,,,
,,LT06,,LT06,Level 33,Rough In,,,
,,Level 34,grouping,Level 34,,,,,
,,3401,,3401,Level 34,Rough In,,,
,,L34.STC,,L34.STC,Level 34,Rough In,,,
,,L33.3,,L33.3,Level 34,Rough In,,,
,,L34.21,,L34.21,Level 34,Rough In,,,
,,LT04,,LT04,Level 34,Rough In,,,
,,LT05,,LT05,Level 34,Rough In,,,
,,LT06,,LT06,Level 34,Rough In,,,
,,L34.2,,L34.2,Level 34,Rough In,,,
,,Level 35,grouping,Level 35,,,,,
,,L35.STC,,L35.STC,Level 35,Rough In,,,
,,LT04,,LT04,Level 35,Rough In,,,
,,LT05,,LT05,Level 35,Rough In,,,
,,LT06,,LT06,Level 35,Rough In,,,
,Columns,,,,,,,,
,,Rough in cables accordance with AS/NZS 3000 & AS/NZS 3008,,Rough in cables accordance with AS/NZS 3000 & AS/NZS 3008,,,,,
,,Bundle and tie cables neatly in bunches,,Bundle and tie cables neatly in bunches,,,,,
,,Circuit as per the Construction drawings,,Circuit as per the Construction drawings,,,,,
,,Fire rating seals for penetrations through walls or slabs,,Fire rating seals for penetrations through walls or slabs,,,,,
,,"Roughed in cable has been strip, twist & taped as per Utech Safety Policy",,"Roughed in cable has been strip, twist and taped as per Utech Safety Policy",,,,,
,,All Cables are to have their circuits labelled on all loops & ends,,All Cables are to have their circuits labelled on all loops and ends to minimise Fault finding at fit off stage,,,,,
,,Using AS/NZS 3000 ensure cable segregation of LV&ELV systems is at minimum of 50mm,,"Using the AS/NZS 3000 ensure cable segregation of LV and ELV systems is at a minimum of 50mm from each other, or the use of a medium such as a conduit must be used",,,,,
,,Bushings used when going through noggins or plates to ensure cables don't get damaged,,Bushings are to be used when going through noggins or plates to ensure cables don't get damaged on sharp edges,,,,,
,,Ensure multiple cables are taped together,,Ensure multiple cables are taped together,,,,,
,,Mark outlet locations on floor,,Mark outlet locations on floor,,,,,
,,"Area has been made safe, Waste has been reused, recycled & disposed of",,"Area has been made safe, Waste has been reused, recycled and disposed of",,,,,
,,,,,,,,,
Fit Off,,,,,,,,,
,Scope,,,Fit Off,,,,,
,Rows,,,,,,,,
,,Level 13,grouping,Level 13,,,,,
,,L13.01,,L13.01,Level 13,Fit Off,,,
,,L13.02,,L13.02,Level 13,Fit Off,,,
,,L13.05,,L13.05,Level 13,Fit Off,,,
,,L13.06,,L13.06,Level 13,Fit Off,,,
,,L13.07,,L13.07,Level 13,Fit Off,,,
,,L13.08,,L13.08,Level 13,Fit Off,,,
,,L13.09,,L13.09,Level 13,Fit Off,,,
,,L13.CIR1,,L13.CIR1,Level 13,Fit Off,,,
,,L13.03,,L13.03,Level 13,Fit Off,,,
,,L13.11,,L13.11,Level 13,Fit Off,,,
,,L13.12,,L13.12,Level 13,Fit Off,,,
,,L13.13,,L13.13,Level 13,Fit Off,,,
,,L13.14,,L13.14,Level 13,Fit Off,,,
,,L13.15,,L13.15,Level 13,Fit Off,,,
,,L13.16,,L13.16,Level 13,Fit Off,,,
,,L13.17,,L13.17,Level 13,Fit Off,,,
,,L13.18,,L13.18,Level 13,Fit Off,,,
,,L13.19,,L13.19,Level 13,Fit Off,,,
,,L13.20,,L13.20,Level 13,Fit Off,,,
,,L13.21,,L13.21,Level 13,Fit Off,,,
,,L13.25,,L13.25,Level 13,Fit Off,,,
,,L13.27,,L13.27,Level 13,Fit Off,,,
,,L13.28,,L13.28,Level 13,Fit Off,,,
,,L13.3,,L13.3,Level 13,Fit Off,,,
,,L13.31,,L13.31,Level 13,Fit Off,,,
,,L13.4,,L13.4,Level 13,Fit Off,,,
,,L13.4,,L13.4,Level 13,Fit Off,,,
,,L13.51,,L13.51,Level 13,Fit Off,,,
,,L13.6,,L13.6,Level 13,Fit Off,,,
,,L13.71,,L13.71,Level 13,Fit Off,,,
,,L13.STA,,L13.STA,Level 13,Fit Off,,,
,,Level 14,grouping,Level 14,,,,,
,,1401,,1401,Level 14,Fit Off,,,
,,1402,,1402,Level 14,Fit Off,,,
,,1403,,1403,Level 14,Fit Off,,,
,,1405,,1405,Level 14,Fit Off,,,
,,L14,,L14,Level 14,Fit Off,,,
,,14.2,,14.2,Level 14,Fit Off,,,
,,Level 15,grouping,Level 15,,,,,
,,1501,,1501,Level 15,Fit Off,,,
,,1502,,1502,Level 15,Fit Off,,,
,,1503,,1503,Level 15,Fit Off,,,
,,1505,,1505,Level 15,Fit Off,,,
,,1506,,1506,Level 15,Fit Off,,,
,,LT04,,LT04,Level 15,Fit Off,,,
,,LT05,,LT05,Level 15,Fit Off,,,
,,LT06,,LT06,Level 15,Fit Off,,,
,,L15.20,,L15.20,Level 15,Fit Off,,,
,,L15.STC,,L15.STC,Level 15,Fit Off,,,
,,L15.30,,L15.30,Level 15,Fit Off,,,
,,Level 16,grouping,Level 16,,,,,
,,1601,,1601,Level 16,Fit Off,,,
,,1602,,1602,Level 16,Fit Off,,,
,,1603,,1603,Level 16,Fit Off,,,
,,1605,,1605,Level 16,Fit Off,,,
,,1606,,1606,Level 16,Fit Off,,,
,,1607,,1607,Level 16,Fit Off,,,
,,L16.STC,,L16.STC,Level 16,Fit Off,,,
,,L16.2,,L16.2,Level 16,Fit Off,,,
