"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9614c7d9-7ec9-478f-9f18-b8fbd7f1e2ec","","folder-normal","work-in-progress","","step","TRUE","FALSE","Delivery QA"
"0e2f8937-7234-401a-99a1-165e1d18e9e0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Delivery QA","Building East"
"7d9e8464-4b47-435d-b542-cca6a64b4f20","","folder-normal","work-in-progress","","step","TRUE","FALSE","Delivery QA","Building East","Level 1"
"fe1f8fca-ecf2-4cbd-8b04-1193a2bd32db","","folder-normal","pass","","step","TRUE","FALSE","Delivery QA","Building East","Level 1","AHU"
"b77c8299-c6d5-4c33-a643-ef54d428d9ae","","folder-normal","pass","","step","TRUE","FALSE","Delivery QA","Building East","Level 1","AHU","201-AHU-1-1"
"49f67046-a985-4922-8383-9a246fdb4fec","","checklist-flat","pass","AHU - Delivery","checklist-flat","FALSE","FALSE","Delivery QA","Building East","Level 1","AHU","201-AHU-1-1","AHU - Delivery"
"02297284-e2b6-4bad-adef-b90639ca04ae","","folder-normal","pass","","step","TRUE","FALSE","Delivery QA","Building East","Level 1","AHU","201-AHU-1-2"
"ba6d1c66-4257-409f-becb-b3baaf7ee24d","","checklist-flat","pass","AHU - Delivery","checklist-flat","FALSE","FALSE","Delivery QA","Building East","Level 1","AHU","201-AHU-1-2","AHU - Delivery"
"e5f80f7a-119e-4755-8cae-019237b4d17b","","folder-normal","pass","","step","TRUE","FALSE","Delivery QA","Building East","Level 1","AHU","201-AHU-1-3"
"ecdf9edb-c93a-4f20-b671-814728c8150e","","checklist-flat","pass","AHU - Delivery","checklist-flat","FALSE","FALSE","Delivery QA","Building East","Level 1","AHU","201-AHU-1-3","AHU - Delivery"
"0c3bb9eb-9e69-4db2-a51f-b6fd9f2029f1","","folder-normal","pass","","step","TRUE","FALSE","Delivery QA","Building East","Level 1","AHU","201-AHU-1-4"
"842dcec9-7d7c-48e8-b779-c6b3c913bce5","","checklist-flat","pass","AHU - Delivery","checklist-flat","FALSE","FALSE","Delivery QA","Building East","Level 1","AHU","201-AHU-1-4","AHU - Delivery"
"05d14ee5-e0c3-4d62-b220-4fc8c73875dd","","folder-normal","pass","","step","TRUE","FALSE","Delivery QA","Building East","Level 1","AHU","201-AHU-1-5"
"cdb49218-2b2b-4d6b-b59d-f827ae206aaa","","checklist-flat","pass","AHU - Delivery","checklist-flat","FALSE","FALSE","Delivery QA","Building East","Level 1","AHU","201-AHU-1-5","AHU - Delivery"
"ef5f3662-63ee-4766-be07-c13e15714605","","folder-normal","pass","","step","TRUE","FALSE","Delivery QA","Building East","Level 1","AHU","201-AHU-1-6"
"9e3dcefc-aa95-43a2-b796-a80cab0dd514","","checklist-flat","pass","AHU - Delivery","checklist-flat","FALSE","FALSE","Delivery QA","Building East","Level 1","AHU","201-AHU-1-6","AHU - Delivery"
"0810db1e-7101-45a3-92b9-4388ee911645","","folder-normal","pass","","step","TRUE","FALSE","Delivery QA","Building East","Level 1","AHU","201-AHU-1-7"
"213a608a-f137-4e99-9765-1162f8fdc86b","","checklist-flat","pass","AHU - Delivery","checklist-flat","FALSE","FALSE","Delivery QA","Building East","Level 1","AHU","201-AHU-1-7","AHU - Delivery"
"a0129dfd-071b-4eb8-aa0a-5b473f8a6835","","folder-normal","pass","","step","TRUE","FALSE","Delivery QA","Building East","Level 1","AHU","201-AHU-1-8"
"3cd773cc-9b31-4b46-a7d0-664850bad73d","","checklist-flat","pass","AHU - Delivery","checklist-flat","FALSE","FALSE","Delivery QA","Building East","Level 1","AHU","201-AHU-1-8","AHU - Delivery"
"9bfe6156-f62b-460e-8657-4c8a82ae5625","","folder-normal","pass","","step","TRUE","FALSE","Delivery QA","Building East","Level 1","AHU","201-AHU-1-9"
"2c80734a-b907-4536-8573-2cf4b1339231","","checklist-flat","pass","AHU - Delivery","checklist-flat","FALSE","FALSE","Delivery QA","Building East","Level 1","AHU","201-AHU-1-9","AHU - Delivery"
"d9f6cfdf-56f7-4522-997c-6014300312ab","","folder-normal","pass","","step","TRUE","FALSE","Delivery QA","Building East","Level 1","AHU","201-AHU-1-10"
"2c48a36b-5f18-4546-a9a5-5cb47d17bd4f","","checklist-flat","pass","AHU - Delivery","checklist-flat","FALSE","FALSE","Delivery QA","Building East","Level 1","AHU","201-AHU-1-10","AHU - Delivery"
"9b76b18a-0801-4fe7-abb6-874d1f401def","","folder-normal","pass","","step","TRUE","FALSE","Delivery QA","Building East","Level 1","AHU","201-AHU-1-11"
"9b450a3c-8471-42ba-96b1-9e7cff50c709","","checklist-flat","pass","AHU - Delivery","checklist-flat","FALSE","FALSE","Delivery QA","Building East","Level 1","AHU","201-AHU-1-11","AHU - Delivery"
"c902fee2-f806-491a-9163-f0f777566b0d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Delivery QA","Building East","Level 1","Fans"
"bd3527ec-c814-44de-b8c5-2df8ba4566c8","","folder-normal","not-started","","step","TRUE","FALSE","Delivery QA","Building East","Level 1","Fans","201-RAF-1-1"
"9f5d8cf5-c7cf-4d78-8a96-6e7694efd920","","checklist-flat","not-started","Fans - Delivery","checklist-flat","FALSE","FALSE","Delivery QA","Building East","Level 1","Fans","201-RAF-1-1","Fans - Delivery"
"1d7c8c74-e9a7-42bc-82c6-9d1084a985c0","","checklist-flat","not-started","Ventilation Fan - Pre Comissioning","checklist-flat","FALSE","FALSE","Delivery QA","Building East","Level 1","Fans","201-RAF-1-1","Fans - Pre Commissioning"
"a6b027b2-f31c-4184-922d-f1cba631720d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Delivery QA","Building East","Level 1","Fans","201-RAF-1-2"
"93625a3d-534e-476b-aa17-cbff95ac7ca1","","checklist-flat","pass","Fans - Delivery","checklist-flat","FALSE","FALSE","Delivery QA","Building East","Level 1","Fans","201-RAF-1-2","Fans - Delivery"
"f6e22cb6-292c-465e-b2fe-a604ae939117","","checklist-flat","not-started","Ventilation Fan - Pre Comissioning","checklist-flat","FALSE","FALSE","Delivery QA","Building East","Level 1","Fans","201-RAF-1-2","Fans - Pre Commissioning"
"4c8a15c8-563d-456e-846f-940fd79384ff","","folder-normal","not-started","","step","TRUE","FALSE","Delivery QA","Building East","Level 1","Fans","201-RAF-1-3"
"cae868ad-2c59-4797-85fc-196bf629c8d6","","checklist-flat","not-started","Fans - Delivery","checklist-flat","FALSE","FALSE","Delivery QA","Building East","Level 1","Fans","201-RAF-1-3","Fans - Delivery"
"c148b947-3a49-4284-8dbd-8744cfa86e4c","","checklist-flat","not-started","Ventilation Fan - Pre Comissioning","checklist-flat","FALSE","FALSE","Delivery QA","Building East","Level 1","Fans","201-RAF-1-3","Fans - Pre Commissioning"
"c427aa9a-b1c6-4df8-80f5-efab7ce04976","","folder-normal","not-started","","step","TRUE","FALSE","Delivery QA","Building East","Level 1","Fans","201-RAF-1-4"
"3312cf8d-105d-4473-930d-4bc2006ac94d","","checklist-flat","not-started","Fans - Delivery","checklist-flat","FALSE","FALSE","Delivery QA","Building East","Level 1","Fans","201-RAF-1-4","Fans - Delivery"
"4ae0c5ca-014c-4e23-b7d9-5422dcfddbe7","","checklist-flat","not-started","Ventilation Fan - Pre Comissioning","checklist-flat","FALSE","FALSE","Delivery QA","Building East","Level 1","Fans","201-RAF-1-4","Fans - Pre Commissioning"
"d8305ec1-0698-40df-b751-bcaceccdf41c","","folder-normal","not-started","","step","TRUE","FALSE","Delivery QA","Building East","Level 1","Fans","201-RAF-1-5"
"27543713-da79-400c-9c05-6ea2dba1f96a","","checklist-flat","not-started","Fans - Delivery","checklist-flat","FALSE","FALSE","Delivery QA","Building East","Level 1","Fans","201-RAF-1-5","Fans - Delivery"
"ec6abe44-513e-4d74-aef1-b21e434ff2c0","","checklist-flat","not-started","Ventilation Fan - Pre Comissioning","checklist-flat","FALSE","FALSE","Delivery QA","Building East","Level 1","Fans","201-RAF-1-5","Fans - Pre Commissioning"
"db560fc6-6511-4d3b-ba75-96037a86bd2f","","folder-normal","not-started","","step","TRUE","FALSE","Delivery QA","Building East","Level 1","Fans","201-RAF-1-6"
"e9ccfc3f-5e0b-442f-8a1f-24054868bab5","","checklist-flat","not-started","Fans - Delivery","checklist-flat","FALSE","FALSE","Delivery QA","Building East","Level 1","Fans","201-RAF-1-6","Fans - Delivery"
