"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5ee26e90-09ed-427d-bc2b-5df00db3341d","","folder-normal","","","step","TRUE","FALSE","B1"
"a775cd5e-f20e-47c0-b762-ee720fb95cda","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA09(2)"
"21cfe8d6-fa84-42f3-9c8e-39202bb79354","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA10"
"24950d5b-f732-4248-a310-946b44b4656d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA11"
"209f52fd-e62a-43ab-b729-08c427c88efd","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA12"
"4f0d04e8-51c9-4a9c-91dd-116b52bfd777","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA13"
"c79743ef-7ddd-4588-bcaf-83af6c10d44c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA14"
"9f8188e6-179f-4072-962c-7c4d0d24d6d2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA15"
"564fdd7c-0e33-4cfd-a2f0-3d7b66157a1a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA15A"
"72eb0822-ae00-4b86-b418-9c952f9e4bd7","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA16"
"ea1c31a6-1f69-472e-8b6e-251a38dc99e2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA17"
"405c524b-8286-48d2-996e-7148f5798397","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA18"
"4017b2e7-d9ad-43ea-9d41-0385a3cb9798","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA19"
"e8d8cd81-6805-4966-831a-02a58cbd8cb1","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA20"
"50a98db0-ee10-4d16-83ff-ffd251e292a4","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA21"
"b3562422-a5d2-4b99-a6a9-35672c49d343","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-CP06"
"04ad0d04-0af7-4acf-810c-00386632a1d2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-CP07"
"8f2127ec-f5a4-4cef-a782-54bb4b471f57","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-CP08"
"a70feda2-264e-4f5a-af63-28b759e70dca","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-CP09"
"15abd819-9400-4500-893b-535f7033789a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-CP10"
"48238c9e-8cb1-426c-8ebb-f004fd57dd90","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P30"
"68d68367-864f-48c8-9065-554f195ceb00","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P31"
"0ef9972c-7a7a-4a9d-a5c5-9ca2574ce3a2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P32"
"b044c81d-51fa-46c0-b4e9-6d2ff3d22d77","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P33"
"25fbbca9-da20-4686-8549-c7b5f823fa39","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P34"
"7a4fb712-7089-4453-85b9-52c13fe88237","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P35"
"8b89d8dc-c701-4b45-951c-9bb5af2e0a0e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P36"
"173ad1a1-73fe-4b87-8abd-2e806987765d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P37"
"f577b0c8-ce62-4bdd-9ea5-1701077c95f9","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P38"
"227ce57b-cebe-4456-848a-9b933cec9e8e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P39"
"d59be5c7-bbf7-41f1-bd1d-8206072ec9e8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P40"
"71e67689-a59c-41b8-9027-08eb7b61d82a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P41"
"f7094f01-481f-48a8-a213-92cc9adf7963","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P42"
"a23e3d37-b10e-433d-9908-33d6326c0eff","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P43"
"1b1dfbc4-3268-4d68-acc2-1f2dc0dad5d9","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P44"
"5daf48c4-5dd2-4e99-b1a2-b12ce6193f43","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P45"
"b7b1f1c9-9d65-45dc-85d1-b85af4f2f4e5","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P48"
"ad903099-9bac-4cbc-8d68-065e81419373","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P49"
"17913fc9-6a7b-443c-af8c-694ef9f09cd2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P50"
"c160be92-b97e-458a-bd19-06462efa6960","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P51"
"11a80c70-6ca2-45a0-b6f2-3278ef74bf02","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P52"
"f032cd72-64e5-4f30-9adc-b464d328a413","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P53"
"4d49b112-801f-420a-bc74-92c77983988b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P55"
"aa9182b2-e187-478f-90a0-bcbbb6a5ee8b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P56"
"2bfab84e-09c7-49e6-acd9-c01ad4e0c766","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P57"
"ccb59ec7-5b6d-4bd6-9829-26cb40644177","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P58"
"de25cccb-3ca9-4f8d-b796-e057a5f277b6","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P59"
"1524cad3-0e35-49fd-ad85-d08674bd400e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P60"
"f6cac605-0ffc-4631-adc6-740233b93ada","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P62"
"34ab9cad-366c-41d0-b56a-9791f863501a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P63"
"dfe2c156-5b76-4e0e-9624-42197331d6d8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P65"
"b127c16d-3a5d-4e4f-beb2-8fee36b9cfdb","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P66"
"df33a01b-a9bc-4a72-9e3d-6f23b00c0160","","folder-normal","","","step","TRUE","FALSE","Level 7"
"3f54d467-952d-4a58-b2fd-acdcffc7e438","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA01"
"15e4299c-3a50-41bd-9411-d7e8cb464106","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA02"
"e6ab4cac-a6c4-42a7-ac11-197441a51b0b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA02A"
"a30642aa-85ac-499b-9f2b-be385943b28f","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA04"
"ebd7f368-3c1a-4990-88a3-0a9a8a5fc4b1","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA04A"
"1379c7c8-013b-4ace-a12a-319ecd5c7ce8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA05"
"18ee95b2-9f80-4dfb-a323-7fe44a646739","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA06"
"14816365-b461-4048-aac2-803c8d7cbf37","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA07"
"bb288e06-9cd1-4e45-9402-c0c9b3540d3d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA08"
"78a99f33-7d8d-44fb-9b4e-14942f3efe6b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA09"
"e9d30160-43e6-4425-9d76-c9965d9cf8f8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA09A"
"7ec17d30-c0da-47a3-92dc-048604f86dbf","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA11"
"e0a200bb-e0fb-446c-a92b-589d1a7ae82c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA11A"
"17bcc693-b71f-4787-837f-8d249ef46b21","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA12"
"8af5841e-10a4-435a-9164-ff70a5e3d4df","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA13"
"ba5fefb6-be03-439b-8715-f19e6e807d01","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA13A"
"caebeaa3-b136-4e10-bd4f-ee6b553bef6d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA14"
"23210e91-9f1c-42c3-91d4-41f21b8dd738","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA14A"
"9a27ae1d-8ba0-491b-9761-88cca4b394dd","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA15"
"3fc56e76-e2ba-4d0c-8ea2-af0c45d6fc45","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA16"
"3acd2d48-7874-4e59-a985-f6ec55861436","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA17"
"60c822cc-cccd-4942-b7cb-ce17355c5fce","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA18"
"63fd021a-2d06-4482-a9de-3ae961a1021d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA19"
"c796b4e7-c42b-45cf-a349-b3070cb9f52c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA20"
"24d886e4-b767-44c3-af21-539c34df102e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-BA21"
"b11fff90-5450-4a82-8bb2-13dbd8981e46","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-CP06"
"fde7737e-849d-4fc3-9d83-2d8f3814f45b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-CP07"
"48e27785-07f6-4213-8d3b-3a48b3b93507","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-CP08"
"8a92053b-5aa6-40f5-a916-751dba3ca9b9","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-CP09"
"01d0452f-2f5c-4ac6-a873-2eadc017f821","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-CP10"
