type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Sika 400N QA,,,,,,,
section,Details,,,,,,,
checkpoint,Substrate is smooth and clean,,,,,,,
checkpoint,Sikafloor 151,,,,,,,
checkpoint,Sika 400N first coat,,,,,,,
checkpoint,Sika 400N second coat,,,,,,,
checkpoint,Sika MS termination,,,,,,,
checkpoint,Sikaflex Pro 3,,,,,,,
