"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a3e9e15b-69b3-41f4-ac2f-1ea10ef82243","","checklist-flat","pass","Site Establishment Pre-start Checklist","checklist-flat","FALSE","FALSE","Site Establishment Pre-start Checklist"
"90a9dfd2-ca7b-410a-aad1-f9329cf3c349","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA"
"472a8b77-aebf-4c1a-bf65-47b58a4177c8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Concrete QA"
"4b83773d-efcb-4c0c-8de5-172380bd2b0d","","checklist-sectioned","work-in-progress","Concrete Pour Checklist","checklist","FALSE","FALSE","Project QA","Concrete QA","Concrete Pour Checklist lift pit"
"ea3d8dc2-3439-48ee-96d0-78d9631c0181","","checklist-sectioned","work-in-progress","Concrete Pour Checklist","checklist","FALSE","FALSE","Project QA","Concrete QA","3/11/23 Foundations "
"77419f67-f1fd-44de-8abd-d1c1114c89d7","","checklist-sectioned","work-in-progress","Concrete Pour Checklist","checklist","FALSE","FALSE","Project QA","Concrete QA","15/11/23 Ground floor slab"
"167b6c33-4bc4-4988-a8c1-72b528e3ec1c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Remedials"
"1ab725d2-9c4e-45da-93b4-842043139877","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Documentation"
"621cf1e1-c3f5-4397-962e-294b76cde723","","folder-normal","work-in-progress","","step","TRUE","FALSE","Daily prestart "
"617236c1-0796-4082-96e2-dda232f667b6","","checklist-flat","pass","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily prestart ","Daily Pre Start Checklist(09/10/2023) monday"
"f66709fb-1543-4dd8-ab3e-410c60454dbf","","checklist-flat","pass","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily prestart ","Daily Pre Start Checklist 13/10/23"
"13e393e4-a2fd-4699-bfb3-c3a23d3a1935","","checklist-flat","pass","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily prestart ","Daily Pre Start Checklist 16/10/23"
"cb8f0841-a244-484a-bfe8-85f6beabb7ca","","checklist-flat","work-in-progress","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily prestart ","Daily Pre Start Checklist 14/10/23"
"d394c1f9-0626-4d7b-ad33-6a73bf2dbf5b","","checklist-flat","pass","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily prestart ","Daily Pre Start Checklist 18/10/2023 wednesday"
