"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a3e9e15b-69b3-41f4-ac2f-1ea10ef82243","","checklist-flat","pass","Site Establishment Pre-start Checklist","checklist-flat","FALSE","FALSE","Site Establishment Pre-start Checklist"
"90a9dfd2-ca7b-410a-aad1-f9329cf3c349","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA"
"01d8c532-044e-47f2-8a17-ba17f1429eaa","","checklist-flat","work-in-progress","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily prestart ","Daily Pre Start Checklist 19/10/23"
"242d4eda-b4e0-4b5d-ab9b-31810b46ea68","","checklist-flat","pass","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily prestart ","Daily Pre Start Checklist 20/10/23"
"46015585-5ed7-4e33-90e7-a1125559cf66","","checklist-flat","pass","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily prestart ","Daily Pre Start Checklist 24/10/23"
"e7bb9a6b-2f55-4cd0-bcf4-bfa1c33b6b01","","checklist-flat","work-in-progress","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily prestart ","Daily Pre Start Checklist 24/10/23"
"f6769d87-0a3f-4154-ac73-9175e39cf030","","checklist-flat","work-in-progress","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily prestart ","Daily Pre Start Checklist 26/10/23"
"9351043c-8d37-4cac-8d47-03b85228841b","","checklist-flat","work-in-progress","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily prestart ","Daily Pre Start Checklist27/10/23"
"e3ccede3-ca75-49cb-b2d9-10968454c312","","checklist-flat","work-in-progress","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily prestart ","Daily Pre Start Checklist 30/10/23"
"91cb12e8-401b-456c-8304-b1f719f27a8d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Toolbox talks "
"e9d9b569-e66a-4d1c-ba28-92dabf903fd2","","checklist-flat","pass","Add Site Toolbox Meeting Checklist","checklist-flat","FALSE","FALSE","Toolbox talks ","Site Toolbox 9/10/23"
"14329e22-3fd2-4538-bd41-e67228274c8a","","checklist-flat","pass","Add Site Toolbox Meeting Checklist","checklist-flat","FALSE","FALSE","Toolbox talks ","Site Toolbox Meeting Checklist 18/10/2023 wednesday"
"da75e098-b9d3-4505-b024-4405b8febfc2","","checklist-flat","work-in-progress","Add Site Toolbox Meeting Checklist","checklist-flat","FALSE","FALSE","Toolbox talks ","Site Toolbox Meeting Checklist 25/10/23"
"56f46873-0145-431c-8b9a-426a83bca2ee","","checklist-flat","work-in-progress","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily Pre Start Checklist 25/10/23"
"12b0c85e-d45e-4532-9410-a3da650de010","","checklist-flat","work-in-progress","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily Pre Start Checklist31/10/23"
"02c5fdd3-a258-433f-b65a-cd16341874df","","checklist-flat","pass","Add Site Toolbox Meeting Checklist","checklist-flat","FALSE","FALSE","Site Toolbox Meeting Checklist1/11/23"
"73a9c5f4-0c1c-43dd-940d-0ba770b9a68f","","checklist-flat","work-in-progress","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily Pre Start Checklist2/11/23"
"1938c19b-2731-43e9-8968-0688621fb3a6","","checklist-flat","work-in-progress","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily Pre Start Checklist 3/11/23"
"fe697feb-8ace-4029-864e-7c2468242ddd","","checklist-flat","work-in-progress","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily Pre Start Checklist6/11/23"
"23285082-2daf-4264-8c67-3ce90825857f","","checklist-flat","work-in-progress","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily Pre Start Checklist7/11/23"
"08585129-42e5-4a68-96a6-3435d619993e","","checklist-flat","work-in-progress","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily Pre Start Checklist8/11/23"
"05bcd72c-5699-40c5-8673-403b3770c49a","","checklist-flat","work-in-progress","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily Pre Start Checklist9/11/23"
"bb8b810b-b5b8-43fc-b82f-941a09c997ce","","checklist-flat","work-in-progress","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","3Daily Pre Start Checklist10/11/2"
"ddda191f-9662-4bc1-8303-11d515aae5dd","","checklist-flat","work-in-progress","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily Pre Start Checklist13/11/23"
"2dce2f25-1386-4ce4-b378-f7baf073cacc","","checklist-flat","work-in-progress","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily Pre Start Checklist14/11/23"
"9d28ff29-97f6-4ffc-a7e6-c9ab59371a88","","checklist-flat","work-in-progress","Add Site Toolbox Meeting Checklist","checklist-flat","FALSE","FALSE","Site Toolbox Meeting 15/11/23"
"11c9cf2f-8f59-4e0e-ae78-7b1af2b04a65","","checklist-flat","work-in-progress","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily Pre Start Checklist16/11/23"
