"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c6fb762c-3498-4dce-94f2-0caa1b9fcfe4","","checklist-flat","not-started","Site Establishment Pre-start Checklist","checklist-flat","FALSE","FALSE","Site Establishment Pre-start Checklist"
"dc7a0f53-424a-4a0d-8179-5af3775f52cd","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA"
"45794492-0696-4f93-b935-d4620906e5f2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Concrete QA"
"84293a89-64fc-45dd-856f-02132fe12e8b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Remedials"
"58abf4b8-a129-479c-a8ca-636e06eb33ad","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Documentation"
"738419be-afc9-44ef-bc7d-cba4e383b1e5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Documentation","Daily Prestart "
"d805596f-0a24-431d-be08-6bf6f67a76ac","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Documentation","Toolbox "
"fbca4e83-64a7-4359-95ce-c6442a5101a3","","checklist-flat","work-in-progress","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily Pre Start Checklist 27/10/23"
"89bd0b84-3206-4f0c-bc49-37aac2985b0e","","checklist-flat","work-in-progress","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily Pre Start Checklist 6/11/23"
"ba931eee-46ea-4ff3-8d26-bd23be937023","","checklist-flat","work-in-progress","Add Daily Pre Start Checklist","checklist-flat","FALSE","FALSE","Daily Pre Start Checklist7/11/23"
