"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f5a92d47-68ba-4dce-97a1-8806f960ddb5","","work-in-progress","","folder","TRUE","FALSE","Frame Construction"
"62540b70-f632-4ae1-bf51-18d2215695fb","","work-in-progress","Frame Construction","checklist","FALSE","FALSE","Frame Construction","Frame Construction"
"5702ab2a-a6cc-41f8-97b9-71de55b59437","","work-in-progress","","folder","TRUE","FALSE","Floor, Duct Penetrations and Vents"
"6af91565-7c82-4a15-b69d-d667a92c44e8","","work-in-progress","Floor, Duct Penetrations and Vents","checklist","FALSE","FALSE","Floor, Duct Penetrations and Vents","Floor, Duct Penetrations and Vents"
"5daeb572-def8-4f30-9a5d-bb5bb8864b19","","work-in-progress","","folder","TRUE","FALSE","Cable Support"
"bf81a6c9-7e2f-467c-aebf-110f8e5a5ede","","work-in-progress","","folder","TRUE","FALSE","Cable Support","Cable Support"
"bbd5d649-b90b-44af-976c-f63fa3449d65","","work-in-progress","Cable Support","checklist","FALSE","FALSE","Cable Support","Cable Support","Cable Support"
"80107f6c-551f-48cb-81a5-51c257d9f335","","work-in-progress","","folder","TRUE","FALSE","Cable Support","Cable Support ITR's"
"cbce039f-da6a-4a76-8d97-ebd30c4f2f84","","work-in-progress","","folder","TRUE","FALSE","Cable Support","Cable Support ITR's","Cable Tray"
"34cbebcc-18c5-43b6-b7bb-cf10560dfb24","","work-in-progress","ITR-E-02B Cable Supports Above Ground","checklist","FALSE","FALSE","Cable Support","Cable Support ITR's","Cable Tray","ITR-E-02B Cable Supports Above Ground"
"40b32ace-b041-456b-9f91-6fd5111d8609","","work-in-progress","","folder","TRUE","FALSE","Earthing"
"4d30121f-52e3-45d3-9885-c231c4991bba","","work-in-progress","","folder","TRUE","FALSE","Earthing","Earthing Checklist"
"e9ac0961-61e1-4f2b-bbb6-b4c11fa3d4a6","","work-in-progress","Earthing","checklist","FALSE","FALSE","Earthing","Earthing Checklist","Earthing"
"81192824-00a9-4334-bd09-b31afb8e6a5b","","work-in-progress","","folder","TRUE","FALSE","Earthing","Copper Bar"
"5c80de65-1cb5-41e0-ba04-fa6ecc212f26","","work-in-progress","ITR-E-12 Electrical Earthing","checklist","FALSE","FALSE","Earthing","Copper Bar","ITR-E-12 Electrical Earthing"
"277b14e8-cb32-47ab-aa5c-1a7db2383d80","","work-in-progress","ITR-E-40 Bus Bar","checklist","FALSE","FALSE","Earthing","Copper Bar","ITR-E-40 Bus Bar"
"681c1936-b7bb-49e5-a4c5-981755b25806","","work-in-progress","ITR-E-63 Cable Lug Installation","checklist","FALSE","FALSE","Earthing","Copper Bar","ITR-E-63 Cable Lug Installation"
"003e224a-7047-49db-87b1-fcd659b22964","","work-in-progress","","folder","TRUE","FALSE","Earthing","Cubicles"
"c6f47f64-4a3b-40f8-adb6-7dbfc8cd0c6a","","work-in-progress","ITR-E-12 Electrical Earthing","checklist","FALSE","FALSE","Earthing","Cubicles","ITR-E-12 Electrical Earthing"
"22f4b5de-d4e1-4170-8a80-fd52ba221857","","work-in-progress","ITR-E-63 Cable Lug Installation","checklist","FALSE","FALSE","Earthing","Cubicles","ITR-E-63 Cable Lug Installation"
"e889efb3-36a2-44c8-a3b5-743e3bdd603f","","work-in-progress","","folder","TRUE","FALSE","Lighting, Power & Data"
"79c514ec-b447-444b-8a85-dd05aa12d89e","","work-in-progress","","folder","TRUE","FALSE","Lighting, Power & Data","Lighting"
