resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,B2,,,,,,,,
,step,,,,Commercial,,,,,,,
ITP 184 Lux Measurements,checklist,,,,,ITP 184 Lux Measurements,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Measurements ITC 184.1,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Plots ITC 184.2,,,,,,
,step,,,B1,,,,,,,,
,step,,,,Commercial,,,,,,,
ITP 184 Lux Measurements,checklist,,,,,ITP 184 Lux Measurements,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Measurements ITC 184.1,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Plots ITC 184.2,,,,,,
,step,,,R2,,,,,,,,
,step,,,,Retail,,,,,,,
ITP 184 Lux Measurements,checklist,,,,,ITP 184 Lux Measurements,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Measurements ITC 184.1,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Plots ITC 184.2,,,,,,
,step,,,,Commercial,,,,,,,
ITP 184 Lux Measurements,checklist,,,,,ITP 184 Lux Measurements,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Measurements ITC 184.1,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Plots ITC 184.2,,,,,,
,step,,,R3,,,,,,,,
,step,,,,Retail,,,,,,,
ITP 184 Lux Measurements,checklist,,,,,ITP 184 Lux Measurements,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Measurements ITC 184.1,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Plots ITC 184.2,,,,,,
,step,,,,Commercial,,,,,,,
ITP 184 Lux Measurements,checklist,,,,,ITP 184 Lux Measurements,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Measurements ITC 184.1,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Plots ITC 184.2,,,,,,
,step,,,R4,,,,,,,,
,step,,,,Retail,,,,,,,
ITP 184 Lux Measurements,checklist,,,,,ITP 184 Lux Measurements,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Measurements ITC 184.1,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Plots ITC 184.2,,,,,,
,step,,,,Commercial,,,,,,,
ITP 184 Lux Measurements,checklist,,,,,ITP 184 Lux Measurements,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Measurements ITC 184.1,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Plots ITC 184.2,,,,,,
,step,,,R5,,,,,,,,
,step,,,,Retail,,,,,,,
ITP 184 Lux Measurements,checklist,,,,,ITP 184 Lux Measurements,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Measurements ITC 184.1,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Plots ITC 184.2,,,,,,
,step,,,,Commercial,,,,,,,
ITP 184 Lux Measurements,checklist,,,,,ITP 184 Lux Measurements,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Measurements ITC 184.1,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Plots ITC 184.2,,,,,,
,step,,,R6,,,,,,,,
,step,,,,Retail,,,,,,,
ITP 184 Lux Measurements,checklist,,,,,ITP 184 Lux Measurements,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Measurements ITC 184.1,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Plots ITC 184.2,,,,,,
,step,,,,Commercial,,,,,,,
ITP 184 Lux Measurements,checklist,,,,,ITP 184 Lux Measurements,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Measurements ITC 184.1,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Plots ITC 184.2,,,,,,
,step,,,C7,,,,,,,,
,step,,,,Commercial,,,,,,,
ITP 184 Lux Measurements,checklist,,,,,ITP 184 Lux Measurements,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Measurements ITC 184.1,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Plots ITC 184.2,,,,,,
,step,,,C8,,,,,,,,
,step,,,,Commercial,,,,,,,
ITP 184 Lux Measurements,checklist,,,,,ITP 184 Lux Measurements,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Measurements ITC 184.1,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Plots ITC 184.2,,,,,,
,step,,,C9,,,,,,,,
,step,,,,Commercial,,,,,,,
ITP 184 Lux Measurements,checklist,,,,,ITP 184 Lux Measurements,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Measurements ITC 184.1,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Plots ITC 184.2,,,,,,
,step,,,C10,,,,,,,,
,step,,,,Commercial,,,,,,,
ITP 184 Lux Measurements,checklist,,,,,ITP 184 Lux Measurements,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Measurements ITC 184.1,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Plots ITC 184.2,,,,,,
,step,,,C11,,,,,,,,
,step,,,,Commercial,,,,,,,
ITP 184 Lux Measurements,checklist,,,,,ITP 184 Lux Measurements,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Measurements ITC 184.1,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Plots ITC 184.2,,,,,,
,step,,,C12,,,,,,,,
,step,,,,Commercial,,,,,,,
ITP 184 Lux Measurements,checklist,,,,,ITP 184 Lux Measurements,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Measurements ITC 184.1,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Plots ITC 184.2,,,,,,
,step,,,L13,,,,,,,,
,step,,,,Commercial,,,,,,,
ITP 184 Lux Measurements,checklist,,,,,ITP 184 Lux Measurements,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Measurements ITC 184.1,,,,,,
SYS - Documents,checklist,,,,,Attach - Lux Plots ITC 184.2,,,,,,
