"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f3430af0-41a4-4cfb-83a9-7ae6fbb33a7d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"0a9a72cc-0729-443c-ab4a-f3ad7c4d0f0e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Area 1"
"adc5c9cd-205a-4fe9-968c-26afc1a4c12b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Area 1","A01 - Accommodation Unit 1"
"3b9d4752-d20d-4529-91b0-6cdbf232a18e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Area 1","A01 - Accommodation Unit 1","Ground Core"
"fef02890-9941-4b97-bdc6-aaab9bc66f36","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH2","Window","MH2-W.G.171A"
"95385012-19f1-45a9-aeed-ae930b5f341d","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH2","Window","MH2-W.G.171B"
"087e5a56-b078-4e97-b643-9115f3f3ca35","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH2","Window","MH2-W.G.175A"
"16de251a-6717-4734-b766-6469492e5bc9","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH2","Window","MH2-W.G.175B"
"67b5826e-ee30-4b54-a854-6598660fca65","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH2","Window","MH2-W.G.176B"
"2d4880af-c6c6-4081-b378-2082470a0f0d","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH2","Window","MH2-W.G.176C"
"9453aa95-2fd7-4d23-bdf1-c5ecdd4e161a","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH2","Window","MH2-W.G.176D"
"baf1f286-7ca1-4203-b5c3-2d3be201fd88","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH2","Window","MH2-W.G.188A"
"e56e6fc8-c5ff-4ba7-9d2a-1bc9c642331b","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH2","Window","MH2-W.G.188B"
"b5100f15-c935-4ba1-aef9-4f0343f61181","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH2","Window","xxxMH2-W.G.176A"
"408774c7-03c5-472a-8633-f8f337031d52","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA - Doors and Windows","MH2","Window (Louvre)"
"68afa940-23a8-4a03-8f59-aacccf0af513","","checklist-sectioned","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH2","Window (Louvre)","MH2-W.1.001A"
"3322ad2a-9c80-478f-9f0b-7f32a0486737","","checklist-sectioned","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH2","Window (Louvre)","MH2-W.1.001B"
"71b4579a-dea1-4c14-9d99-4880b9eaf419","","checklist-sectioned","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH2","Window (Louvre)","MH2-W.1.001D"
"54c2508f-5acc-465a-9809-a31fe324b6e4","","checklist-sectioned","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH2","Window (Louvre)","MH2-W.1.001E"
"410d33ed-67e2-4055-a8e2-99d10621e89f","","checklist-sectioned","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH2","Window (Louvre)","MH2-W.1.001F"
"905d7cd8-55d8-4f90-b97a-7ba80535016a","","checklist-sectioned","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH2","Window (Louvre)","MH2-W.1.001G"
"cf0cc115-1004-4dc9-aec4-16c99c89a7b1","","checklist-sectioned","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH2","Window (Louvre)","MH2-W.1.001J"
"b5604eb4-691f-4f24-9937-bdfc4a5a982c","","checklist-sectioned","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH2","Window (Louvre)","MH2-W.1.001K"
"6408e18a-6bd4-4714-a474-b3f952ea8eca","","checklist-sectioned","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH2","Window (Louvre)","MH2-W.1.001L"
"a82a3136-6fb1-420f-b8d1-84e0336d1e25","","checklist-sectioned","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH2","Window (Louvre)","xxxMH2-W.1.001C"
"f96f4a95-bff6-4123-83d7-f7e9aa131d42","","checklist-sectioned","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH2","Window (Louvre)","xxxMH2-W.1.001H"
"42876356-97ef-47c7-932d-7a01c470b1cb","","folder-normal","fail","","step","TRUE","FALSE","Site QA - Doors and Windows","MSU"
"34c28dc0-7c20-48fc-b994-32c8c4a44300","","folder-normal","fail","","step","TRUE","FALSE","Site QA - Doors and Windows","MSU","Door"
"4fba48ca-648a-4a37-a9c1-229ccc89fae1","","checklist-sectioned","fail","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.1.001A"
"65d7dcd9-3e32-49fb-bda9-4d9f6c1c9440","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.1.001B"
"2dd5f7e4-1c91-4eed-818c-eb96f9438e29","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.1.001C"
"687f0623-2e99-47fe-a5c2-7bb98c20755e","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.1.001D"
"0465d18f-829c-434c-a127-a5880db1a77c","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.1.002A"
"df2326e5-fcd8-4552-8628-0db8ee5c2302","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.001B"
"ff57df93-71d0-47ff-b0ec-c57bb86d9f3e","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.001C"
"4fac4ef9-9129-42ad-95e3-9bf05949e532","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.003A"
"494b5a71-4c2b-46c2-a7de-750e5aefb1b1","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.004A"
"1bcb9896-a2d9-4960-9714-d8eac6938594","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.005A"
"634ead98-dc23-48b7-b054-e1b64f6553c1","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.006A"
"b7d67be1-058c-4282-9a2f-18e3b777123f","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.006B"
"4e28b94b-1fd8-4954-a868-bb081a7bb3a7","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.007A"
"c0af0332-7590-427f-b940-f9d56947a06a","","checklist-sectioned","fail","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.008A"
"128bfc68-39a0-4be6-8c29-26ef088221f6","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.009A"
"85dd64bc-b435-4e22-98d0-e5cca5c6d971","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.011A"
"50b6f12f-b76d-4f57-ab52-bf915e4dcf4c","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.013A"
"6c1dabfb-f0a5-4cc3-96ea-5d869f96a4d5","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.014A"
"ed4b4950-0160-4911-843b-7cc366aa8ce1","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.014B"
"3565885b-8b78-4d91-86e8-23405d8f4c7a","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.014C"
"dca9d0dc-b774-4b00-b672-84cd60b01407","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.015A"
"ca46e268-bea3-453c-901e-7ac6fcb11317","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.015B"
"5630f62c-2dda-475f-b872-ca15bfd2d067","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.015C"
"2007b82f-c5e9-492c-b6b5-0641dfccffe6","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.016A"
"ebcab302-5e4e-4db8-aa2d-edafab1d18b2","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.017A"
"33d54f52-d0cd-4f84-8ef9-489b3606a434","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.018A"
"379c7152-1a8b-410b-87a9-d2a1ba57dd81","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.018B"
"f48d8cde-3c5d-4935-a48e-b613c3e2ece4","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.019A"
"7fb48fdb-2e83-48d4-a404-5e9fe8a60ae0","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.041A"
"02c3f70b-ee70-44b7-b1f1-beb02fa8ca12","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.042A"
"96f1f2e2-ccf9-4125-974e-9430c45b2560","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.043A"
"a352a25c-fcc2-41e2-a941-deefdba684cd","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.043B"
"7284a498-caf5-4ec3-95b1-ef4129c9b3c6","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.044A"
"43d3a9ed-81ef-45ad-96b4-3a4c2ec05b44","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.045A"
"a8f4f7ac-fdb0-40ff-8866-deb7e27b5253","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.046A"
"56abfb93-91e9-4462-bf1b-c909173a5b88","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.047A"
"73a05dee-692a-445c-9a9f-386eb0ea502d","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.048A"
"f1e22cac-f65e-405b-9b6a-e417833cbc73","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.049A"
"ab0e3802-9ad4-4af2-84e0-5cdbab56b5c2","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.053A"
"b04a1c89-a6ee-4d1e-8f45-68140d5a3528","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.056A"
"7cdadf94-a6be-423b-83c4-72e4aa74cca7","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.059A"
"b621666f-13d1-4f2d-9165-ca733be40125","","checklist-sectioned","fail","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.059B"
"3a02704a-133c-4cf4-85a5-1f0eacfdcf9f","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.060A"
"da00ec17-6fa0-422c-a309-245f019cc604","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.061A"
"12dd1f81-1a1c-4bb9-913f-251c33a758bf","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.062A"
"656ed25d-950e-4c70-80ee-1a128680b9bf","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.062B"
"6c79b589-35b0-458f-a7a1-d03bfbfd4d87","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.062C"
"980ee6aa-da89-4771-8550-b8a4d870fb63","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.062D"
"bd159905-6e9d-486e-a2e9-4ba41525a2ad","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.062E"
"0a1482f8-97f4-4094-9272-ca1417487e15","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.062F"
"f286b8db-ac68-4bb8-98e5-f9fa063ea16b","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.062G"
"b3432972-4c07-469b-b457-365605f2f12d","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.062H"
"f9a40174-d649-486c-9954-b513ef59fcee","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.062J"
"daaf200e-5ad8-465a-a202-3930f933dcdb","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.062K"
"988ed28e-b764-47ba-86bb-221c33651111","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.062L"
"db799fd2-26bf-40fb-be3f-97b5a28976cd","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.062M"
"813fd5c5-7ab4-486a-9ca5-0522b96002e6","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.064A"
"dfb4007a-1526-4e58-95fd-525319ceddc3","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.066A"
"31cac6bd-9f8a-464e-9367-0924f328c8e0","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.068A"
"c74567a7-57c5-43ac-a3f8-653ad22aeeaf","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.070A"
"53c61bbf-4a53-407e-8f52-d11747ec37b2","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.072A"
"afcc5ce8-b5b7-457f-8999-629b2721900f","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.074A"
"00c17b1d-92c6-4733-bdfc-688d40b1a056","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.076A"
"028fdd75-2f8e-49d7-a1e2-5bd206b4f4e1","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.078A"
"d827cfa6-6a4d-4826-a3ea-446021818352","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.080A"
"f348d0a6-a969-4201-bfd1-3458f38cc9b6","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.082A"
"bf9a0fdc-5d7b-4076-99a1-fad6e828716f","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.085A"
"bd518209-0e98-4572-a186-82179faa924f","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.087A"
"56c07c9d-5be5-4350-8a3b-bb5705dc8eed","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.089A"
"f7862099-f637-460c-8802-87ea15c6f3f4","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.091A"
"56c8cffb-e5cd-4178-8e58-c14b3462d180","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.093A"
"56ef0c33-8835-4fe5-b59c-10e09877c2f6","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.095A"
"f16707b1-59ae-46ea-b671-26d90c499fb5","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.097A"
"03453998-e0a3-42e0-aa22-4e1ad55d2f4f","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.099A"
"ddc62b34-5961-4cd7-8edb-9a0775f0b477","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.101A"
"0810de56-c9d7-4db5-872e-68684affcbfa","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.103A"
"32393342-fc04-4769-a09f-df0689f6938b","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.104A"
"5276e18e-6966-487d-9fec-90b785df5833","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.105A"
"8e551a1b-d728-4963-b38c-b7711f4d85f0","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.106A"
"0c65e2ab-ed72-4333-ba00-fdea47736ade","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.107C"
"b45b6437-d485-4ee4-ac6b-0cc5730bc76c","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.108A"
"679a4b69-8cf6-4eee-bb01-9fda745f6a87","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.108C"
"7ce60fd9-3a56-42c0-b2ad-f59ec2fb507e","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.109A"
"b9d16629-7f6c-43d3-9b58-c4064cda7f9e","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.110A"
"588564ef-3091-4f93-8f2e-14ae955d3969","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.111A"
"a12078fa-27ce-4195-9b2e-2d807f32cc51","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.111B"
"77dfc227-303e-4b11-9dfe-3f9f6cf46f0c","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.112A"
"ba149957-07dd-404c-b3cf-9ff991862b16","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.113A"
"43e556bc-02b8-4dd7-affc-01126850c300","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.114A"
"e343d883-495f-4345-8ef1-659be04d5341","","checklist-sectioned","not-started","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","MSU-D.G.123A"
"b30a7e08-7456-444a-8c46-61c59fedeb70","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","xxxMSU-D.G.001A"
"511e7702-fc81-4fe9-ab7a-4828a63320ec","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","xxxMSU-D.G.012A"
"a7f1c638-c830-4ed2-8cba-2f352fe34b4e","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Door","xxxMSU-D.G.054A"
"f494ccca-a237-4b9b-9217-922a78ca5098","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA - Doors and Windows","MSU","Window"
"2ac7387a-5b01-42a9-a3f4-de9f19610dd7","","checklist-sectioned","not-started","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.001A"
"d32bc623-875e-4b21-a17e-5334521e9e70","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.004A"
"cd4bfe7a-75f7-4077-8358-7b035306a43e","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.005A"
"0dbe1ba1-6992-4c52-9eda-8be7287b264f","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.006A"
"10e06434-db12-485c-8ced-c86b45a1ede6","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.006B"
"a9c8ab6f-b7d8-4563-aea2-a723ac6be871","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.006C"
"c95174e4-160b-4a4a-a144-0b9881f0ebe4","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.006D"
"f9836f02-b8db-4597-88f8-7f5ed2555263","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.011A"
"9d239228-ded7-45a6-b5ab-edaf40cccef3","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.011B"
"552078c3-e7cb-42a8-afc1-31c1c46e1ece","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.012B"
"231b8c6b-8dfa-415f-9b7e-b8a6beca0ef0","","checklist-sectioned","not-started","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.014A"
"7dc61e7e-3743-46fa-9365-db43d37526c3","","checklist-sectioned","not-started","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.014B"
"73e7180e-5fb4-42f9-8167-b324c7af28e9","","checklist-sectioned","not-started","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.015A"
"fe1fe614-bf27-4890-bccf-00901411697f","","checklist-sectioned","not-started","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.015B"
"7d745d05-e9bb-41c5-875f-8071821034b2","","checklist-sectioned","not-started","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.015C"
"57df4b9b-8548-43e4-9c1e-9827b362bb4a","","checklist-sectioned","not-started","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.017A"
"fcbb983c-ae00-4b55-8ef7-0ecedef27fe6","","checklist-sectioned","not-started","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.017B"
"f24ba863-e2cc-4398-beb8-b9fbf8ab7360","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.017C"
"393031d5-f571-44fc-a6c0-8b6a6a2022b4","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.018A"
"90af02c6-af12-4e8f-a5a8-4e441ff02116","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.018B"
"16fe6170-4fae-4d9a-a13f-d0bb2f268dec","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.018C"
"16463512-11cf-4184-bd1a-2fd164d9dfc8","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.018E"
"0a83fcdf-9f79-4fcf-b1f6-b51d6051dcc4","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.018F"
"d9a4883f-b697-413f-ab89-dbf6bd391d78","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MSU","Window","MSU-W.G.018G"
