"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9c19783f-566b-4a4e-bd12-a14a09a5ee0f","","fail","","folder","TRUE","FALSE","Site QA"
"ab6f9ee6-6599-4c7c-8d66-d37492459fe8","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0"
"abf2cd43-8883-4975-9466-fbc3a52b8765","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-02"
"35dee480-b919-41b4-9987-f742824ad001","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-19"
"bfe3e0d6-a58f-4967-bf13-4f32d1edbc16","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-23"
"e8efca39-6151-4126-b124-15ab1d49d419","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-06"
"70d3121a-6b25-42d4-acf5-ab45a69041ca","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-10"
"de74bf39-3d62-4235-bedc-1b3155aeafab","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-13"
"c75b8d44-75a3-4771-8ad1-f519da70042f","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-26"
"5bcb59f6-b445-40a2-aa88-2acf87770c25","","work-in-progress","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-28"
"f947751d-36ef-4129-b2ad-cf9983e6d88b","","work-in-progress","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-29"
"30ff7ab7-16a1-4f6d-a384-d5b6278c919b","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-32"
"0271828c-2188-411e-b45d-0502fd5a3320","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-32"
"b7ccd516-8ddf-4e77-9757-f32842b5970f","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-33"
"a6c9556e-0341-4c00-a892-96bc90b260dc","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-34"
"34e31035-6357-474b-bd86-2e1198a9e4df","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-15"
"9c6457d7-29c0-4101-a6c1-64b9ac99141c","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-20"
"a9841c2a-f4f4-4dcf-83af-9322451f8bad","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-31"
"ce1b3c39-ca5c-4a81-a5f6-c446fdbee0b0","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-18"
"c7860bce-27d3-49e3-89bb-1337225aec01","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-05 (H)"
"7af059da-329c-4dd4-8b48-ba970aaaf757","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-24 (H)"
"530bf374-d48a-4740-9792-dc9e3a62021f","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-30"
"8fcf2668-d87e-42ec-8e1a-7f2bffaeb8ff","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-07 (H)"
"e471fec0-c06f-4fd2-b977-3a55b7757466","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-21"
"96b23140-2bcd-48b1-8d59-834bd49ed077","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-16"
"13e1cfff-c941-4f99-bb4f-2374029eae07","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-08"
"45336d56-553b-444a-9a93-1d15077cef1c","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-04"
"f11982eb-9ed2-4a0f-be7a-563ae2ea11fc","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-17"
"288c82ef-e283-4344-89f6-b968c6400a7e","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-09"
"9b769fc2-50ad-4dfd-a1bd-faa71ad408b7","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-14"
"fbdfde4f-2684-47d7-97a0-2617da18b8a5","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 3 ","Level 3 Window No. B3-25"
"bdbb2b5e-85da-42f0-8355-9190da4a85a0","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 4 "
"c034a49e-9b0f-40bb-8ad2-8c06b3e82d6f","","work-in-progress","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B5-01"
"9cf6e525-72fc-44a4-b597-45b67ef849c1","","work-in-progress","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B5-05"
"b0018e88-509b-48a0-819b-4d7b0f00bd12","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B5-06"
"13035a09-99d8-468f-813d-64086d35a971","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B5-04"
"80ebd325-0f90-43b8-88af-1de7156bcf3d","","work-in-progress","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B5-10"
"f6c88bac-ed32-481b-b7a5-51bb8ca25c56","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B5-03"
"b8b6e655-3f04-4a65-8e0f-e57a1f1e265f","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B5-11"
"ca093105-def2-4a11-9470-b384702146ea","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B5-02"
"e868c5a2-ad94-4d25-9319-39f40632d849","","work-in-progress","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B5-07"
"2d02427b-8fb6-481c-9326-a8bc59d976e4","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B5-08"
"8ba588f7-4fd3-4350-876c-cb295bd777a9","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B5-09"
"c5efa127-aa40-40bb-bb22-326abed1dcca","","work-in-progress","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B5-04"
"81fb2fd5-0410-4f1f-836d-0c297edcc523","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B5-07, Window Type Z8 15no. In Total "
"f37dc257-071d-42f6-b976-d2d3571d12cf","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-03"
"89e01fcf-da43-4a46-9943-d94476ecb403","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-09"
"45dee427-8d47-43ab-b9e3-9278c98d1e8d","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-32"
"599eb794-8562-4356-9339-3d524ec77b4e","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-17"
"b8a74bc4-ba42-4467-89a9-80535b35b528","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-19"
"17099c1f-8e8f-47b6-b0df-9480869d49e0","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-05"
"5ff9130d-2bed-4ea5-9fb2-d85d4b491476","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-29"
"58e484d4-dd94-489e-a72c-ff576d6fa8e7","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-33"
"294e2acd-e447-415a-91c6-58270e0463ae","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-27"
"1b9aa6ab-6067-4711-b3e6-abe004179db6","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-23"
"f1e4692f-e282-4a6d-9e8d-2b6f63556155","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-26"
"94b4bfc4-b5f5-4fc3-940c-76e6efa116b3","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-15"
"26ac57b0-e294-44df-9b95-3a5f9490011a","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-18"
"c6213729-c8d3-4ba0-9b81-5d8035171a55","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-02"
"42372f55-9cd5-478f-9064-5b82f855220b","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-06"
"8ea3954a-5d42-43b5-b9a6-26ecbeb9fea2","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-12"
"7d56216a-578f-493d-86c9-3431bcee640d","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-13"
"f3738579-4123-412a-9793-90a63ab56ff4","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-14"
"8db91815-dc56-47fd-a385-69b22589e368","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-16"
"2651917d-58e7-4cd5-a998-765078b7a982","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-22"
"0a0021b5-712b-439b-bdee-d2ad6cb239d8","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-08"
"8e23a17d-649a-4f26-81f3-6706d0512e0a","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-30"
"4690f9e4-bfb7-49a6-9238-564fdfc804a3","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-07"
"c727e5e6-370b-43e5-803a-aa450f09777e","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-20"
"5d158867-5444-4244-abbb-65adc26c8766","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-25"
"0cf43beb-c326-46c6-a8db-7d7e03ed9113","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-11"
"dd9f11f6-9f55-40e0-9207-b4c379ff72cd","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-10"
"45675373-930a-4b38-9cdb-e463b573b574","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-04"
"d301675e-25bf-4310-9213-001bda41d79b","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-28"
"1875eb31-941f-4418-830a-ea3b0f16fcb8","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-31"
"c07e8a95-662a-4d27-b9dc-8c687add826f","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-21"
"875fd222-e566-4446-a402-af00fded3aaa","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-24"
"480a0724-ed06-4bed-b791-1a25062fafd4","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. A4-01"
"78fe1234-4b72-4807-bed4-74bd78cabad7","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B4-04"
"3c519c73-45ad-4c35-9f7e-a70a345b0862","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B4-09"
"904d895d-c99e-42c6-bbd4-e98dba69bda8","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B4-05"
"e1aa679c-0074-4c95-9849-7d71d4073744","","work-in-progress","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B4-08"
"da06d3ce-d7d9-44aa-b7ab-283c31ce26fe","","work-in-progress","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B4-10"
"9dbcc01a-ee82-4974-bf3f-03415aeb0f90","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B4-11"
"4fbbcad1-4bd3-4f09-a043-c78020ad58a0","","work-in-progress","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B4-13"
"de8f814f-d750-4ae8-8c25-13ab4dfb2abc","","work-in-progress","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B4-15"
"4a75ec7e-c83d-402e-afae-168dca96fbd9","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B4-14"
"a43e8922-e2a5-4f8a-ad5a-7ebb15b364eb","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B4-05"
"62d15553-570f-4f27-af59-6419d3dbceb8","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B4-12"
"8bc6e560-a103-4a81-a23d-96de81c9ef08","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B4-03"
"8570c494-464c-4883-b671-5d56b53175ab","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B4-03"
"0a364639-c8e2-4af9-a967-68b225e89fcf","","work-in-progress","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B4-01"
"fcce46d1-1768-4a62-82bd-918bcdf581c3","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B4-07"
"36d7fcbd-a5b5-4b33-bdec-f34965b7aa18","","not-started","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Site QA","Level 4 ","Level 4 Window No. B4-02"
