Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,,,,,,,
10a01a9a-aece-505c-ba61-18bc00c002c5,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 1 ,Level 1 Window No. B1-18,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
ee6ecbe2-63a1-5d1e-921f-9411fe0729ab,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 1 ,Level 1 Window No. B1-05,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
70a803d8-45f0-5b03-88c5-460e6fab31c8,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 1 ,Level 1 Window No. B1-06,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
81ff0bc4-596c-5c75-bb7a-9af1eac46f47,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 1 ,Level 1 Window No. B1-04,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
d3523e70-ecd9-51f0-bf12-e744f2faca9d,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 1 ,Level 1 Window No. B1-27,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
28618a75-4c21-59a1-9a39-11e825d2ccdf,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 1 ,Level 1 Window No. B1-03,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
a76ff7d4-ec48-5c72-8726-5d90aa38f395,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 1 ,Level 1 Window No. B1-02,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
1288aad5-492b-5cdc-a24b-7339afaa96f3,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 2,Level 2 Window No. A2-15,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
beace7a4-22a6-5dbd-89ba-b3647e7562e2,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 2,Level 2 Window No. A2-33,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
594e8915-cc7f-5bab-bd86-e9e4292a6808,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 2,Level 2 Window No. A2-24,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
67450509-122e-5a8e-a6e8-cd001afb2c90,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 2,Level 2 Window No. A2-07,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
2ff03c55-8eb4-5146-a5fb-bc687eda2426,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 2,Level 2 Window No. A2-11,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
40958bfc-fb17-5d3d-b102-f268d87cd74c,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 2,Level 2 Window No. A2-10,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
8a49bcaf-3550-5a68-8e28-7ef060aaee5d,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 2,Level 2 Window No. A2-25,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
fd550d12-7a6e-50b5-a862-98a3ede0db53,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 2,Level 2 Window No. A2-04,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
41f9a1e1-8560-599d-846c-8ca6b9fcdcc0,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 2,Level 2 Window No. A2-31,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
cb486f6c-ab66-53e1-8ca2-abbdcbb08353,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 2,Level 2 Window No. A2-01,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
db5543fb-204d-59ac-a7e0-4cf44eab4000,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 2,Level 2 Window No. B2-06,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
fa994b2c-0115-5741-b5d6-f2f359051348,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 2,Level 2 Window No. B2-01,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
35666fc4-1cf5-5bee-b7c6-363138678076,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 2,Level 2 Window No. B2-03,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
f18e7f55-6eac-533c-acb5-f9100b7fa350,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 2,Level 2 Window No. B2-02,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
0334590c-8faf-5f4a-a16f-2414b805d7c9,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 2,Level 2 Window No. B2-19,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
032ec7bb-8a2d-53ea-8db3-7455076fe7ab,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 2,Level 2 Window No. B2-05,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
7de79b52-d231-5d78-b7d8-2166df2fb06f,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 2,Level 2 Window No. B2-28,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
0c1a11ae-f667-5fef-8430-5d385032bef3,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 2,Level 2 Window No. B2-29,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
5fb074da-d632-5fef-b639-a5e55b992736,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 2,Level 2 Window No. B2-34,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
1b5d4ce3-e051-580e-881e-65a78420908d,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 2,Level 2 Window No. B2-20,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
8f64b032-d53e-574f-aa8c-8981d68ad9bf,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 2,Level 2 Window No. B2-05 (H),"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
ac7e3663-c318-54fe-8427-5a7f636e2dad,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 2,Level 2 Window No. B2-07 (H),"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
402a5f7e-a454-5317-b177-7df781ac7f97,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 2,Level 2 Window No. B2-04,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
96c67cad-305c-5980-af35-f8ce8ec00e78,,not-started,,checkpoint,TRUE,TRUE,Site QA,Skylights ,"SK-01, SK-02, SK-03, SK-04","Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
e8e3a3ab-b611-5876-9894-c236f0d22491,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 3 ,Level 3 Window No. A3-36,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
b801962f-1777-51c2-b92c-f2d6690ec41f,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 3 ,Level 3 Window No. A3-23,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
2e3c10d8-a6af-5281-b2d8-ab11052881b1,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 3 ,Level 3 Window No. A3-37,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
87a06314-be20-59d0-8206-0963bb8d896b,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 3 ,Level 3 Window No. A3-27,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
ed390240-a194-522b-81a5-7542cd563fc0,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 3 ,Level 3 Window No. A3-28,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
ea706ecb-fd57-5090-9286-8585eb8c2e3b,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 3 ,Level 3 Window No. A3-15,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
1518aea9-8c0c-5da9-b608-df91cbca2be3,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 3 ,Level 3 Window No. A3-16,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
fa60455e-38b6-50f3-9994-c7e0b3c8c987,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 3 ,Level 3 Window No. A3-22,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
bc4c2ed6-b71a-51b8-b85a-abe33eedad80,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 3 ,Level 3 Window No. A3-29,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
3e87d8c1-26bb-582a-bbfe-a9d3312097e4,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 3 ,Level 3 Window No. A3-30,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
c8ef2e0e-cebb-5fdf-bf99-8ed0eeecc05d,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 3 ,Level 3 Window No. A3-26,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
bbf7ac85-7d92-5c76-b315-f30c36cb278a,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 3 ,Level 3 Window No. A3-04,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
258437d6-7cdb-5c44-833a-7ef208970156,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. B5-04,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
33874a11-d282-5c3b-8a50-e5ac3446a6ba,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. B5-03,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
d9333081-ad9e-5078-97c6-ee78995aac32,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. B5-11,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
08ecc202-e2df-55c8-a60d-4f96eecd399b,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. B5-02,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
c0f2c97f-1ccb-5296-9513-0adacfc68016,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. B5-08,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
6c3c6f62-1ed0-50ed-bf00-ca0ac556567d,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. B5-09,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
c781f014-5632-52a5-8288-24deda2ccacb,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,"Level 4 Window No. B5-07, Window Type Z8 15no. In Total ","Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
df171671-a98a-5313-b383-0c418cc8843b,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-03,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
aeb51773-d8ee-59cc-8cea-9670b698188e,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-09,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
e8cbc8f6-b070-571e-ba25-790255b4e4ea,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-32,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
108f5198-347b-5787-bd70-08c56e9b3e9a,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-17,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
34d68a66-e07b-5844-ba47-19e8730e907b,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-19,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
31f46b3b-eb13-5cea-bd30-b61cc86a343f,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-05,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
00dd8791-2345-5aff-85e4-55132d1205af,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-29,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
47214359-38fd-58bd-875b-b01be18456d2,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-33,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
40ffd350-48cf-584c-8023-e607c1693f53,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-27,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
e01ad64a-cf0e-565d-b779-b6932c730707,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-23,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
135d6038-5cd6-5456-88f3-4808c69e5317,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-26,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
85657535-b649-5955-9446-952e13bdc151,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-15,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
01ca9234-2fbf-5413-a4f6-b52d6a2e47db,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-18,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
bd95ae7e-681e-5583-bf1e-00f0765c6717,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-02,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
3333468a-8c3f-58f2-ab62-4ba7282eb644,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-06,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
5f39e01a-f5e5-599e-ae99-f3bb40cba1c4,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-12,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
72109bc4-5794-5cb7-b78c-b583b77d4c6d,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-13,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
50f09e44-425c-5e31-911c-6db46c5153a3,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-14,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
ad03c3bc-1f11-5f64-8b36-e9255e834603,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-16,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
81f61252-437e-5687-a238-14793a351ac0,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-22,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
6b27c6a8-2c5c-540a-8bbb-ae1f8054dffb,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-08,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
4809b02d-05b2-5cbe-96f3-da88f58a7228,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-30,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
90670841-7da1-5941-9655-becf13cf5ffb,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-07,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
b0949474-536d-59f5-8eaf-9b66f60f73ef,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-20,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
f7417b40-40b4-543e-8aba-5c379d755451,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-25,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
076a23b6-2d63-5aff-9eac-6a13cb34c632,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-11,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
