"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,
,"Rows"
,,"GF","grouping","gf"
,,"Lobby","dynamic","gf","lobby"
,,"APT 1","dynamic","apt 1","gf"
,,"APT 2","dynamic","apt 2","gf"
,,"APT 3","dynamic","gf","apt 3"
,,"APT 4","dynamic","apt 4","gf"
,,"First Floor","grouping","first floor"
,,"APT 5","dynamic","first floor","apt 5"
,,"APT 6","dynamic","apt 6","first floor"
,,"APT 7","dynamic","first floor","apt 7"
,,"APT 8","dynamic","first floor","apt 8"
,,"APT 9","dynamic","first floor","apt 9"
,,"APT 10","dynamic","first floor","apt 10"
,,"APT 11","dynamic","first floor","apt 11"
,,"APT 12","dynamic","first floor","apt 12"
,,"Second Floor","grouping","second floor"
,,"APT 13","dynamic","apt 13","second floor"
,,"APT 14","dynamic","second floor","apt 14"
,,"APT 15","dynamic","second floor","apt 15"
,,"APT 16","dynamic","apt 16","second floor"
,,"APT 17","dynamic","apt 17","second floor"
,,"APT 18","dynamic","second floor","apt 18"
,,"APT 19","dynamic","second floor","apt 19"
,,"APT 20","dynamic","apt 20","second floor"
,,"Third Floor","grouping","third floor"
,,"APT 21","dynamic","third floor","apt 21"
,,"APT 22","dynamic","apt 22","third floor"
,,"APT 23","dynamic","apt 23","third floor"
,,"APT 24","dynamic","apt 24","third floor"
,,"APT 25","dynamic","third floor","apt 25"
,,"APT 26","dynamic","apt 26","third floor"
,,"APT 27","dynamic","apt 27","third floor"
,,"APT 28","dynamic","apt 28","third floor"
,,"Fourth Floor","grouping","fourth floor"
,,"APT 22 (Mezz)","dynamic","apt 22 (mezz)","fourth floor"
,,"APT 23 (Mezz)","dynamic","fourth floor","apt 23 (mezz)"
,,"APT 24 (Mezz)","dynamic","apt 24 (mezz)","fourth floor"
,,"APT 25 (Mezz)","dynamic","fourth floor","apt 25 (mezz)"
,,"APT 26 (Mezz)","dynamic","fourth floor","apt 26 (mezz)"
,,"APT 27 (Mezz)","dynamic","fourth floor","apt 27 (mezz)"
,,"APT 28 (Mezz)","dynamic","fourth floor","apt 28 (mezz)"
,"Columns"
,,"Subframe installation",,"subframe installation"
,,"Frame Installation",,"frame installation"
,,"Glass",,"glass"
,,"Commissioning",,"commissioning"

