"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1e2a8570-ecc4-4e18-bdd1-531a3db2d4c7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"050f0a1c-ea6d-4077-a0bb-8a69e0aa1105","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ground Floor"
"ab0ca54b-5c73-4d33-8dea-39b496e507e8","","checklist-sectioned","not-started","SYS - Concrete Pre-Pour Checklist (old version)","checklist","FALSE","FALSE","Site QA","Ground Floor","Pre-Pour"
"3fe98164-8619-4d8a-8523-bba42132de24","","checklist-sectioned","not-started","SYS - Concrete Post-Pour Checklist (old version)","checklist","FALSE","FALSE","Site QA","Ground Floor","Post-Pour"
"0ea23f8f-88f4-4fed-a82a-a3cd1ff27b5e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 1"
"2bfbe3ec-a938-40f2-9eb8-848ac171026b","","checklist-sectioned","work-in-progress","SYS - Concrete Pre-Pour Checklist (old version)","checklist","FALSE","FALSE","Site QA","Level 1","Pre-Pour"
"1cf247cf-9294-4625-921d-a4b658f25913","","checklist-sectioned","not-started","SYS - Concrete Post-Pour Checklist (old version)","checklist","FALSE","FALSE","Site QA","Level 1","Post-Pour"
