"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"89b43e42-95e8-435a-beed-da594975909d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacturing QA"
"b9433446-a8b6-423e-afde-da5bbeeaad86","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","Site Photos"
"e6bfd98e-ced0-4d63-9e3e-b7d84b219026","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","Site Photos","August 23"
"470aa70f-312c-4ba0-b10a-5f98ae9e3113","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","Site Photos","September 23"
"f3e4c72b-7598-4a24-bdd9-cc020f73ae2b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","Site Photos","October 23"
"4f47fd37-42c8-414a-bd60-639171f7d4e9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","Site Photos","November 23"
"f1d04a88-986d-4aa2-9000-00f349550757","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","Site Photos","December 23"
"cacc0c09-147f-4f83-ac48-d9e2359b78ee","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","Site Photos","January 24"
"6e3ca306-f383-49b3-bc6d-b1870a60987c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","Site Photos","February 24"
"0cd95068-2f60-4882-8274-d7c43759aa72","","checklist-sectioned","not-started","Precast casting","checklist","FALSE","FALSE","Manufacturing QA","Precasting"
"e08395b5-78bd-4222-b27d-eb83b97f93ab","Unsupported Children: folder-normal NCR Forms(fc0dfeca-494c-56b3-9bff-c6cc21ce5410)","checklist-sectioned","not-started","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","TP1"
"fc0dfeca-494c-56b3-9bff-c6cc21ce5410","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","TP1","NCR Forms"
"bfeec1d4-e69b-4f17-acdb-931deda34d83","Unsupported Children: folder-normal NCR Forms(60a9a349-b332-5d9e-84f4-4c79b2af4128)","checklist-sectioned","not-started","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","TP2"
"60a9a349-b332-5d9e-84f4-4c79b2af4128","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","TP2","NCR Forms"
"13aeebd8-6817-47eb-aac6-a96e645d2517","Unsupported Children: folder-normal NCR Forms(0961b258-25b3-5989-a120-2a23991ae2c4)","checklist-sectioned","not-started","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","TP3"
"0961b258-25b3-5989-a120-2a23991ae2c4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","TP3","NCR Forms"
"9c21ff0c-12ac-4773-893e-e15590832da1","Unsupported Children: folder-normal NCR Forms(f8d9b91a-2e28-50a6-b572-1e9615c9c900)","checklist-sectioned","not-started","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","X 001"
"f8d9b91a-2e28-50a6-b572-1e9615c9c900","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","X 001","NCR Forms"
"db13c82a-d415-4074-ba20-b4fb95fd14a0","Unsupported Children: folder-normal NCR Forms(d0aa976e-e1d7-5a65-82cf-2e8001d3eb92)","checklist-sectioned","not-started","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","X 002"
"d0aa976e-e1d7-5a65-82cf-2e8001d3eb92","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","X 002","NCR Forms"
"bff238c7-32e9-4836-90af-17aabbb14054","Unsupported Children: folder-normal NCR Forms(86f0c540-c70c-5f3a-9760-af4051dcdaad)","checklist-sectioned","not-started","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","X 003"
"86f0c540-c70c-5f3a-9760-af4051dcdaad","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","X 003","NCR Forms"
"fdb8ac19-14f0-4f43-a2d7-9b00e29cf03f","Unsupported Children: folder-normal NCR Forms(8ded9ffe-b6cf-58ff-8c0a-2aa6cdee48b4)","checklist-sectioned","not-started","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","X 101"
"8ded9ffe-b6cf-58ff-8c0a-2aa6cdee48b4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","X 101","NCR Forms"
"8df8a6eb-61df-4dff-b38c-de5d98c07cbc","Unsupported Children: folder-normal NCR Forms(a32794f3-2285-52b1-b4cc-097d59eeea02)","checklist-sectioned","not-started","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","X 101A"
"a32794f3-2285-52b1-b4cc-097d59eeea02","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","X 101A","NCR Forms"
"5680dff7-3724-4490-92d0-6076e36030f6","Unsupported Children: folder-normal NCR Forms(ec8c364c-d8a9-501a-9c66-882634126771)","checklist-sectioned","not-started","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","X 102"
"ec8c364c-d8a9-501a-9c66-882634126771","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","X 102","NCR Forms"
"72970101-136c-44ef-afc9-ecda438bd8c2","Unsupported Children: folder-normal NCR Forms(a2dcacf7-7c9b-5f4d-b0e0-ee928101f5f7)","checklist-sectioned","not-started","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","X 103"
"a2dcacf7-7c9b-5f4d-b0e0-ee928101f5f7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","X 103","NCR Forms"
"6f048eec-c670-43d6-b623-067d0e3a3bfc","Unsupported Children: folder-normal NCR Forms(34338b15-3d21-5807-a4fc-5deb281d5ac4)","checklist-sectioned","not-started","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","X 201"
"34338b15-3d21-5807-a4fc-5deb281d5ac4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","X 201","NCR Forms"
"b6b57c1b-68f1-458a-94a2-2c6ed3546b3d","Unsupported Children: folder-normal NCR Forms(a616ae72-39dc-56e4-91e6-e66e0b02f93c)","checklist-sectioned","not-started","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","X 202"
"a616ae72-39dc-56e4-91e6-e66e0b02f93c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","X 202","NCR Forms"
"f8b0c44c-ce9e-4153-b14c-90ea3f9b90c5","Unsupported Children: folder-normal NCR Forms(2309ec22-35f4-54c5-a8d0-d696a7b6e821)","checklist-sectioned","not-started","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","X 204"
"2309ec22-35f4-54c5-a8d0-d696a7b6e821","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","X 204","NCR Forms"
"570dd3bc-4553-4fcd-86de-0564dea1be5c","Unsupported Children: folder-normal NCR Forms(ee16bf98-d09c-5014-8477-75d025441adc)","checklist-sectioned","not-started","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","X 205"
"ee16bf98-d09c-5014-8477-75d025441adc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","X 205","NCR Forms"
"2773cb37-bc13-4633-9abf-f4b50e889b3f","Unsupported Children: folder-normal NCR Forms(49ef60f9-5f91-5f54-904f-ae6f0fb9bdc8)","checklist-sectioned","not-started","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","X 206"
"49ef60f9-5f91-5f54-904f-ae6f0fb9bdc8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","X 206","NCR Forms"
"7e5cb77d-8059-4f58-9492-f9e2d879ede6","Unsupported Children: folder-normal NCR Forms(2278c96f-c7c9-52e7-b57e-b6a8d9a2ccb6)","checklist-sectioned","not-started","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","X 207"
"2278c96f-c7c9-52e7-b57e-b6a8d9a2ccb6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Manufacturing QA","X 207","NCR Forms"
"173db0f1-b55d-4ab8-964a-cbf78bd245b7","Unsupported Children: folder-normal NCR Forms(bff25f01-a373-5dad-8e0f-47c4ccd18116)","checklist-sectioned","not-started","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","X 208"
