resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,step,,,Terminal,,,,,,,,
,,step,,,,Transformers,,,,,,,
Testing & Commissioning - HV/LV Transformers,,checklist,,,,,EL-SUB-01-301 (T1),,,,,,
Testing & Commissioning - HV/LV Transformers,,checklist,,,,,EL-SUB-01-203 (T3),,,,,,
Testing & Commissioning - HV/LV Transformers,,checklist,,,,,EL-SUB-01-401 (T2),,,,,,
Testing & Commissioning - HV/LV Transformers,,checklist,,,,,EL-SUB-01-201 (PC-1),,,,,,
Testing & Commissioning - HV/LV Transformers,,checklist,,,,,EL-SUB-01-202 (PC-2),,,,,,
Testing & Commissioning - HV/LV Transformers,,checklist,,,,,EL-SUB-01-701 (COOLING),,,,,,
Testing & Commissioning - HV/LV Transformers,,checklist,,,,,EL-SUB-01-103 (PW-1),,,,,,
Testing & Commissioning - HV/LV Transformers,,checklist,,,,,EL-SUB-01-104 (PW-2),,,,,,
Testing & Commissioning - HV/LV Transformers,,checklist,,,,,EL-SUB-01-205 (PE-1),,,,,,
Testing & Commissioning - HV/LV Transformers,,checklist,,,,,EL-SUB-01-206 (PE-2),,,,,,
,,step,,,,Main Switchboards,,,,,,,
,,step,,,,,EL-MSBE-01-301 (T1),,,,,,
,,step,,,,,,Main Switchboards,,,,,
Testing & Commissioning - Main Switchboards (Pre-Energisation),,checklist,,,,,,,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),,,,
Testing & Commissioning - Main Switchboards (Energised),,checklist,,,,,,,WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),,,,
,,step,,,,,,Low Voltage Cables (Mains/Submains),,,,,
,,step,,,,,,,301-001 EL-SUB-01-301,,,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Pre-Energisation),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31052000 Construction Tests (Pre-energisation),,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Energised),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31053000 Component (Energised),,,
,,step,,,,,,,301E-001 450kVAR PFC,,,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Pre-Energisation),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31052000 Construction Tests (Pre-energisation),,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Energised),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31053000 Component (Energised),,,
,,step,,,,,,,301-003 EL-MSBN-01-301,,,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Pre-Energisation),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31052000 Construction Tests (Pre-energisation),,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Energised),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31053000 Component (Energised),,,
,,step,,,,,,,301E-022 EL-SUBDB-01-301,,,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Pre-Energisation),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31052000 Construction Tests (Pre-energisation),,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Energised),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31053000 Component (Energised),,,
,,step,,,,,,,301E-023 EL-UPSIO-01-301,,,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Pre-Energisation),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31052000 Construction Tests (Pre-energisation),,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Energised),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31053000 Component (Energised),,,
,,step,,,,,,,301E-024 BHS-SDB-01-502,,,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Pre-Energisation),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31052000 Construction Tests (Pre-energisation),,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Energised),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31053000 Component (Energised),,,
,,step,,,,,,,301E-026 BHS-SDB-01-503,,,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Pre-Energisation),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31052000 Construction Tests (Pre-energisation),,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Energised),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31053000 Component (Energised),,,
,,step,,,,,,,301E-027 EL-PVDB-06-501,,,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Pre-Energisation),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31052000 Construction Tests (Pre-energisation),,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Energised),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31053000 Component (Energised),,,
,,step,,,,,,,"301E-029 ME-EMSSB-[01,02,06]-501 T-OFFS",,,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Pre-Energisation),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31052000 Construction Tests (Pre-energisation),,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Energised),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31053000 Component (Energised),,,
,,step,,,,,,,301E-033 ME-EMSSB-07-301,,,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Pre-Energisation),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31052000 Construction Tests (Pre-energisation),,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Energised),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31053000 Component (Energised),,,
,,step,,,,,,,301E-066 ME-EMSSB-02-[101-102] T-OFFS,,,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Pre-Energisation),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31052000 Construction Tests (Pre-energisation),,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Energised),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31053000 Component (Energised),,,
,,step,,,,,,,301E-040 ME-LSMSSB-07-301,,,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Pre-Energisation),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31052000 Construction Tests (Pre-energisation),,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Energised),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31053000 Component (Energised),,,
,,step,,,,,,,301E-065 EL-LSDB-01-301,,,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Pre-Energisation),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31052000 Construction Tests (Pre-energisation),,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Energised),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31053000 Component (Energised),,,
,,step,,,,,,,301E-039 ME-LSMSSB-06-501,,,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Pre-Energisation),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31052000 Construction Tests (Pre-energisation),,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Energised),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31053000 Component (Energised),,,
,,step,,,,,,,301-002 EL-GENBOX-02-701,,,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Pre-Energisation),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31052000 Construction Tests (Pre-energisation),,,
Testing & Commissioning - Low Voltage Cables - Mains/Submains (Energised),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31053000 Component (Energised),,,
,,step,,,,,,Low Voltage Busduct,,,,,
,,step,,,,,,,C1a,,,,
Testing & Commissioning - Low Voltage Busduct (Pre-Energisation),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31062000 - Construction Tests (Pre-energisation),,,
Testing & Commissioning - Low Voltage Busduct (Energised),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31063000 - Component (Energised),,,
,,step,,,,,,,C1b,,,,
Testing & Commissioning - Low Voltage Busduct (Pre-Energisation),,checklist,,,,,,,,WSA20-MPX-04000-EL-ITC-31062000 - Construction Tests (Pre-energisation),,,
