resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,PV DBs,,,,,,,,
,step,,,,EL-PVDB-02-101,,,,,,,
,step,,,,,Distribution Boards,,,,,,
Testing & Commissioning - Distribution Boards (Pre-Energisation),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31042000 - Construction Tests (Pre-energisation),,,,,
Testing & Commissioning - Distribution Boards (Energised),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31043000 - Component (Energised),,,,,
,step,,,,,Solar Photovoltaic System,,,,,,
Testing & Commissioning - Solar Photovoltaic System (Pre-energisation),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31152000 - Construction Tests (Pre-energisation),,,,,
Testing & Commissioning - Solar Photovoltaic System (Energised),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31152000 - Construction Tests (Energised),,,,,
,step,,,,EL-PVDB-02-202,,,,,,,
,step,,,,,Distribution Boards,,,,,,
Testing & Commissioning - Distribution Boards (Pre-Energisation),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31042000 - Construction Tests (Pre-energisation),,,,,
Testing & Commissioning - Distribution Boards (Energised),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31043000 - Component (Energised),,,,,
,step,,,,,Solar Photovoltaic System,,,,,,
Testing & Commissioning - Solar Photovoltaic System (Pre-energisation),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31152000 - Construction Tests (Pre-energisation),,,,,
Testing & Commissioning - Solar Photovoltaic System (Energised),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31152000 - Construction Tests (Energised),,,,,
,step,,,,EL-PVDB-06-501,,,,,,,
,step,,,,,Distribution Boards,,,,,,
Testing & Commissioning - Distribution Boards (Pre-Energisation),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31042000 - Construction Tests (Pre-energisation),,,,,
Testing & Commissioning - Distribution Boards (Energised),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31043000 - Component (Energised),,,,,
,step,,,,,Solar Photovoltaic System,,,,,,
Testing & Commissioning - Solar Photovoltaic System (Pre-energisation),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31152000 - Construction Tests (Pre-energisation),,,,,
Testing & Commissioning - Solar Photovoltaic System (Energised),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31152000 - Construction Tests (Energised),,,,,
,step,,,,EL-PVDB-06-601,,,,,,,
,step,,,,,Distribution Boards,,,,,,
Testing & Commissioning - Distribution Boards (Pre-Energisation),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31042000 - Construction Tests (Pre-energisation),,,,,
Testing & Commissioning - Distribution Boards (Energised),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31043000 - Component (Energised),,,,,
,step,,,,,Solar Photovoltaic System,,,,,,
Testing & Commissioning - Solar Photovoltaic System (Pre-energisation),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31152000 - Construction Tests (Pre-energisation),,,,,
Testing & Commissioning - Solar Photovoltaic System (Energised),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31152000 - Construction Tests (Energised),,,,,
,step,,,,EL-PVDB-07-301,,,,,,,
,step,,,,,Distribution Boards,,,,,,
Testing & Commissioning - Distribution Boards (Pre-Energisation),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31042000 - Construction Tests (Pre-energisation),,,,,
Testing & Commissioning - Distribution Boards (Energised),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31043000 - Component (Energised),,,,,
,step,,,,,Solar Photovoltaic System,,,,,,
Testing & Commissioning - Solar Photovoltaic System (Pre-energisation),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31152000 - Construction Tests (Pre-energisation),,,,,
Testing & Commissioning - Solar Photovoltaic System (Energised),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31152000 - Construction Tests (Energised),,,,,
,step,,,,EL-PVDB-07-302,,,,,,,
,step,,,,,Distribution Boards,,,,,,
Testing & Commissioning - Distribution Boards (Pre-Energisation),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31042000 - Construction Tests (Pre-energisation),,,,,
Testing & Commissioning - Distribution Boards (Energised),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31043000 - Component (Energised),,,,,
,step,,,,,Solar Photovoltaic System,,,,,,
Testing & Commissioning - Solar Photovoltaic System (Pre-energisation),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31152000 - Construction Tests (Pre-energisation),,,,,
Testing & Commissioning - Solar Photovoltaic System (Energised),checklist,,,,,,WSA20-MPX-04000-EL-ITC-31152000 - Construction Tests (Energised),,,,,
