Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Ground Floor - Fire Alarm & OWS,dynamic,fire alarm & ows,ground floor
,,Ground Floor - MASDS,dynamic,ground floor,masds
,,Ground Floor - Generators,dynamic,generators,ground floor
,,First Floor - Fire Alarm & OWS,dynamic,fire alarm & ows,first floor
,,First Floor - MASDS,dynamic,first floor,masds
,,Second Floor - Fire Alarm & OWS,dynamic,fire alarm & ows,second floor
,,Second Floor - MASDS,dynamic,second floor,masds
,,Roof - Fire Alarm & OWS,dynamic,fire alarm & ows,roof
,,Roof - MASDS,dynamic,roof,masds
,,Office Block,dynamic,office block,
,Columns,,,,
,,Fire Alarm Install,,fire alarm install,
,,FDCIE Install,,fdcie install,
,,Fire Extinguishers Install,,fire extinguishers install,
,,Occupant Warning System Install,,occupant warning system install,
,,Fire Electrical Commissioning Test,,fire electrical commissioning test,
,,OWS Commissioning,,ows commissioning,
,,MASDS Rough In & Fit Off,,masds rough in & fit off,
