"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7476166a-d1ce-42e4-a46d-4402bbf1ac4e","","folder-normal","not-started","","step","TRUE","FALSE","Building 3"
"63f2b195-a2b1-453d-85d3-93e12944ba7a","","folder-normal","not-started","","step","TRUE","FALSE","Building 3","Ground Floor"
"96f28548-b6d0-4199-80a5-5825aafc84e3","","folder-normal","not-started","","step","TRUE","FALSE","Building 3","Ground Floor","Module A"
"701f2103-f2be-40e6-acc4-b9c73572c152","","checklist-sectioned","not-started","66e343ab84c651b0284e89da3e42b9eafb0c7f511dea27dc87d6135114e60ce0","checklist","FALSE","FALSE","Building 3","Ground Floor","Module A","Structure"
"af7e46e9-8151-402a-b054-df19d3465366","","checklist-sectioned","not-started","d631b16f49ede4c6961a34a8f1877d8cfdcdbdfa37590164b033134b353caf66","checklist","FALSE","FALSE","Building 3","Ground Floor","Module A","Plumbing and Drainage"
"2362f4ac-e5e1-4374-abee-37e068669c20","","checklist-sectioned","not-started","b0abb1ed458f2497f7011a98c65f300532950ca321fc3c8f24dc8d770a09d739","checklist","FALSE","FALSE","Building 3","Ground Floor","Module A","Electrical and Mechanical - First Fix"
"35d5d42e-b2b2-48b3-b6d4-56eeea57c3b9","","checklist-sectioned","not-started","770f467b63c29b9ef74cca56090efcf27b7d86d4601f3bd4a4025d2eac9c79f7","checklist","FALSE","FALSE","Building 3","Ground Floor","Module A","Exterior Work/Weather Tightness"
"c1a69970-4b9a-48c8-a340-414d344c7a41","","checklist-sectioned","not-started","439e8214f946f5d07bd4279bbac4bed244daed5b3cdf0edd75b944cfcc4b0614","checklist","FALSE","FALSE","Building 3","Ground Floor","Module A","Passive Fire - First Fix"
"d625e44f-601f-4ee2-ac62-4b3c41a4322f","","checklist-flat","not-started","e31b8c7cb377ba381482f4a7c998ea89fc721cd0d48bae324ee3306fb159e6b3","checklist-flat","FALSE","FALSE","Building 3","Ground Floor","Module A","Interior Fitout"
"1995c1cf-f7c7-4828-83b2-91d17b23b338","","checklist-flat","not-started","b0dcc6227be58489ac3d4433c828e522a78fe1eb030acc88c6741b238c5c3fde","checklist-flat","FALSE","FALSE","Building 3","Ground Floor","Module A","Packing and Shipment"
"c53168a0-b704-497c-8905-12b03238477e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building 3","Ground Floor","Module B"
"0589b4b9-4728-440d-8909-19b38f116f7c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building 3","Ground Floor","Module B","Envelope Cassettes"
"2e5c8610-5642-45fa-9442-273f72afeb58","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building 3","Ground Floor","Module B","Interior Cassettes"
"7bced688-80b5-4417-8bb1-16ec88cd951e","","folder-normal","not-started","","step","TRUE","FALSE","Block 3"
"c98fd726-4137-480a-9621-211471d911af","","folder-normal","not-started","","step","TRUE","FALSE","Block 3","Ground Floor"
"5415b41e-8462-4363-91d3-98539ceef94f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Block 3","Ground Floor","Mod A/0A-L(KB_IT)"
"0f50c447-5288-4f6d-96c8-a30b1339a3a8","","folder-normal","not-started","","step","TRUE","FALSE","Block 3","Ground Floor","Mod A/0A-L(LB_IT)"
"100f9427-cf9b-46fe-90d5-546a784cefd5","","folder-normal","not-started","","step","TRUE","FALSE","Block 3","Ground Floor","Mod A/0A-L(LB_IT)","ITP# RICH/B3/L0/2A"
"06f03432-b66f-4d12-a64b-8e03150ad632","","folder-normal","not-started","","step","TRUE","FALSE","Block 3","Ground Floor","Mod A/0A-L(LB_IT)","ITP# RICH/B3/L0/2A","Structure"
"ef79b8c6-0f5b-42eb-8039-7d0b04fb5fa1","","checklist-sectioned","not-started","8bb20f4680fbe00f491fd3339c3d648e73fe630fa77753677b7622976991294b","checklist","FALSE","FALSE","Block 3","Ground Floor","Mod A/0A-L(LB_IT)","ITP# RICH/B3/L0/2A","Structure","Floor Cassette"
"44507c27-0a73-4c84-89de-24eb18359b78","","folder-normal","not-started","","step","TRUE","FALSE","Block 3","Ground Floor","Mod A/0A-L(LB_IT)","ITP# RICH/B3/L0/2A","Structure","Wall Panels"
"1fc70ae7-ca1f-4313-a1b3-9678c23e30a5","","checklist-sectioned","not-started","26eb3eace99a601695c026c55f44b509bb263903b3fe9342ef22161eed50732c","checklist","FALSE","FALSE","Block 3","Ground Floor","Mod A/0A-L(LB_IT)","ITP# RICH/B3/L0/2A","Structure","Wall Panels","EW 1"
"387a8e46-f7ed-427a-93be-c6e67eff4e4a","","checklist-sectioned","not-started","26eb3eace99a601695c026c55f44b509bb263903b3fe9342ef22161eed50732c","checklist","FALSE","FALSE","Block 3","Ground Floor","Mod A/0A-L(LB_IT)","ITP# RICH/B3/L0/2A","Structure","Wall Panels","EW 2"
"f4648946-c67a-456b-b86d-15b392fe8407","","checklist-sectioned","not-started","26eb3eace99a601695c026c55f44b509bb263903b3fe9342ef22161eed50732c","checklist","FALSE","FALSE","Block 3","Ground Floor","Mod A/0A-L(LB_IT)","ITP# RICH/B3/L0/2A","Structure","Wall Panels","EW 3"
"959a82bd-f16c-4481-9803-3dc7401723f5","","checklist-sectioned","not-started","692a007079af097b3ba0d2c3122c3763ce0b93d15ce97bdc9c9bb41f7322fdab","checklist","FALSE","FALSE","Block 3","Ground Floor","Mod A/0A-L(LB_IT)","ITP# RICH/B3/L0/2A","Structure","Wall Panels","MW"
"94af29c6-aeb1-419b-b88f-e06f9b231354","","checklist-sectioned","not-started","2dd27e871ffc18527d496d75567116d07728ce32e0fb4e52a9919b05fd87e18c","checklist","FALSE","FALSE","Block 3","Ground Floor","Mod A/0A-L(LB_IT)","ITP# RICH/B3/L0/2A","Structure","Wall Panels","IW 1"
"06abe286-cbcb-47f6-82dc-785a11fb63be","","checklist-sectioned","not-started","2dd27e871ffc18527d496d75567116d07728ce32e0fb4e52a9919b05fd87e18c","checklist","FALSE","FALSE","Block 3","Ground Floor","Mod A/0A-L(LB_IT)","ITP# RICH/B3/L0/2A","Structure","Wall Panels","IW 2"
"c052e3ae-ad5d-4837-a4be-3b1c9ad6dd59","","checklist-sectioned","not-started","2dd27e871ffc18527d496d75567116d07728ce32e0fb4e52a9919b05fd87e18c","checklist","FALSE","FALSE","Block 3","Ground Floor","Mod A/0A-L(LB_IT)","ITP# RICH/B3/L0/2A","Structure","Wall Panels","IW 3"
"6914eb05-fbce-4f1c-82c8-a89d75689fc3","","checklist-sectioned","not-started","2dd27e871ffc18527d496d75567116d07728ce32e0fb4e52a9919b05fd87e18c","checklist","FALSE","FALSE","Block 3","Ground Floor","Mod A/0A-L(LB_IT)","ITP# RICH/B3/L0/2A","Structure","Wall Panels","IW 4"
"9ee45b35-7c6e-400f-8f39-d6e77da34e19","","checklist-sectioned","not-started","2dd27e871ffc18527d496d75567116d07728ce32e0fb4e52a9919b05fd87e18c","checklist","FALSE","FALSE","Block 3","Ground Floor","Mod A/0A-L(LB_IT)","ITP# RICH/B3/L0/2A","Structure","Wall Panels","IW 5"
"6d02096d-3e8c-495c-9369-b51ef108bde7","","checklist-sectioned","not-started","2dd27e871ffc18527d496d75567116d07728ce32e0fb4e52a9919b05fd87e18c","checklist","FALSE","FALSE","Block 3","Ground Floor","Mod A/0A-L(LB_IT)","ITP# RICH/B3/L0/2A","Structure","Wall Panels","IW 6"
"4840b2f8-b3e7-47a8-a45d-9f1c47c014ae","","checklist-sectioned","not-started","2dd27e871ffc18527d496d75567116d07728ce32e0fb4e52a9919b05fd87e18c","checklist","FALSE","FALSE","Block 3","Ground Floor","Mod A/0A-L(LB_IT)","ITP# RICH/B3/L0/2A","Structure","Wall Panels","IW 7"
"ab1fd5b4-5f40-4025-a2c9-6ece8cc74a73","","checklist-sectioned","not-started","2dd27e871ffc18527d496d75567116d07728ce32e0fb4e52a9919b05fd87e18c","checklist","FALSE","FALSE","Block 3","Ground Floor","Mod A/0A-L(LB_IT)","ITP# RICH/B3/L0/2A","Structure","Wall Panels","IW 8"
"8344efc5-4e6b-4c55-b395-308cf3a9e474","","checklist-sectioned","not-started","2dd27e871ffc18527d496d75567116d07728ce32e0fb4e52a9919b05fd87e18c","checklist","FALSE","FALSE","Block 3","Ground Floor","Mod A/0A-L(LB_IT)","ITP# RICH/B3/L0/2A","Structure","Wall Panels","IW 9"
