,,"L25-TC103",,"l25-tc103"
,,"L25-TC104",,"l25-tc104"
,,"L25-TC105",,"l25-tc105"
,,"L25-TC106",,"l25-tc106"
,,"L25-TC107",,"l25-tc107"
,,"L25-TC108",,"l25-tc108"
,,"L25-TC109",,"l25-tc109"
,,"L25-TC110",,"l25-tc110"
,,"L25-TC111",,"l25-tc111"
,,"L25-TC112",,"l25-tc112"
,,"L25-TC113",,"l25-tc113"
,,"L25-TC114",,"l25-tc114"
,,"L25-TC115",,"l25-tc115"
,,"L25-TC116",,"l25-tc116"
,,"L25-TC126",,"l25-tc126"
,,"L25-TC127",,"l25-tc127"
,,"L25-TC128",,"l25-tc128"
,,"L25-TC129",,"l25-tc129"
,,"L25-TC130",,"l25-tc130"
,,"L26-TC101",,"l26-tc101"
,,"L26-TC102",,"l26-tc102"
,,"L26-TC104",,"l26-tc104"
,,"L26-TC105",,"l26-tc105"
,,"L26-TC108",,"l26-tc108"
,,"L26-TC109",,"l26-tc109"
,,"L26-TC112",,"l26-tc112"
,,"L26-TC113",,"l26-tc113"
,,"L26-TC115",,"l26-tc115"
,,"L26-TC116",,"l26-tc116"
,,"L26-TC121",,"l26-tc121"
,,"L26-TC122",,"l26-tc122"
,,"L26-TC123",,"l26-tc123"
,,"L26-TC124",,"l26-tc124"
,,"L26-TC125",,"l26-tc125"
,,"L26-TC126",,"l26-tc126"
,,"L26-TC127",,"l26-tc127"
,,"L26-TC128",,"l26-tc128"
,,"L26-TC129",,"l26-tc129"
,,"L26-TC130",,"l26-tc130"
,,"L27-TC101",,"l27-tc101"
,,"L27-TC102",,"l27-tc102"
,,"L27-TC104",,"l27-tc104"
,,"L27-TC105",,"l27-tc105"
,,"L27-TC108",,"l27-tc108"
,,"L27-TC109",,"l27-tc109"
,,"L27-TC112",,"l27-tc112"
,,"L27-TC113",,"l27-tc113"
,,"L27-TC115",,"l27-tc115"
,,"L27-TC116",,"l27-tc116"
,,"L27-TC121",,"l27-tc121"
,,"L27-TC122",,"l27-tc122"
,,"L27-TC123",,"l27-tc123"
,,"L27-TC124",,"l27-tc124"
,,"L27-TC125",,"l27-tc125"
,,"L27-TC126",,"l27-tc126"
,,"L27-TC127",,"l27-tc127"
,,"L27-TC128",,"l27-tc128"
,,"L27-TC129",,"l27-tc129"
,,"L27-TC130",,"l27-tc130"
,,"L28-TC101",,"l28-tc101"
,,"L28-TC102",,"l28-tc102"
,,"L28-TC104",,"l28-tc104"
,,"L28-TC105",,"l28-tc105"
,,"L28-TC108",,"l28-tc108"
,,"L28-TC109",,"l28-tc109"
,,"L28-TC112",,"l28-tc112"
,,"L28-TC113",,"l28-tc113"
,,"L28-TC115",,"l28-tc115"
,,"L28-TC116",,"l28-tc116"
,,"L28-TC121",,"l28-tc121"
,,"L28-TC122",,"l28-tc122"
,,"L28-TC123",,"l28-tc123"
,,"L28-TC124",,"l28-tc124"
,,"L28-TC125",,"l28-tc125"
,,"L28-TC126",,"l28-tc126"
,,"L28-TC127",,"l28-tc127"
,,"L28-TC128",,"l28-tc128"
,,"L28-TC129",,"l28-tc129"
,,"L28-TC130",,"l28-tc130"
,,"L29-TC101",,"l29-tc101"
,,"L29-TC102",,"l29-tc102"
,,"L29-TC104",,"l29-tc104"
,,"L29-TC105",,"l29-tc105"
,,"L29-TC108",,"l29-tc108"
,,"L29-TC109",,"l29-tc109"
,,"L29-TC112",,"l29-tc112"
,,"L29-TC113",,"l29-tc113"
,,"L29-TC115",,"l29-tc115"
,,"L29-TC116",,"l29-tc116"
,,"L29-TC121",,"l29-tc121"
,,"L29-TC122",,"l29-tc122"
,,"L29-TC123",,"l29-tc123"
,,"L29-TC124",,"l29-tc124"
,,"L29-TC125",,"l29-tc125"
,,"L29-TC126",,"l29-tc126"
,,"L29-TC127",,"l29-tc127"
,,"L29-TC128",,"l29-tc128"
,,"L29-TC129",,"l29-tc129"
,,"L29-TC130",,"l29-tc130"
,,"L30-TC101",,"l30-tc101"
,,"L30-TC102",,"l30-tc102"
,,"L30-TC104",,"l30-tc104"
,,"L30-TC105",,"l30-tc105"
,,"L30-TC108",,"l30-tc108"
,,"L30-TC109",,"l30-tc109"
,,"L30-TC112",,"l30-tc112"
,,"L30-TC113",,"l30-tc113"
,,"L30-TC115",,"l30-tc115"
,,"L30-TC116",,"l30-tc116"
,,"L30-TC121",,"l30-tc121"
,,"L30-TC122",,"l30-tc122"
,,"L30-TC123",,"l30-tc123"
,,"L30-TC124",,"l30-tc124"
,,"L30-TC125",,"l30-tc125"
,,"L30-TC126",,"l30-tc126"
,,"L30-TC127",,"l30-tc127"
,,"L30-TC128",,"l30-tc128"
,,"L30-TC129",,"l30-tc129"
,,"L30-TC130",,"l30-tc130"
,,"L31-TC101",,"l31-tc101"
,,"L31-TC102",,"l31-tc102"
,,"L31-TC104",,"l31-tc104"
,,"L31-TC105",,"l31-tc105"
,,"L31-TC108",,"l31-tc108"
,,"L31-TC109",,"l31-tc109"
,,"L31-TC112",,"l31-tc112"
,,"L31-TC113",,"l31-tc113"
,,"L31-TC115",,"l31-tc115"
,,"L31-TC116",,"l31-tc116"
,,"L31-TC121",,"l31-tc121"
,,"L31-TC122",,"l31-tc122"
,,"L31-TC123",,"l31-tc123"
,,"L31-TC124",,"l31-tc124"
,,"L31-TC125",,"l31-tc125"
,,"L31-TC126",,"l31-tc126"
,,"L31-TC127",,"l31-tc127"
,,"L31-TC128",,"l31-tc128"
,,"L31-TC129",,"l31-tc129"
,,"L31-TC130",,"l31-tc130"
,,"L32-TC101",,"l32-tc101"
,,"L32-TC102",,"l32-tc102"
,,"L32-TC104",,"l32-tc104"
,,"L32-TC105",,"l32-tc105"
,,"L32-TC108",,"l32-tc108"
,,"L32-TC109",,"l32-tc109"
,,"L32-TC112",,"l32-tc112"
,,"L32-TC113",,"l32-tc113"
,,"L32-TC115",,"l32-tc115"
,,"L32-TC116",,"l32-tc116"
,,"L32-TC121",,"l32-tc121"
,,"L32-TC122",,"l32-tc122"
,,"L32-TC123",,"l32-tc123"
,,"L32-TC124",,"l32-tc124"
,,"L32-TC125",,"l32-tc125"
,,"L32-TC126",,"l32-tc126"
,,"L32-TC127",,"l32-tc127"
,,"L32-TC128",,"l32-tc128"
,,"L32-TC129",,"l32-tc129"
,,"L32-TC130",,"l32-tc130"
,,"L33-TC101",,"l33-tc101"
,,"L33-TC102",,"l33-tc102"
,,"L33-TC104",,"l33-tc104"
,,"L33-TC105",,"l33-tc105"
,,"L33-TC108",,"l33-tc108"
,,"L33-TC109",,"l33-tc109"
,,"L33-TC112",,"l33-tc112"
,,"L33-TC113",,"l33-tc113"
,,"L33-TC115",,"l33-tc115"
,,"L33-TC116",,"l33-tc116"
,,"L33-TC121",,"l33-tc121"
,,"L33-TC122",,"l33-tc122"
,,"L33-TC123",,"l33-tc123"
,,"L33-TC124",,"l33-tc124"
,,"L33-TC125",,"l33-tc125"
,,"L33-TC126",,"l33-tc126"
,,"L33-TC127",,"l33-tc127"
,,"L33-TC128",,"l33-tc128"
,,"L33-TC129",,"l33-tc129"
,,"L33-TC130",,"l33-tc130"
,,"L34-TC101",,"l34-tc101"
,,"L34-TC102",,"l34-tc102"
,,"L34-TC104",,"l34-tc104"
,,"L34-TC105",,"l34-tc105"
,,"L34-TC108",,"l34-tc108"
,,"L34-TC109",,"l34-tc109"
,,"L34-TC112",,"l34-tc112"
,,"L34-TC113",,"l34-tc113"
,,"L34-TC115",,"l34-tc115"
,,"L34-TC116",,"l34-tc116"
,,"L34-TC121",,"l34-tc121"
,,"L34-TC122",,"l34-tc122"
,,"L34-TC123",,"l34-tc123"
,,"L34-TC124",,"l34-tc124"
,,"L34-TC125",,"l34-tc125"
,,"L34-TC126",,"l34-tc126"
,,"L34-TC127",,"l34-tc127"
,,"L34-TC128",,"l34-tc128"
,,"L34-TC129",,"l34-tc129"
,,"L34-TC130",,"l34-tc130"
,,"L35-TC101",,"l35-tc101"
,,"L35-TC102",,"l35-tc102"
,,"L35-TC104",,"l35-tc104"
,,"L35-TC105",,"l35-tc105"
,,"L35-TC108",,"l35-tc108"
,,"L35-TC109",,"l35-tc109"
,,"L35-TC112",,"l35-tc112"
,,"L35-TC113",,"l35-tc113"
,,"L35-TC115",,"l35-tc115"
,,"L35-TC116",,"l35-tc116"
,,"L35-TC121",,"l35-tc121"
,,"L35-TC122",,"l35-tc122"
,,"L35-TC123",,"l35-tc123"
,,"L35-TC124",,"l35-tc124"
,,"L35-TC125",,"l35-tc125"
,,"L35-TC126",,"l35-tc126"
,,"L35-TC127",,"l35-tc127"
,,"L35-TC128",,"l35-tc128"
,,"L35-TC129",,"l35-tc129"
,,"L35-TC130",,"l35-tc130"
,,"L36-TC101",,"l36-tc101"
,,"L36-TC102",,"l36-tc102"
,,"L36-TC104",,"l36-tc104"
,,"L36-TC105",,"l36-tc105"
,,"L36-TC108",,"l36-tc108"
,,"L36-TC109",,"l36-tc109"
,,"L36-TC112",,"l36-tc112"
,,"L36-TC113",,"l36-tc113"
,,"L36-TC115",,"l36-tc115"
,,"L36-TC116",,"l36-tc116"
,,"L36-TC121",,"l36-tc121"
,,"L36-TC122",,"l36-tc122"
,,"L36-TC123",,"l36-tc123"
,,"L36-TC124",,"l36-tc124"
,,"L36-TC125",,"l36-tc125"
,,"L36-TC126",,"l36-tc126"
,,"L36-TC127",,"l36-tc127"
,,"L36-TC128",,"l36-tc128"
,,"L36-TC129",,"l36-tc129"
,,"L36-TC130",,"l36-tc130"
,,"L37-TC101",,"l37-tc101"
,,"L37-TC102",,"l37-tc102"
,,"L37-TC104",,"l37-tc104"
,,"L37-TC105",,"l37-tc105"
,,"L37-TC108",,"l37-tc108"
,,"L37-TC109",,"l37-tc109"
,,"L37-TC112",,"l37-tc112"
,,"L37-TC113",,"l37-tc113"
,,"L37-TC115",,"l37-tc115"
,,"L37-TC116",,"l37-tc116"
,,"L37-TC121",,"l37-tc121"
,,"L37-TC122",,"l37-tc122"
,,"L37-TC123",,"l37-tc123"
,,"L37-TC124",,"l37-tc124"
,,"L37-TC125",,"l37-tc125"
,,"L37-TC126",,"l37-tc126"
,,"L37-TC127",,"l37-tc127"
,,"L37-TC128",,"l37-tc128"
,,"L37-TC129",,"l37-tc129"
,,"L37-TC130",,"l37-tc130"
,,"L38-TC101",,"l38-tc101"
,,"L38-TC102",,"l38-tc102"
,,"L38-TC104",,"l38-tc104"
,,"L38-TC105",,"l38-tc105"
,,"L38-TC108",,"l38-tc108"
,,"L38-TC109",,"l38-tc109"
,,"L38-TC112",,"l38-tc112"
,,"L38-TC113",,"l38-tc113"
,,"L38-TC115",,"l38-tc115"
,,"L38-TC116",,"l38-tc116"
,,"L38-TC121",,"l38-tc121"
,,"L38-TC122",,"l38-tc122"
,,"L38-TC123",,"l38-tc123"
,,"L38-TC124",,"l38-tc124"
,,"L38-TC125",,"l38-tc125"
,,"L38-TC126",,"l38-tc126"
,,"L38-TC127",,"l38-tc127"
,,"L38-TC128",,"l38-tc128"
,,"L38-TC129",,"l38-tc129"
,,"L38-TC130",,"l38-tc130"
,,"L39-TC101",,"l39-tc101"
,,"L39-TC102",,"l39-tc102"
,,"L39-TC104",,"l39-tc104"
,,"L39-TC105",,"l39-tc105"
,,"L39-TC108",,"l39-tc108"
,,"L39-TC109",,"l39-tc109"
,,"L39-TC112",,"l39-tc112"
,,"L39-TC113",,"l39-tc113"
,,"L39-TC115",,"l39-tc115"
,,"L39-TC116",,"l39-tc116"
,,"L39-TC121",,"l39-tc121"
,,"L39-TC122",,"l39-tc122"
,,"L39-TC123",,"l39-tc123"
,,"L39-TC124",,"l39-tc124"
,,"L39-TC125",,"l39-tc125"
,,"L39-TC126",,"l39-tc126"
,,"L39-TC127",,"l39-tc127"
,,"L39-TC128",,"l39-tc128"
,,"L39-TC129",,"l39-tc129"
,,"L39-TC130",,"l39-tc130"
,,"L40-TC101",,"l40-tc101"
,,"L40-TC102",,"l40-tc102"
,,"L40-TC104",,"l40-tc104"
,,"L40-TC105",,"l40-tc105"
,,"L40-TC108",,"l40-tc108"
,,"L40-TC109",,"l40-tc109"
,,"L40-TC112",,"l40-tc112"
,,"L40-TC113",,"l40-tc113"
,,"L40-TC115",,"l40-tc115"
,,"L40-TC116",,"l40-tc116"
,,"L40-TC121",,"l40-tc121"
,,"L40-TC122",,"l40-tc122"
,,"L40-TC123",,"l40-tc123"
,,"L40-TC124",,"l40-tc124"
,,"L40-TC125",,"l40-tc125"
,,"L40-TC126",,"l40-tc126"
,,"L40-TC127",,"l40-tc127"
,,"L40-TC128",,"l40-tc128"
,,"L40-TC129",,"l40-tc129"
,,"L40-TC130",,"l40-tc130"
,"Columns"
,,"Element installation checklist completed",,"element installation checklist completed"
,,"Builder","Builder","element installation checklist completed"
,,"Install date","Install date","element installation checklist completed"
,,"Inner coupler set to RL",,"inner coupler set to rl"
,,"100mm surveyor offset marked",,"100mm surveyor offset marked"
,,"Trowel face top left offset (mm)",,"trowel face top left offset (mm)"
,,"Trowel face top right offset (mm)",,"trowel face top right offset (mm)"
,,"Trowel face bottom left offset (mm)",,"trowel face bottom left offset (mm)"
,,"Trowel face bottom right offset (mm)",,"trowel face bottom right offset (mm)"
,,"Edge face bottom offset (mm)",,"edge face bottom offset (mm)"
,,"Edge face top offset (mm)",,"edge face top offset (mm)"
,,"Element orientation in plan correct",,"element orientation in plan correct"
,,"Element plumbed",,"element plumbed"
,,"Couplers fully engaged & QA photo record taken",,"couplers fully engaged & qa photo record taken"
,,"Issue",,"issue"
,,"Rectification",,"rectification"
,,"Accepted as is","Accepted as is","rectification"
,,"Rigger",,"rigger"
,,"Site Engineer",,"site engineer"

"Tower 2 & 3 Columns Progress"
,"Scope",,
,"Rows"
,,"Tower 2 & 3 Columns","grouping","tower 2 & 3 columns"
,,"L10-TC302",,"l10-tc302"
,,"L10-TC303",,"l10-tc303"
,,"L10-TC304",,"l10-tc304"
,,"L10-TC305",,"l10-tc305"
,,"L10-TC306",,"l10-tc306"
,,"L10-TC310",,"l10-tc310"
,,"L10-TC311",,"l10-tc311"
,,"L11-TC301",,"l11-tc301"
,,"L11-TC302",,"l11-tc302"
,,"L11-TC303",,"l11-tc303"
,,"L11-TC304",,"l11-tc304"
,,"L11-TC305",,"l11-tc305"
,,"L11-TC306",,"l11-tc306"
,,"L11-TC310",,"l11-tc310"
,,"L11-TC311",,"l11-tc311"
,,"L11-TC312",,"l11-tc312"
,,"L12-TC201",,"l12-tc201"
,,"L12-TC202",,"l12-tc202"
,,"L12-TC203",,"l12-tc203"
,,"L12-TC204",,"l12-tc204"
,,"L12-TC205",,"l12-tc205"
,,"L12-TC206",,"l12-tc206"
,,"L12-TC210",,"l12-tc210"
,,"L12-TC211",,"l12-tc211"
,,"L12-TC212",,"l12-tc212"
,,"L12-TC301",,"l12-tc301"
,,"L12-TC302",,"l12-tc302"
,,"L12-TC303",,"l12-tc303"
,,"L12-TC304",,"l12-tc304"
,,"L12-TC305",,"l12-tc305"
,,"L12-TC306",,"l12-tc306"
,,"L12-TC310",,"l12-tc310"
,,"L12-TC311",,"l12-tc311"
,,"L12-TC312",,"l12-tc312"
,,"L13-TC201",,"l13-tc201"
,,"L13-TC202",,"l13-tc202"
,,"L13-TC203",,"l13-tc203"
,,"L13-TC204",,"l13-tc204"
,,"L13-TC205",,"l13-tc205"
,,"L13-TC206",,"l13-tc206"
,,"L13-TC210",,"l13-tc210"
,,"L13-TC211",,"l13-tc211"
,,"L13-TC212",,"l13-tc212"
,,"L13-TC301",,"l13-tc301"
,,"L13-TC302",,"l13-tc302"
,,"L13-TC303",,"l13-tc303"
,,"L13-TC304",,"l13-tc304"
,,"L13-TC305",,"l13-tc305"
,,"L13-TC306",,"l13-tc306"
,,"L13-TC310",,"l13-tc310"
,,"L13-TC311",,"l13-tc311"
,,"L13-TC312",,"l13-tc312"
,,"L14-TC201",,"l14-tc201"
,,"L14-TC202",,"l14-tc202"
,,"L14-TC203",,"l14-tc203"
,,"L14-TC204",,"l14-tc204"
,,"L14-TC205",,"l14-tc205"
,,"L14-TC206",,"l14-tc206"
,,"L14-TC210",,"l14-tc210"
,,"L14-TC211",,"l14-tc211"
,,"L14-TC212",,"l14-tc212"
,,"L14-TC301",,"l14-tc301"
,,"L14-TC302",,"l14-tc302"
,,"L14-TC303",,"l14-tc303"
,,"L14-TC304",,"l14-tc304"
,,"L14-TC305",,"l14-tc305"
,,"L14-TC306",,"l14-tc306"
,,"L14-TC310",,"l14-tc310"
,,"L14-TC311",,"l14-tc311"
,,"L14-TC312",,"l14-tc312"
,,"L15-TC201",,"l15-tc201"
,,"L15-TC202",,"l15-tc202"
,,"L15-TC203",,"l15-tc203"
,,"L15-TC204",,"l15-tc204"
,,"L15-TC205",,"l15-tc205"
,,"L15-TC206",,"l15-tc206"
,,"L15-TC210",,"l15-tc210"
,,"L15-TC211",,"l15-tc211"
,,"L15-TC212",,"l15-tc212"
,,"L15-TC301",,"l15-tc301"
,,"L15-TC302",,"l15-tc302"
,,"L15-TC303",,"l15-tc303"
,,"L15-TC304",,"l15-tc304"
,,"L15-TC305",,"l15-tc305"
,,"L15-TC306",,"l15-tc306"
,,"L15-TC310",,"l15-tc310"
,,"L15-TC311",,"l15-tc311"
,,"L15-TC312",,"l15-tc312"
,,"L16-TC201",,"l16-tc201"
,,"L16-TC202",,"l16-tc202"
,,"L16-TC203",,"l16-tc203"
,,"L16-TC204",,"l16-tc204"
,,"L16-TC205",,"l16-tc205"
,,"L16-TC206",,"l16-tc206"
,,"L16-TC210",,"l16-tc210"
,,"L16-TC211",,"l16-tc211"
,,"L16-TC212",,"l16-tc212"
,,"L16-TC301",,"l16-tc301"
,,"L16-TC302",,"l16-tc302"
,,"L16-TC303",,"l16-tc303"
,,"L16-TC304",,"l16-tc304"
,,"L16-TC305",,"l16-tc305"
,,"L16-TC306",,"l16-tc306"
,,"L16-TC310",,"l16-tc310"
,,"L16-TC311",,"l16-tc311"
,,"L16-TC312",,"l16-tc312"
,,"L17-TC201",,"l17-tc201"
,,"L17-TC202",,"l17-tc202"
,,"L17-TC203",,"l17-tc203"
,,"L17-TC204",,"l17-tc204"
,,"L17-TC205",,"l17-tc205"
,,"L17-TC206",,"l17-tc206"
,,"L17-TC210",,"l17-tc210"
,,"L17-TC211",,"l17-tc211"
,,"L17-TC212",,"l17-tc212"
,,"L17-TC301",,"l17-tc301"
,,"L17-TC302",,"l17-tc302"
,,"L17-TC303",,"l17-tc303"
,,"L17-TC304",,"l17-tc304"
,,"L17-TC305",,"l17-tc305"
,,"L17-TC306",,"l17-tc306"
,,"L17-TC310",,"l17-tc310"
,,"L17-TC311",,"l17-tc311"
,,"L17-TC312",,"l17-tc312"
,,"L18-TC201",,"l18-tc201"
,,"L18-TC202",,"l18-tc202"
,,"L18-TC203",,"l18-tc203"
,,"L18-TC204",,"l18-tc204"
,,"L18-TC205",,"l18-tc205"
,,"L18-TC206",,"l18-tc206"
,,"L18-TC210",,"l18-tc210"
,,"L18-TC211",,"l18-tc211"
,,"L18-TC212",,"l18-tc212"
,,"L18-TC301",,"l18-tc301"
,,"L18-TC302",,"l18-tc302"
,,"L18-TC303",,"l18-tc303"
,,"L18-TC304",,"l18-tc304"
,,"L18-TC305",,"l18-tc305"
,,"L18-TC306",,"l18-tc306"
,,"L18-TC310",,"l18-tc310"
,,"L18-TC311",,"l18-tc311"
,,"L18-TC312",,"l18-tc312"
,,"L19-TC201",,"l19-tc201"
,,"L19-TC202",,"l19-tc202"
,,"L19-TC203",,"l19-tc203"
,,"L19-TC204",,"l19-tc204"
,,"L19-TC205",,"l19-tc205"
,,"L19-TC206",,"l19-tc206"
,,"L19-TC210",,"l19-tc210"
,,"L19-TC211",,"l19-tc211"
,,"L19-TC212",,"l19-tc212"
,,"L19-TC301",,"l19-tc301"
,,"L19-TC302",,"l19-tc302"
,,"L19-TC303",,"l19-tc303"
,,"L19-TC304",,"l19-tc304"
,,"L19-TC305",,"l19-tc305"
,,"L19-TC306",,"l19-tc306"
,,"L19-TC310",,"l19-tc310"
,,"L19-TC311",,"l19-tc311"
,,"L19-TC312",,"l19-tc312"
,,"L20-TC201",,"l20-tc201"
,,"L20-TC202",,"l20-tc202"
,,"L20-TC203",,"l20-tc203"
,,"L20-TC204",,"l20-tc204"
,,"L20-TC205",,"l20-tc205"
,,"L20-TC206",,"l20-tc206"
,,"L20-TC210",,"l20-tc210"
,,"L20-TC211",,"l20-tc211"
,,"L20-TC212",,"l20-tc212"
,,"L20-TC218",,"l20-tc218"
,,"L20-TC219",,"l20-tc219"
,,"L20-TC301",,"l20-tc301"
,,"L20-TC302",,"l20-tc302"
,,"L20-TC303",,"l20-tc303"
,,"L20-TC304",,"l20-tc304"
,,"L20-TC305",,"l20-tc305"
,,"L20-TC306",,"l20-tc306"
,,"L20-TC310",,"l20-tc310"
,,"L20-TC311",,"l20-tc311"
,,"L20-TC312",,"l20-tc312"
,,"L20-TC318",,"l20-tc318"
,,"L20-TC319",,"l20-tc319"
,,"L21-TC201",,"l21-tc201"
,,"L21-TC202",,"l21-tc202"
,,"L21-TC203",,"l21-tc203"
,,"L21-TC204",,"l21-tc204"
,,"L21-TC205",,"l21-tc205"
,,"L21-TC206",,"l21-tc206"
,,"L21-TC210",,"l21-tc210"
,,"L21-TC211",,"l21-tc211"
,,"L21-TC212",,"l21-tc212"
,,"L21-TC218",,"l21-tc218"
,,"L21-TC219",,"l21-tc219"
,,"L21-TC220",,"l21-tc220"
,,"L21-TC221",,"l21-tc221"
,,"L21-TC301",,"l21-tc301"
,,"L21-TC302",,"l21-tc302"
,,"L21-TC303",,"l21-tc303"
,,"L21-TC304",,"l21-tc304"
,,"L21-TC305",,"l21-tc305"
,,"L21-TC306",,"l21-tc306"
,,"L21-TC310",,"l21-tc310"
,,"L21-TC311",,"l21-tc311"
,,"L21-TC312",,"l21-tc312"
,,"L21-TC318",,"l21-tc318"
,,"L21-TC319",,"l21-tc319"
,,"L22-TC222",,"l22-tc222"
,,"L22-TC223",,"l22-tc223"
,,"L22-TC224",,"l22-tc224"
,,"L22-TC225",,"l22-tc225"
,,"L22-TC226",,"l22-tc226"
,,"L22-TC227",,"l22-tc227"
,,"L22-TC228",,"l22-tc228"
,,"L22-TC229",,"l22-tc229"
,,"L22-TC230",,"l22-tc230"
,,"L22-TC231",,"l22-tc231"
,,"L22-TC232",,"l22-tc232"
,,"L22-TC233",,"l22-tc233"
,,"L22-TC234",,"l22-tc234"
,,"L22-TC235",,"l22-tc235"
,,"L22-TC236",,"l22-tc236"
,,"L22-TC237",,"l22-tc237"
,,"L22-TC238",,"l22-tc238"
,,"L22-TC239",,"l22-tc239"
,,"L22-TC240",,"l22-tc240"
,,"L22-TC241",,"l22-tc241"
,,"L22-TC242",,"l22-tc242"
,,"L22-TC243",,"l22-tc243"
,,"L22-TC244",,"l22-tc244"
,,"L22-TC245",,"l22-tc245"
,,"L22-TC246",,"l22-tc246"
,,"L22-TC247",,"l22-tc247"
,,"L22-TC248",,"l22-tc248"
,,"L22-TC249",,"l22-tc249"
,,"L22-TC250",,"l22-tc250"
,,"L22-TC251",,"l22-tc251"
,,"L22-TC252",,"l22-tc252"
,,"L22-TC253",,"l22-tc253"
,,"L22-TC254",,"l22-tc254"
,,"L22-TC255",,"l22-tc255"
,,"L22-TC320",,"l22-tc320"
,,"L22-TC321",,"l22-tc321"
