"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2f39ded2-7eaa-4b1a-8aff-1387b95e1a18","","not-started","","folder","TRUE","FALSE","Site QA"
"9b94ad7e-a344-4bd6-ae41-458c1c1fb39f","","not-started","","folder","TRUE","FALSE","Site QA","Drainage"
"d52ba607-2601-402c-b404-afb2784ce479","","not-started","","folder","TRUE","FALSE","Site QA","Drainage","Lot 11"
"40d1fa5d-a25f-4100-9398-62eeacf88e41","","not-started","","folder","TRUE","FALSE","Site QA","Drainage","Lot 11","Drainage"
"1946ed73-aadb-438e-9716-d53e8d64b56e","","not-started","","folder","TRUE","FALSE","Site QA","Drainage","Lot 11","Drainage","SD Install Sewer/Stormwater Drainage"
"79d671c5-4ab8-4979-a6f7-50c6d659b9da","","not-started","SD Install Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 11","Drainage","SD Install Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage"
"d4ccb84d-7041-43a8-a4b7-0024d71b1429","","not-started","","folder","TRUE","FALSE","Site QA","Drainage","Lot 11","Drainage","TST Test Sewer/Stormwater Drainage"
"d13e4e06-324b-4855-90c8-3909b0154d64","","not-started","TST Test Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 11","Drainage","TST Test Sewer/Stormwater Drainage","TST Test Sewer/Stormwater Drainage"
"509f547e-999f-4c4a-939c-9240373c51b2","","not-started","","folder","TRUE","FALSE","Site QA","Drainage","Lot 12"
"d98bd3dd-64c4-4615-814c-b61aec2fcfd8","","not-started","","folder","TRUE","FALSE","Site QA","Drainage","Lot 12","Drainage"
"ba11463c-5183-4dd4-9498-3f9f0fc97bb0","","not-started","","folder","TRUE","FALSE","Site QA","Drainage","Lot 12","Drainage","SD Install Sewer/Stormwater Drainage"
"f18e5079-6bc6-4639-8779-144524671f61","","not-started","SD Install Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 12","Drainage","SD Install Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage"
"6a1196a8-2d14-4ce5-879d-d591b69df996","","not-started","","folder","TRUE","FALSE","Site QA","Drainage","Lot 12","Drainage","TST Test Sewer/Stormwater Drainage"
"ea2a3d01-e47d-4cda-912a-c1e3e5ed0912","","not-started","TST Test Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 12","Drainage","TST Test Sewer/Stormwater Drainage","TST Test Sewer/Stormwater Drainage"
"aa246132-6895-429e-81c2-9c5a8b99d7a7","","not-started","","folder","TRUE","FALSE","Site QA","Drainage","Lot 13"
"f30cb25d-9302-4f71-9be9-c7ad909763e5","","not-started","","folder","TRUE","FALSE","Site QA","Drainage","Lot 13","Drainage"
"0d582af6-72e2-44cf-a40a-2c91bf62dccb","","not-started","","folder","TRUE","FALSE","Site QA","Drainage","Lot 13","Drainage","SD Install Sewer/Stormwater Drainage"
"59f897f6-45a3-4317-b0c2-2a83d118db7b","","not-started","SD Install Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 13","Drainage","SD Install Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage"
"80144333-04fa-43fc-8402-e2386560aee5","","not-started","","folder","TRUE","FALSE","Site QA","Drainage","Lot 13","Drainage","TST Test Sewer/Stormwater Drainage"
"7be87b11-d745-48d2-85bf-5c108a1a1093","","not-started","TST Test Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 13","Drainage","TST Test Sewer/Stormwater Drainage","TST Test Sewer/Stormwater Drainage"
