Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
First Fix - Ceilings,,,,,,
,Scope,,,First Fix - Ceilings,,
,Rows,,,,,
,,L-00 - ZONE 01,dynamic,First Fix - Ceilings,L-00,ZONE 01
,,L-00 - ZONE 02,dynamic,First Fix - Ceilings,L-00,ZONE 02
,,L-00 - ZONE 03,dynamic,First Fix - Ceilings,L-00,ZONE 03
,,L-00 - ZONE 04,dynamic,First Fix - Ceilings,L-00,ZONE 04
,,L-00 - ZONE 05,dynamic,First Fix - Ceilings,L-00,ZONE 05
,,L-00 - ZONE 06,dynamic,First Fix - Ceilings,L-00,ZONE 06
,,L-00 - ZONE 07,dynamic,First Fix - Ceilings,L-00,ZONE 07
,,L-00 - ZONE 08,dynamic,First Fix - Ceilings,L-00,ZONE 08
,,L-00 - ZONE 09,dynamic,First Fix - Ceilings,L-00,ZONE 09
,,L-00 - ZONE 10,dynamic,First Fix - Ceilings,L-00,ZONE 10
,,L-00 - ZONE 11,dynamic,First Fix - Ceilings,L-00,ZONE 11
,,L-01 - ZONE 01,dynamic,First Fix - Ceilings,L-01,ZONE 01
,,L-01 - ZONE 02,dynamic,First Fix - Ceilings,L-01,ZONE 02
,,L-01 - ZONE 03,dynamic,First Fix - Ceilings,L-01,ZONE 03
,,L-01 - ZONE 04,dynamic,First Fix - Ceilings,L-01,ZONE 04
,,L-01 - ZONE 05,dynamic,First Fix - Ceilings,L-01,ZONE 05
,,L-01 - ZONE 06,dynamic,First Fix - Ceilings,L-01,ZONE 06
,,L-01 - ZONE 07,dynamic,First Fix - Ceilings,L-01,ZONE 07
,,L-01 - ZONE 08,dynamic,First Fix - Ceilings,L-01,ZONE 08
,,L-01 - ZONE 09,dynamic,First Fix - Ceilings,L-01,ZONE 09
,,L-01 - ZONE 10,dynamic,First Fix - Ceilings,L-01,ZONE 10
,,L-02 - ZONE 01,dynamic,First Fix - Ceilings,L-02,ZONE 01
,,L-02 - ZONE 02,dynamic,First Fix - Ceilings,L-02,ZONE 02
,,L-02 - ZONE 03,dynamic,First Fix - Ceilings,L-02,ZONE 03
,,L-02 - ZONE 04,dynamic,First Fix - Ceilings,L-02,ZONE 04
,,L-02 - ZONE 05,dynamic,First Fix - Ceilings,L-02,ZONE 05
