type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Meters,,,,,,,
section,Meter,,,,,,,
checkpoint,Meter ID,,,,,,,
checkpoint,Bolts seated ,,,,,,,
checkpoint,Rubber Centered ,,,,,,,
checkpoint,Tagged,,,,,,,
section,Water Test,,,,,,,
checkpoint,Meter reading prior to test,,,,,,,
checkpoint,Meter reading after 5 litre test,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
checklist ,Camera of Drains,,,,,,,
section,Details,,,,,,,
checkpoint,Have the drains been inspected via camera,,,,,,,
checkpoint,Are the drains clear of debris ,,,,,,,
