resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,step,,,Area A,,,,,,,,
,,step,,,,Level Ground,,,,,,,
ITP - R - Apartment Pre & Post Line (per area/grid/Location),ITP - R - B01 Fitout/Services (per area/room),folder-with-checklists,,,,,Café ,,,,,,
ITP - R - Apartment Pre & Post Line (per area/grid/Location),ITP - R - B01 Fitout/Services (per area/room),folder-with-checklists,,,,,Toilet Lobby,,,,,,
ITP - R - Apartment Pre & Post Line (per area/grid/Location),ITP - R - B01 Fitout/Services (per area/room),folder-with-checklists,,,,,Toilets,,,,,,
ITP - R - Apartment Pre & Post Line (per area/grid/Location),ITP - R - B01 Fitout/Services (per area/room),folder-with-checklists,,,,,Stair Lobby + Cleaner + Stairs,,,,,,
ITP - R - Apartment Pre & Post Line (per area/grid/Location),ITP - R - B01 Fitout/Services (per area/room),folder-with-checklists,,,,,Sales Office 1 + 2,,,,,,
ITP - R - Apartment Pre & Post Line (per area/grid/Location),ITP - R - B01 Fitout/Services (per area/room),folder-with-checklists,,,,,Entrance Lobby,,,,,,
ITP - R - Apartment Pre & Post Line (per area/grid/Location),ITP - R - B01 Fitout/Services (per area/room),folder-with-checklists,,,,,Reception Desks,,,,,,
ITP - R - Apartment Pre & Post Line (per area/grid/Location),ITP - R - B01 Fitout/Services (per area/room),folder-with-checklists,,,,,General Office,,,,,,
ITP - R - Apartment Pre & Post Line (per area/grid/Location),ITP - R - B01 Fitout/Services (per area/room),folder-with-checklists,,,,,Meeting Room,,,,,,
ITP - R - Apartment Pre & Post Line (per area/grid/Location),ITP - R - B01 Fitout/Services (per area/room),folder-with-checklists,,,,,Valve Room,,,,,,
ITP - R - Apartment Pre & Post Line (per area/grid/Location),ITP - R - B01 Fitout/Services (per area/room),folder-with-checklists,,,,,Corridor - Grid 14-21,,,,,,
ITP - R - Apartment Pre & Post Line (per area/grid/Location),ITP - R - B01 Fitout/Services (per area/room),folder-with-checklists,,,,,Lift Faces,,,,,,
ITP - R - Apartment Pre & Post Line (per area/grid/Location),ITP - R - B01 Fitout/Services (per area/room),folder-with-checklists,,,,,Chemical Store,,,,,,
ITP - R - Apartment Pre & Post Line (per area/grid/Location),ITP - R - B01 Fitout/Services (per area/room),folder-with-checklists,,,,,Inward Goods,,,,,,
ITP - R - Apartment Pre & Post Line (per area/grid/Location),ITP - R - B01 Fitout/Services (per area/room),folder-with-checklists,,,,,Buggy Room,,,,,,
ITP - R - Apartment Pre & Post Line (per area/grid/Location),ITP - R - B01 Fitout/Services (per area/room),folder-with-checklists,,,,,Comms Room ,,,,,,
ITP - R - Apartment Pre & Post Line (per area/grid/Location),ITP - R - B01 Fitout/Services (per area/room),folder-with-checklists,,,,,Waste Room,,,,,,
