type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,EGM_Ver1.0_08.09.23_CEILING & ITEMS IN MODULE PHOTOS/Record Collection/ B,,,,,,EGM_Ver1.0_08.09.23_CEILING & ITEMS IN MODULE PHOTOS/Record Collection/ B,a680e692-0cc7-40fd-8bc9-3fe8c92d68c7
section,Document / Attachment / Link / Photo,,,,,,,
checkpoint,Records,,,,,,,
