Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Flooring/Production Progress,,,,,,
,Scope,,,Manufacturing QA,,
,Rows,,,,,
,,B01,dynamic,Manufacturing QA,B01,Flooring
,,GC,dynamic,Manufacturing QA,GC,Flooring
,,L1,dynamic,Manufacturing QA,L1,Flooring
,,L2,dynamic,Manufacturing QA,L2,Flooring
,,L3,dynamic,Manufacturing QA,L3,Flooring
,,L4,dynamic,Manufacturing QA,L4,Flooring
,,L5,dynamic,Manufacturing QA,L5,Flooring
,,L6,dynamic,Manufacturing QA,L6,Flooring
,,L7,dynamic,Manufacturing QA,L7,Flooring
,,L8,dynamic,Manufacturing QA,L8,Flooring
,,GE,dynamic,Manufacturing QA,GE,
,,Level B double T,dynamic,Manufacturing QA,Level B double T,
,Columns,,,,,
,,Photo taken of prepour sheet,,Photo taken of prepour sheet,,
,,Photo taken of reo,,Photo taken of reo,,
,,Photo taken of post pour sheet,,Photo taken of post pour sheet,,
,,Photo taken of product,,Photo taken of product,,
,,Photo taken of production sheet,,Photo taken of production sheet,,
,,Photo taken of elongation / strand,,Photo taken of elongation / strand,,
,,Photo taken of stack / tags,,Photo taken of stack / tags,,
,,,,,,
Dispatch Progress,,,,,,
,Scope,,,Manufacturing QA,,
,Rows,,,,,
,,B01,dynamic,Manufacturing QA,B01,Dispatch
,,GC,dynamic,Manufacturing QA,GC,Dispatch
,,L1,dynamic,Manufacturing QA,L1,Dispatch
,,L2,dynamic,Manufacturing QA,L2,Dispatch
,,L3,dynamic,Manufacturing QA,L3,Dispatch
,,L4,dynamic,Manufacturing QA,L4,Dispatch
,,L5,dynamic,Manufacturing QA,L5,Dispatch
,,L6,dynamic,Manufacturing QA,L6,Dispatch
,,L7,dynamic,Manufacturing QA,L7,Dispatch
,,L8,dynamic,Manufacturing QA,L8,Dispatch
,,Dispatch ,dynamic,Manufacturing QA,Dispatch ,
,Columns,,,,,
,,Add # of items on truck on dispatch docket,,Add # of items on truck on dispatch docket,,
,,Photo taken of completed docket,,Photo taken of completed docket,,
,,Photo taken of truck,,Photo taken of truck,,
