Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,
,,Ground Floor - G04 - Laundry,,Site QA,Waterproofing,Regent Street,Ground Floor,G04,Laundry
,,Ground Floor - G05 - Bathroom,,Site QA,Waterproofing,Regent Street,Ground Floor,G05,Bathroom
,,Ground Floor - G05 - Laundry,,Site QA,Waterproofing,Regent Street,Ground Floor,G05,Laundry
,,Ground Floor - Other areas - OSD Tank,,Site QA,Waterproofing,Regent Street,Ground Floor,Other areas,OSD Tank
,,Ground Floor - Other areas - Bin room 1,,Site QA,Waterproofing,Regent Street,Ground Floor,Other areas,Bin room 1
,,Ground Floor - Other areas - Bin room 2,,Site QA,Waterproofing,Regent Street,Ground Floor,Other areas,Bin room 2
,,Ground Floor - Other areas - External Paving,,Site QA,Waterproofing,Regent Street,Ground Floor,Other areas,External Paving
,,Ground Floor - Other areas - Planter boxes,,Site QA,Waterproofing,Regent Street,Ground Floor,Other areas,Planter boxes
,,Ground Floor - Other areas - Lift Pit,,Site QA,Waterproofing,Regent Street,Ground Floor,Other areas,Lift Pit
,,Level 1,grouping,Level 1,,,,,
,,Level 1 - 101 - Bathroom,,Site QA,Waterproofing,Regent Street,Level 1,101,Bathroom
,,Level 1 - 101 - Laundry,,Site QA,Waterproofing,Regent Street,Level 1,101,Laundry
,,Level 1 - 101 - Balcony,,Site QA,Waterproofing,Regent Street,Level 1,101,Balcony
,,Level 1 - 102 - Bathroom,,Site QA,Waterproofing,Regent Street,Level 1,102,Bathroom
,,Level 1 - 102 - Laundry,,Site QA,Waterproofing,Regent Street,Level 1,102,Laundry
,,Level 1 - 102 - Balcony,,Site QA,Waterproofing,Regent Street,Level 1,102,Balcony
,,Level 1 - 103 - Laundry,,Site QA,Waterproofing,Regent Street,Level 1,103,Laundry
,,Level 1 - 103 - Ensuite,,Site QA,Waterproofing,Regent Street,Level 1,103,Ensuite
,,Level 1 - 103 - Bathroom,,Site QA,Waterproofing,Regent Street,Level 1,103,Bathroom
,,Level 1 - 104 - Laundry,,Site QA,Waterproofing,Regent Street,Level 1,104,Laundry
,,Level 1 - 104 - Ensuite,,Site QA,Waterproofing,Regent Street,Level 1,104,Ensuite
,,Level 1 - 104 - Bathroom,,Site QA,Waterproofing,Regent Street,Level 1,104,Bathroom
,,Level 1 - 105 - Laundry,,Site QA,Waterproofing,Regent Street,Level 1,105,Laundry
,,Level 1 - 105 - Ensuite,,Site QA,Waterproofing,Regent Street,Level 1,105,Ensuite
,,Level 1 - 105 - Bathroom,,Site QA,Waterproofing,Regent Street,Level 1,105,Bathroom
,,Level 1 - 106 - Laundry,,Site QA,Waterproofing,Regent Street,Level 1,106,Laundry
,,Level 1 - 106 - Ensuite,,Site QA,Waterproofing,Regent Street,Level 1,106,Ensuite
,,Level 1 - 106 - Bathroom,,Site QA,Waterproofing,Regent Street,Level 1,106,Bathroom
,,Level 1 - 107 - Laundry,,Site QA,Waterproofing,Regent Street,Level 1,107,Laundry
,,Level 1 - 107 - Ensuite,,Site QA,Waterproofing,Regent Street,Level 1,107,Ensuite
,,Level 1 - 107 - Bathroom,,Site QA,Waterproofing,Regent Street,Level 1,107,Bathroom
,,Level 1 - Other areas - OSD Tank,,Site QA,Waterproofing,Regent Street,Level 1,Other areas,OSD Tank
,,Level 1 - Other areas - Small OSD Tank,,Site QA,Waterproofing,Regent Street,Level 1,Other areas,Small OSD Tank
,,Level 2,grouping,Level 2,,,,,
,,Level 2 - 201 - Laundry,,Site QA,Waterproofing,Regent Street,Level 2,201,Laundry
,,Level 2 - 201 - Ensuite,,Site QA,Waterproofing,Regent Street,Level 2,201,Ensuite
,,Level 2 - 201 - Bathroom,,Site QA,Waterproofing,Regent Street,Level 2,201,Bathroom
,,Level 2 - 202 - Laundry,,Site QA,Waterproofing,Regent Street,Level 2,202,Laundry
,,Level 2 - 202 - Ensuite,,Site QA,Waterproofing,Regent Street,Level 2,202,Ensuite
,,Level 2 - 202 - Bathroom,,Site QA,Waterproofing,Regent Street,Level 2,202,Bathroom
,,Level 2 - 203 - Laundry,,Site QA,Waterproofing,Regent Street,Level 2,203,Laundry
,,Level 2 - 203 - Bathroom,,Site QA,Waterproofing,Regent Street,Level 2,203,Bathroom
,,Level 2 - 204 - Laundry,,Site QA,Waterproofing,Regent Street,Level 2,204,Laundry
,,Level 2 - 204 - Bathroom,,Site QA,Waterproofing,Regent Street,Level 2,204,Bathroom
,,Level 2 - 205 - Laundry,,Site QA,Waterproofing,Regent Street,Level 2,205,Laundry
,,Level 2 - 205 - Ensuite,,Site QA,Waterproofing,Regent Street,Level 2,205,Ensuite
,,Level 2 - 205 - Bathroom,,Site QA,Waterproofing,Regent Street,Level 2,205,Bathroom
,,Level 2 - 206 - Laundry,,Site QA,Waterproofing,Regent Street,Level 2,206,Laundry
,,Level 2 - 206 - Ensuite,,Site QA,Waterproofing,Regent Street,Level 2,206,Ensuite
,,Level 2 - 206 - Bathroom,,Site QA,Waterproofing,Regent Street,Level 2,206,Bathroom
,,Level 2 - 207 - Laundry,,Site QA,Waterproofing,Regent Street,Level 2,207,Laundry
,,Level 2 - 207 - Ensuite,,Site QA,Waterproofing,Regent Street,Level 2,207,Ensuite
,,Level 2 - 207 - Bathroom,,Site QA,Waterproofing,Regent Street,Level 2,207,Bathroom
,,Level 2 - 208 - Laundry,,Site QA,Waterproofing,Regent Street,Level 2,208,Laundry
,,Level 2 - 208 - Ensuite,,Site QA,Waterproofing,Regent Street,Level 2,208,Ensuite
,,Level 2 - 208 - Bathroom,,Site QA,Waterproofing,Regent Street,Level 2,208,Bathroom
,,Level 2 - 209 - Laundry,,Site QA,Waterproofing,Regent Street,Level 2,209,Laundry
,,Level 2 - 209 - Ensuite,,Site QA,Waterproofing,Regent Street,Level 2,209,Ensuite
,,Level 2 - 209 - Bathroom,,Site QA,Waterproofing,Regent Street,Level 2,209,Bathroom
,,Level 2 - Garbage Room - ,,Site QA,Waterproofing,Regent Street,Level 2,Garbage Room,
,,Level 3,grouping,Level 3,,,,,
,,Level 3 - 301 - Laundry,,Site QA,Waterproofing,Regent Street,Level 3,301,Laundry
,,Level 3 - 301 - Ensuite,,Site QA,Waterproofing,Regent Street,Level 3,301,Ensuite
,,Level 3 - 301 - Bathroom,,Site QA,Waterproofing,Regent Street,Level 3,301,Bathroom
,,Level 3 - 302 - Laundry,,Site QA,Waterproofing,Regent Street,Level 3,302,Laundry
,,Level 3 - 302 - Ensuite,,Site QA,Waterproofing,Regent Street,Level 3,302,Ensuite
,,Level 3 - 302 - Bathroom,,Site QA,Waterproofing,Regent Street,Level 3,302,Bathroom
,,Level 3 - 303 - Laundry,,Site QA,Waterproofing,Regent Street,Level 3,303,Laundry
,,Level 3 - 303 - Bathroom,,Site QA,Waterproofing,Regent Street,Level 3,303,Bathroom
,,Level 3 - 304 - Laundry,,Site QA,Waterproofing,Regent Street,Level 3,304,Laundry
,,Level 3 - 304 - Bathroom,,Site QA,Waterproofing,Regent Street,Level 3,304,Bathroom
,,Level 3 - 305 - Laundry,,Site QA,Waterproofing,Regent Street,Level 3,305,Laundry
