"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"bd172085-9c30-4933-be8f-6b7b536d4f26","","folder-normal","","","step","TRUE","FALSE","Site QA"
"66f71893-0140-4316-8c21-5eea8ebc16a2","","folder-normal","","","step","TRUE","FALSE","Site QA","Waterproofing"
"0a94ce03-b2c8-4073-8837-c895ac417092","","folder-normal","","","step","TRUE","FALSE","Site QA","Waterproofing","Regent Street"
"c79c3228-44b8-4287-9ab5-f90178237290","","folder-normal","","","step","TRUE","FALSE","Site QA","Waterproofing","Regent Street","Basement"
"278e2553-09ff-4890-b6ee-2381d2dfbeda","","folder-normal","","","step","TRUE","FALSE","Site QA","Waterproofing","Regent Street","Basement","Basement 02"
"d08612e1-ba70-4b38-91a0-12769bdc8734","","checklist-flat","","Internal Checklist","checklist-flat","FALSE","FALSE","Site QA","Waterproofing","Regent Street","Basement","Basement 02","Fire Pump Room"
"48a02f68-c3eb-426b-8ee5-0c6ca5a2f9d1","","folder-normal","","","step","TRUE","FALSE","Site QA","Waterproofing","Regent Street","Basement","Basement 01"
"b5dd355b-7c67-4a1a-9b43-ee7bd7d812a2","","checklist-flat","","Internal Checklist","checklist-flat","FALSE","FALSE","Site QA","Waterproofing","Regent Street","Basement","Basement 01","Bulky Waste Room"
"46721ad7-3806-4f4c-9689-4dc8dbfb56d6","","checklist-flat","","Internal Checklist","checklist-flat","FALSE","FALSE","Site QA","Waterproofing","Regent Street","Basement","Basement 01","Waste Room"
"27cbdd4f-307f-4bdb-b442-44e4e2dce468","","folder-normal","","","step","TRUE","FALSE","Site QA","Waterproofing","Regent Street","Ground Floor"
"af75b0e4-a317-402a-b12f-c79e965717d0","","folder-normal","","","step","TRUE","FALSE","Site QA","Waterproofing","Regent Street","Ground Floor","G01"
"cf8b9b9f-0a83-4cdc-9baa-35ece8d6c828","","checklist-flat","","Internal Checklist","checklist-flat","FALSE","FALSE","Site QA","Waterproofing","Regent Street","Ground Floor","G01","Laundry"
"507e0a66-f2eb-48d0-b68b-6d3bef2c2b4d","","checklist-flat","","Internal Checklist","checklist-flat","FALSE","FALSE","Site QA","Waterproofing","Regent Street","Ground Floor","G01","Ensuite"
"cd2beb33-7f97-4995-85e2-12377003c8a6","","checklist-flat","","Internal Checklist","checklist-flat","FALSE","FALSE","Site QA","Waterproofing","Regent Street","Ground Floor","G01","Bathroom"
"e1bc8f45-8f6f-408e-909f-549b23f5507a","","folder-normal","","","step","TRUE","FALSE","Site QA","Waterproofing","Regent Street","Ground Floor","G02"
