Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,Precast Install - Flashing,,,,162,Yes,Precast Install - Flashing,95dcb95a-b9be-421a-82c1-22b9e0ced3f3
checkpoint-group,,,section,Details,,,,,,,
checkpoint-status,,,checkpoint,Is flashing required and installed,,,,,,,
