Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
AE-ITCX-024 - Communications/Security Rack Installation,,,,,,,,
,Scope,,,Appselec - Site QA,Comms,,,
,Rows,,,,,,,
,,AE-ITCX-024 - Communications/Security Rack Installation,grouping,AE-ITCX-024 - Communications/Security Rack Installation,,,,
,,Comms Racks - Main Comms Room - AE-ITCX-024 - Communicantions/Security Rack,,Appselec - Site QA,Comms,Comms Racks,Main Comms Room,AE-ITCX-024 - Communicantions/Security Rack
,,Comms Racks - Level 12 - AE-ITCX-024 - CC12,,Appselec - Site QA,Comms,Comms Racks,Level 12,AE-ITCX-024 - CC12
,,Comms Racks - Level 28 - AE-ITCX-024 - CC28,,Appselec - Site QA,Comms,Comms Racks,Level 28,AE-ITCX-024 - CC28
,,Comms Racks - Level 44 - AE-ITCX-024 - CC44,,Appselec - Site QA,Comms,Comms Racks,Level 44,AE-ITCX-024 - CC44
,,Consolidation Points - Level 2 - AE-ITCX-024 - CP2,,Appselec - Site QA,Comms,Consolidation Points,Level 2,AE-ITCX-024 - CP2
,,Consolidation Points - Level 3 - AE-ITCX-024 - CP3,,Appselec - Site QA,Comms,Consolidation Points,Level 3,AE-ITCX-024 - CP3
,,Consolidation Points - Level 4 - AE-ITCX-024 - CP4,,Appselec - Site QA,Comms,Consolidation Points,Level 4,AE-ITCX-024 - CP4
,,Consolidation Points - Level 5 - AE-ITCX-024 - CP5,,Appselec - Site QA,Comms,Consolidation Points,Level 5,AE-ITCX-024 - CP5
,,Consolidation Points - Level 6 - AE-ITCX-024 - CP6,,Appselec - Site QA,Comms,Consolidation Points,Level 6,AE-ITCX-024 - CP6
,,Consolidation Points - Level 7 - AE-ITCX-024 - CP7,,Appselec - Site QA,Comms,Consolidation Points,Level 7,AE-ITCX-024 - CP7
,,Consolidation Points - Level 8 - AE-ITCX-024 - CP8,,Appselec - Site QA,Comms,Consolidation Points,Level 8,AE-ITCX-024 - CP8
,,Consolidation Points - Level 9 - AE-ITCX-024 - CP9,,Appselec - Site QA,Comms,Consolidation Points,Level 9,AE-ITCX-024 - CP9
,,Consolidation Points - Level 10 - AE-ITCX-024 - CP10,,Appselec - Site QA,Comms,Consolidation Points,Level 10,AE-ITCX-024 - CP10
,,Consolidation Points - Level 11 - AE-ITCX-024 - CP11,,Appselec - Site QA,Comms,Consolidation Points,Level 11,AE-ITCX-024 - CP11
,,Consolidation Points - Level 13 - AE-ITCX-024 - CP13,,Appselec - Site QA,Comms,Consolidation Points,Level 13,AE-ITCX-024 - CP13
,,Consolidation Points - Level 15 - AE-ITCX-024 - CP15,,Appselec - Site QA,Comms,Consolidation Points,Level 15,AE-ITCX-024 - CP15
,,Consolidation Points - Level 17 - AE-ITCX-024 - CP17,,Appselec - Site QA,Comms,Consolidation Points,Level 17,AE-ITCX-024 - CP17
,,Consolidation Points - Level 19 - AE-ITCX-024 - CP19,,Appselec - Site QA,Comms,Consolidation Points,Level 19,AE-ITCX-024 - CP19
,,Consolidation Points - Level 22 - AE-ITCX-024 - CP22,,Appselec - Site QA,Comms,Consolidation Points,Level 22,AE-ITCX-024 - CP22
,,Consolidation Points - Level 24 - AE-ITCX-024 - CP24,,Appselec - Site QA,Comms,Consolidation Points,Level 24,AE-ITCX-024 - CP24
,,Consolidation Points - Level 26 - AE-ITCX-024 - CP26,,Appselec - Site QA,Comms,Consolidation Points,Level 26,AE-ITCX-024 - CP26
,,Consolidation Points - Level 29 - AE-ITCX-024 - CP29,,Appselec - Site QA,Comms,Consolidation Points,Level 29,AE-ITCX-024 - CP29
,,Consolidation Points - Level 31 - AE-ITCX-024 - CP31,,Appselec - Site QA,Comms,Consolidation Points,Level 31,AE-ITCX-024 - CP31
,,Consolidation Points - Level 33 - AE-ITCX-024 - CP33,,Appselec - Site QA,Comms,Consolidation Points,Level 33,AE-ITCX-024 - CP33
,,Consolidation Points - Level 36 - CP36AE-ITCX-024 -,,Appselec - Site QA,Comms,Consolidation Points,Level 36,CP36AE-ITCX-024 -
,,Consolidation Points - Level 38 - AE-ITCX-024 - CP38,,Appselec - Site QA,Comms,Consolidation Points,Level 38,AE-ITCX-024 - CP38
,,Consolidation Points - Level 40 - AE-ITCX-024 - CP40,,Appselec - Site QA,Comms,Consolidation Points,Level 40,AE-ITCX-024 - CP40
,,Consolidation Points - Level 41 - AE-ITCX-024 - CP41,,Appselec - Site QA,Comms,Consolidation Points,Level 41,AE-ITCX-024 - CP41
,Columns,,,,,,,
,,QA ITEM 1 - Communications Rack,,QA ITEM 1 - Communications Rack,,,,
,,QA ITEM 2 - Communications Earthing Terminal (CET),,QA ITEM 2 - Communications Earthing Terminal (CET),,,,
,,QA ITEM 3 - FOBOTS (Fibre Optical Breakout Trays),,QA ITEM 3 - FOBOTS (Fibre Optical Breakout Trays),,,,
,,QA ITEM 4 - Cat 6/6A Patch Panels,,QA ITEM 4 - Cat 6/6A Patch Panels,,,,
,,QA ITEM 5 - Cable Management,,QA ITEM 5 - Cable Management,,,,
,,QA ITEM 6 - Power,,QA ITEM 6 - Power,,,,
,,QA ITEM 7 - Rackmount UPS,,QA ITEM 7 - Rackmount UPS,,,,
,,QA ITEM 8 - Active Equipment,,QA ITEM 8 - Active Equipment,,,,
,,QA ITEM 9 - Patching,,QA ITEM 9 - Patching,,,,
,,QA ITEM 10 - Photos,,QA ITEM 10 - Photos,,,,
