Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
AE-ITCX-015 - Mandatory testing (Apartments: L2-L19),,,,,,,,
,Scope,,,Appselec - Site QA,Apartments,,,
,Rows,,,,,,,
,,Level 2 - Apartment 201,dynamic,Appselec - Site QA,Apartments,Level 2,Apartment 201,AE-ITCX-015 - Mandatory testing
,,Level 2 - Apartment 205,dynamic,Appselec - Site QA,Apartments,Level 2,Apartment 205,AE-ITCX-015 - Mandatory testing
,,Level 2 - Multishare Area,dynamic,Appselec - Site QA,Apartments,Level 2,Multishare Area,AE-ITCX-015 - Mandatory testing
,,Level 5 - Multishare Area,dynamic,Appselec - Site QA,Apartments,Level 5,Multishare Area,AE-ITCX-015 - Mandatory testing
,,Level 6 - Apartment 606,dynamic,Appselec - Site QA,Apartments,Level 6,Apartment 606,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 701,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 701,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 705,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 705,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 706,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 706,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 707,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 707,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 708,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 708,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 709,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 709,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 710,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 710,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 711,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 711,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 712.1,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 712.1,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 712.2,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 712.2,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 712.3,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 712.3,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 712.4,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 712.4,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 712.5,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 712.5,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 712.6,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 712.6,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 713,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 713,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 714,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 714,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 715,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 715,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 716,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 716,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 717,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 717,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 718,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 718,AE-ITCX-015 - Mandatory testing
,,Level 7 - Apartment 719,dynamic,Appselec - Site QA,Apartments,Level 7,Apartment 719,AE-ITCX-015 - Mandatory testing
,,Level 8 - Apartment 801,dynamic,Appselec - Site QA,Apartments,Level 8,Apartment 801,AE-ITCX-015 - Mandatory testing
,,Level 8 - Apartment 805,dynamic,Appselec - Site QA,Apartments,Level 8,Apartment 805,AE-ITCX-015 - Mandatory testing
,,Level 8 - Apartment 806,dynamic,Appselec - Site QA,Apartments,Level 8,Apartment 806,AE-ITCX-015 - Mandatory testing
,,Level 8 - Apartment 807,dynamic,Appselec - Site QA,Apartments,Level 8,Apartment 807,AE-ITCX-015 - Mandatory testing
,,Level 8 - Apartment 808,dynamic,Appselec - Site QA,Apartments,Level 8,Apartment 808,AE-ITCX-015 - Mandatory testing
,,Level 8 - Apartment 809,dynamic,Appselec - Site QA,Apartments,Level 8,Apartment 809,AE-ITCX-015 - Mandatory testing
,,Level 8 - Apartment 810,dynamic,Appselec - Site QA,Apartments,Level 8,Apartment 810,AE-ITCX-015 - Mandatory testing
,,Level 8 - Apartment 811,dynamic,Appselec - Site QA,Apartments,Level 8,Apartment 811,AE-ITCX-015 - Mandatory testing
,,Level 8 - Apartment 812.1,dynamic,Appselec - Site QA,Apartments,Level 8,Apartment 812.1,AE-ITCX-015 - Mandatory testing
,,Level 8 - Apartment 812.2,dynamic,Appselec - Site QA,Apartments,Level 8,Apartment 812.2,AE-ITCX-015 - Mandatory testing
,,Level 8 - Apartment 812.3,dynamic,Appselec - Site QA,Apartments,Level 8,Apartment 812.3,AE-ITCX-015 - Mandatory testing
,,Level 8 - Apartment 812.4,dynamic,Appselec - Site QA,Apartments,Level 8,Apartment 812.4,AE-ITCX-015 - Mandatory testing
,,Level 8 - Apartment 812.5,dynamic,Appselec - Site QA,Apartments,Level 8,Apartment 812.5,AE-ITCX-015 - Mandatory testing
,,Level 8 - Apartment 812.6,dynamic,Appselec - Site QA,Apartments,Level 8,Apartment 812.6,AE-ITCX-015 - Mandatory testing
,,Level 8 - Apartment 813,dynamic,Appselec - Site QA,Apartments,Level 8,Apartment 813,AE-ITCX-015 - Mandatory testing
,,Level 8 - Apartment 814,dynamic,Appselec - Site QA,Apartments,Level 8,Apartment 814,AE-ITCX-015 - Mandatory testing
,,Level 8 - Apartment 815,dynamic,Appselec - Site QA,Apartments,Level 8,Apartment 815,AE-ITCX-015 - Mandatory testing
,,Level 8 - Apartment 816,dynamic,Appselec - Site QA,Apartments,Level 8,Apartment 816,AE-ITCX-015 - Mandatory testing
,,Level 8 - Apartment 817,dynamic,Appselec - Site QA,Apartments,Level 8,Apartment 817,AE-ITCX-015 - Mandatory testing
,,Level 8 - Apartment 818,dynamic,Appselec - Site QA,Apartments,Level 8,Apartment 818,AE-ITCX-015 - Mandatory testing
,,Level 8 - Apartment 819,dynamic,Appselec - Site QA,Apartments,Level 8,Apartment 819,AE-ITCX-015 - Mandatory testing
,,Level 9 - Apartment 901,dynamic,Appselec - Site QA,Apartments,Level 9,Apartment 901,AE-ITCX-015 - Mandatory testing
,,Level 9 - Apartment 905,dynamic,Appselec - Site QA,Apartments,Level 9,Apartment 905,AE-ITCX-015 - Mandatory testing
,,Level 9 - Apartment 906,dynamic,Appselec - Site QA,Apartments,Level 9,Apartment 906,AE-ITCX-015 - Mandatory testing
,,Level 9 - Apartment 907,dynamic,Appselec - Site QA,Apartments,Level 9,Apartment 907,AE-ITCX-015 - Mandatory testing
,,Level 9 - Apartment 908,dynamic,Appselec - Site QA,Apartments,Level 9,Apartment 908,AE-ITCX-015 - Mandatory testing
,,Level 9 - Apartment 909,dynamic,Appselec - Site QA,Apartments,Level 9,Apartment 909,AE-ITCX-015 - Mandatory testing
,,Level 9 - Apartment 910,dynamic,Appselec - Site QA,Apartments,Level 9,Apartment 910,AE-ITCX-015 - Mandatory testing
,,Level 9 - Apartment 911,dynamic,Appselec - Site QA,Apartments,Level 9,Apartment 911,AE-ITCX-015 - Mandatory testing
,,Level 9 - Apartment 912.1,dynamic,Appselec - Site QA,Apartments,Level 9,Apartment 912.1,AE-ITCX-015 - Mandatory testing
,,Level 9 - Apartment 912.2,dynamic,Appselec - Site QA,Apartments,Level 9,Apartment 912.2,AE-ITCX-015 - Mandatory testing
,,Level 9 - Apartment 912.3,dynamic,Appselec - Site QA,Apartments,Level 9,Apartment 912.3,AE-ITCX-015 - Mandatory testing
,,Level 9 - Apartment 912.4,dynamic,Appselec - Site QA,Apartments,Level 9,Apartment 912.4,AE-ITCX-015 - Mandatory testing
,,Level 9 - Apartment 912.5,dynamic,Appselec - Site QA,Apartments,Level 9,Apartment 912.5,AE-ITCX-015 - Mandatory testing
,,Level 9 - Apartment 912.6,dynamic,Appselec - Site QA,Apartments,Level 9,Apartment 912.6,AE-ITCX-015 - Mandatory testing
,,Level 9 - Apartment 913,dynamic,Appselec - Site QA,Apartments,Level 9,Apartment 913,AE-ITCX-015 - Mandatory testing
,,Level 9 - Apartment 914,dynamic,Appselec - Site QA,Apartments,Level 9,Apartment 914,AE-ITCX-015 - Mandatory testing
,,Level 9 - Apartment 915,dynamic,Appselec - Site QA,Apartments,Level 9,Apartment 915,AE-ITCX-015 - Mandatory testing
,,Level 9 - Apartment 916,dynamic,Appselec - Site QA,Apartments,Level 9,Apartment 916,AE-ITCX-015 - Mandatory testing
,,Level 9 - Apartment 917,dynamic,Appselec - Site QA,Apartments,Level 9,Apartment 917,AE-ITCX-015 - Mandatory testing
,,Level 9 - Apartment 918,dynamic,Appselec - Site QA,Apartments,Level 9,Apartment 918,AE-ITCX-015 - Mandatory testing
,,Level 9 - Apartment 919,dynamic,Appselec - Site QA,Apartments,Level 9,Apartment 919,AE-ITCX-015 - Mandatory testing
,,Level 10 - Apartment 1001,dynamic,Appselec - Site QA,Apartments,Level 10,Apartment 1001,AE-ITCX-015 - Mandatory testing
,,Level 10 - Apartment 1005,dynamic,Appselec - Site QA,Apartments,Level 10,Apartment 1005,AE-ITCX-015 - Mandatory testing
,,Level 10 - Apartment 1006,dynamic,Appselec - Site QA,Apartments,Level 10,Apartment 1006,AE-ITCX-015 - Mandatory testing
,,Level 10 - Apartment 1007,dynamic,Appselec - Site QA,Apartments,Level 10,Apartment 1007,AE-ITCX-015 - Mandatory testing
,,Level 10 - Apartment 1008,dynamic,Appselec - Site QA,Apartments,Level 10,Apartment 1008,AE-ITCX-015 - Mandatory testing
,,Level 10 - Apartment 1009,dynamic,Appselec - Site QA,Apartments,Level 10,Apartment 1009,AE-ITCX-015 - Mandatory testing
,,Level 10 - Apartment 1010,dynamic,Appselec - Site QA,Apartments,Level 10,Apartment 1010,AE-ITCX-015 - Mandatory testing
,,Level 10 - Apartment 1011,dynamic,Appselec - Site QA,Apartments,Level 10,Apartment 1011,AE-ITCX-015 - Mandatory testing
,,Level 10 - Apartment 1012.1,dynamic,Appselec - Site QA,Apartments,Level 10,Apartment 1012.1,AE-ITCX-015 - Mandatory testing
,,Level 10 - Apartment 1012.2,dynamic,Appselec - Site QA,Apartments,Level 10,Apartment 1012.2,AE-ITCX-015 - Mandatory testing
,,Level 10 - Apartment 1012.3,dynamic,Appselec - Site QA,Apartments,Level 10,Apartment 1012.3,AE-ITCX-015 - Mandatory testing
,,Level 10 - Apartment 1012.4,dynamic,Appselec - Site QA,Apartments,Level 10,Apartment 1012.4,AE-ITCX-015 - Mandatory testing
