Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,,Site QA,
,Rows,,,,,
,,FCU - Level 1,dynamic,FCU,Level 1,Site QA
,,FCU - Level 2,dynamic,FCU,Level 2,Site QA
,,FCU - Level 3 Roof,dynamic,FCU,Level 3 Roof,Site QA
,,AHU - Level 3 Roof,dynamic,AHU,Level 3 Roof,Site QA
,,Fans - Level 1,dynamic,Fans,Level 1,Site QA
,,Fans - Level 2,dynamic,Fans,Level 2,Site QA
,,Fans - Level 3 Roof,dynamic,Fans,Level 3 Roof,Site QA
,,VAV - Level 1,dynamic,VAV,Level 1,Site QA
,,VAV - Level 2,dynamic,VAV,Level 2,Site QA
,,Humidifier - Level 3 Roof,dynamic,Humidifier,Level 3 Roof,Site QA
,,Split DX - Level 1,dynamic,Split DX,Level 1,Site QA
,,Heating Coils - Level 1,dynamic,Heating Coils,Level 1,Site QA
,,Chillers - Level 1 Plantroom,dynamic,Chillers,Level 1 Plantroom,Site QA
,,Pumps - Level 1 Plantroom,dynamic,Pumps,Level 1 Plantroom,Site QA
,,Pumps - Level 3 Roof,dynamic,Pumps,Level 3 Roof,Site QA
,,Ancillaries - Level 1 Plantroom,dynamic,Ancillaries,Level 1 Plantroom,Site QA
,Columns,,,,,
,,All Subbie Rough-in Progression,,All Subbie Rough-in Progression,,
,,All Subbie Fit off & Testing Progression,,All Subbie Fit off & Testing Progression,,
,,As Builts,,As Builts,,
,,Ductwork,,Ductwork,,
,,Drains,,Drains,,
,,Equipment,,Equipment,,
,,Pipework,,Pipework,,
,,Grille Fit-Off,,Grille Fit-Off,,
,,,,,,
,,All Subbie Rough-in Progression,,All Subbie Rough-in Progression,,
,,Outdoor Equipment,,Outdoor Equipment,,
,,Refrigeration Pipe,,Refrigeration Pipe,,
