Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Balustrades Progress,,,,,,,
,Scope,,,Balustrades,,,
,Rows,,,,,,
,,Building A - Level 1,dynamic,Level 1,Building A,Balustrades,Site QA
,,Building A - Level 2,dynamic,Level 2,Building A,Balustrades,Site QA
,,Building A - Level 3,dynamic,Level 3,Building A,Balustrades,Site QA
,,Building A - Level 4,dynamic,Level 4,Building A,Balustrades,Site QA
,,Building A - Level 5,dynamic,Level 5,Building A,Balustrades,Site QA
,,Building A - Level 6,dynamic,Level 6,Building A,Balustrades,Site QA
,,Building A - Level 7,dynamic,Level 7,Building A,Balustrades,Site QA
,,Building B - Level 1,dynamic,Level 1,Building B,Balustrades,Site QA
,,Building B - Level 2,dynamic,Level 2,Building B,Balustrades,Site QA
,,Building B - Level 3,dynamic,Level 3,Building B,Balustrades,Site QA
,,Building B - Level 4,dynamic,Level 4,Building B,Balustrades,Site QA
,,Building B - Level 5,dynamic,Level 5,Building B,Balustrades,Site QA
,,Building B - Level 6,dynamic,Level 6,Building B,Balustrades,Site QA
,,Building B - Level 7,dynamic,Level 7,Building B,Balustrades,Site QA
,,Building C - Level 1,dynamic,Level 1,Building C,Balustrades,Site QA
,,Building C - Level 2,dynamic,Level 2,Building C,Balustrades,Site QA
,,Building C - Level 3,dynamic,Level 3,Building C,Balustrades,Site QA
,,Building C - Level 4,dynamic,Level 4,Building C,Balustrades,Site QA
,,Building C - Level 5,dynamic,Level 5,Building C,Balustrades,Site QA
,,Building C - Level 6,dynamic,Level 6,Building C,Balustrades,Site QA
,,Building C - Level 7,dynamic,Level 7,Building C,Balustrades,Site QA
,,Building D - Level 1,dynamic,Level 1,Building D,Balustrades,Site QA
,,Building D - Level 2,dynamic,Level 2,Building D,Balustrades,Site QA
,,Building D - Level 3,dynamic,Level 3,Building D,Balustrades,Site QA
,,Building D - Level 4,dynamic,Level 4,Building D,Balustrades,Site QA
,,Building D - Level 5,dynamic,Level 5,Building D,Balustrades,Site QA
,,Building D - Level 6,dynamic,Level 6,Building D,Balustrades,Site QA
,,Building D - Level 7,dynamic,Level 7,Building D,Balustrades,Site QA
,Columns,,,,,,
,,Apply Set Out Marks Core Drill,,apply set out marks core drill,balustrades,installation,
,,Core Drill Set Out Marks & remove core holes,,core drill set out marks and remove core holes,balustrades,installation,
,,Fill Core holes With non shrink grout,,fill core holes with non shrink grout,balustrades,installation,
,,Install balustrades as per set out,,install balustrades as per set out,balustrades,installation,
,,Protection - Top Only,,protection - top only,balustrades,installation,
,,Install glazing when balustrades set or when builder requires,,balustrades,install glazing when balustrades set or when builder requires,installation,
,,Quality checks,,balustrades,quality checks,installation,
,,,,,,,
Louvres Progress,,,,,,,
,Scope,,,Louvres,,,
,Rows,,,,,,
,,Building A - Level 1,dynamic,Level 1,Building A,Louvres,Site QA
,,Building A - Level 2,dynamic,Level 2,Building A,Louvres,Site QA
,,Building A - Level 3,dynamic,Level 3,Building A,Louvres,Site QA
,,Building A - Level 4,dynamic,Level 4,Building A,Louvres,Site QA
,,Building A - Level 5,dynamic,Level 5,Building A,Louvres,Site QA
,,Building A - Level 6,dynamic,Level 6,Building A,Louvres,Site QA
,,Building A - Level 7,dynamic,Level 7,Building A,Louvres,Site QA
,,Building B - Level 1,dynamic,Level 1,Building B,Louvres,Site QA
,,Building B - Level 2,dynamic,Level 2,Building B,Louvres,Site QA
,,Building B - Level 3,dynamic,Level 3,Building B,Louvres,Site QA
,,Building B - Level 4,dynamic,Level 4,Building B,Louvres,Site QA
,,Building B - Level 5,dynamic,Level 5,Building B,Louvres,Site QA
,,Building B - Level 6,dynamic,Level 6,Building B,Louvres,Site QA
,,Building B - Level 7,dynamic,Level 7,Building B,Louvres,Site QA
,,Building C - Level 1,dynamic,Level 1,Building C,Louvres,Site QA
,,Building C - Level 2,dynamic,Level 2,Building C,Louvres,Site QA
,,Building C - Level 3,dynamic,Level 3,Building C,Louvres,Site QA
,,Building C - Level 4,dynamic,Level 4,Building C,Louvres,Site QA
,,Building C - Level 5,dynamic,Level 5,Building C,Louvres,Site QA
,,Building C - Level 6,dynamic,Level 6,Building C,Louvres,Site QA
,,Building C - Level 7,dynamic,Level 7,Building C,Louvres,Site QA
,,Building D - Level 1,dynamic,Level 1,Building D,Louvres,Site QA
,,Building D - Level 2,dynamic,Level 2,Building D,Louvres,Site QA
,,Building D - Level 3,dynamic,Level 3,Building D,Louvres,Site QA
,,Building D - Level 4,dynamic,Level 4,Building D,Louvres,Site QA
,,Building D - Level 5,dynamic,Level 5,Building D,Louvres,Site QA
,,Building D - Level 6,dynamic,Level 6,Building D,Louvres,Site QA
,,Building D - Level 7,dynamic,Level 7,Building D,Louvres,Site QA
,Columns,,,,,,
,,Apply set out marks for U channels,,apply set out marks for u channels,Louvres,,
,,Hammer drill set out marks,,hammer drill set out marks,Louvres,,
,,Install U channels & fix to slab,,install u channels & fix to slab,Louvres,,
,,Install RHS & fix to U channel as per set out,,install rhs & fix to u channel as per set out,Louvres,,
,,Protection,,protection,Louvres,,
,,Quality Checks,,quality checks,Louvres,,
